"","Early.Adopter","Fearful","Careful","Stubborn","Influencer","Uninterested","Homo.Economicus","Cluster8"
"pattern_31800",18,10,10,10,20,12,12,14
"pattern_31802",11,11,17,13,11,9,11,11
"pattern_31819",10,10,16,12,10,6,12,12
"pattern_31824",18,14,8,12,24,20,16,14
"pattern_31831",18,12,6,8,20,16,16,14
"pattern_31835",14,14,10,10,22,18,12,18
"pattern_31849",8,16,22,18,10,10,10,14
"pattern_31850",12,10,8,8,16,14,10,8
"pattern_31863",12,10,8,8,20,16,10,12
"pattern_31866",20,12,8,12,22,22,14,18
"pattern_31875",16,10,10,8,22,16,12,16
"pattern_31885",20,16,12,16,24,18,14,16
"pattern_31894",10,8,14,12,10,10,6,8
"pattern_31905",21,13,9,11,21,15,13,19
"pattern_31911",10,10,16,12,10,8,10,12
"pattern_31920",14,8,12,8,16,10,10,12
"pattern_31928",14,12,10,10,20,14,16,12
"pattern_31931",12,8,10,8,18,12,10,6
"pattern_31941",18,14,8,12,28,24,16,16
"pattern_31955",18,14,10,10,20,18,18,16
"pattern_31965",12,8,10,8,16,14,10,12
"pattern_32014",16,12,8,8,20,14,14,12
"pattern_32017",12,10,14,14,14,14,10,14
"pattern_32019",16,10,12,12,16,12,8,10
"pattern_32032",13,7,13,9,11,7,9,11
"pattern_32046",13,11,17,13,11,9,9,11
"pattern_32066",20,16,10,14,26,18,16,16
"pattern_32069",10,14,20,16,8,10,8,14
"pattern_32073",14,8,6,6,18,16,10,8
"pattern_32077",11,11,17,13,9,11,9,13
"pattern_32079",13,17,19,17,13,11,15,17
"pattern_32085",18,14,8,10,24,18,14,18
"pattern_32088",12,10,6,6,22,16,14,10
"pattern_32100",16,12,10,8,16,14,12,12
"pattern_32107",18,14,10,14,24,18,16,14
"pattern_32129",13,7,9,7,17,13,7,13
"pattern_32172",8,12,16,14,12,12,10,8
"pattern_32177",6,12,16,14,12,10,12,6
"pattern_32180",18,16,10,12,24,20,18,18
"pattern_32188",12,14,10,14,24,18,14,14
"pattern_32199",16,6,6,8,20,16,8,12
"pattern_32206",16,12,6,10,24,20,14,16
"pattern_32208",12,8,14,12,12,8,8,10
"pattern_32212",7,7,13,11,13,7,5,5
"pattern_32227",13,7,13,11,15,11,5,9
"pattern_32243",14,14,18,16,12,14,14,14
"pattern_32264",8,14,18,14,12,6,12,10
"pattern_32265",18,12,10,12,26,20,14,16
"pattern_32273",6,12,16,12,12,6,14,10
"pattern_32322",14,10,10,10,20,10,10,12
"pattern_32346",14,12,10,8,18,16,14,12
"pattern_32347",13,11,15,13,13,7,9,13
"pattern_32363",14,14,10,10,24,20,14,18
"pattern_32365",16,12,8,10,20,16,12,14
"pattern_32387",6,12,18,14,8,8,10,10
"pattern_32410",14,8,6,6,22,16,10,12
"pattern_32411",10,10,16,12,14,4,10,10
"pattern_32418",14,8,10,10,16,12,8,8
"pattern_32419",16,14,12,12,22,18,16,16
"pattern_32428",18,12,6,10,24,18,14,14
"pattern_32438",11,11,15,13,11,11,9,13
"pattern_32443",12,14,20,16,8,8,14,12
"pattern_32454",8,14,20,16,10,6,10,12
"pattern_32455",9,9,15,11,13,9,7,11
"pattern_32456",12,12,16,14,14,6,10,10
"pattern_32482",16,8,12,10,16,10,8,12
"pattern_32511",20,16,12,14,22,18,20,18
"pattern_32521",12,8,12,10,18,8,10,8
"pattern_32541",14,14,8,12,22,20,14,14
"pattern_32542",10,12,10,12,18,18,8,14
"pattern_32558",13,11,13,11,13,11,11,11
"pattern_32568",8,10,14,10,12,10,8,8
"pattern_32569",18,14,10,12,22,16,16,16
"pattern_32578",16,10,8,10,20,14,12,10
"pattern_32629",18,14,8,10,26,20,18,18
"pattern_32677",17,9,7,9,21,13,9,11
"pattern_32678",16,8,14,12,12,8,10,12
"pattern_32722",10,14,20,16,8,6,12,10
"pattern_32733",14,8,10,8,14,10,8,10
"pattern_32744",18,12,8,10,20,16,12,14
"pattern_32745",14,10,10,8,16,12,12,14
"pattern_32764",13,9,13,11,13,7,9,13
"pattern_32766",15,5,11,9,17,11,5,11
"pattern_32768",12,16,22,18,10,10,16,14
"pattern_32776",12,10,14,12,12,6,12,12
"pattern_32806",12,6,10,6,16,12,10,10
"pattern_32809",10,10,14,10,10,8,8,8
"pattern_32810",10,12,16,12,12,12,14,10
"pattern_32812",11,11,9,11,17,15,11,9
"pattern_32819",14,10,10,10,20,16,12,16
"pattern_32823",18,12,8,12,22,16,14,12
"pattern_32832",12,10,16,12,10,12,10,14
"pattern_32853",16,10,16,12,14,8,10,14
"pattern_32862",18,18,12,16,24,20,16,16
"pattern_32865",11,9,7,7,21,15,11,11
"pattern_32871",18,14,10,10,26,22,16,18
"pattern_32879",10,14,18,14,10,10,12,12
"pattern_32884",15,9,7,9,23,13,11,13
"pattern_32889",20,16,12,16,24,18,16,16
"pattern_32891",20,16,10,14,26,20,16,14
"pattern_32894",13,9,7,5,19,13,13,9
"pattern_32902",18,12,6,10,22,16,14,12
"pattern_32909",12,10,16,12,12,6,6,8
"pattern_32927",12,8,10,10,16,12,12,6
"pattern_32928",14,8,6,6,22,16,12,12
"pattern_32933",14,10,14,12,14,8,8,12
"pattern_32935",16,12,8,10,24,20,16,16
"pattern_32950",11,9,13,11,13,9,7,9
"pattern_32952",16,14,8,12,24,20,16,14
"pattern_32965",14,10,8,8,18,12,12,12
"pattern_32983",16,14,12,12,22,16,14,16
"pattern_32985",16,12,8,8,28,18,16,16
"pattern_32989",18,14,10,14,26,20,16,14
"pattern_32995",18,12,10,12,22,16,14,14
"pattern_32997",16,10,6,8,26,20,14,14
"pattern_33005",18,12,8,10,22,18,18,14
"pattern_33019",12,12,18,14,10,6,10,12
"pattern_33036",16,12,8,10,24,16,12,12
"pattern_33038",12,6,12,10,12,8,8,8
"pattern_33068",20,12,10,10,22,14,12,18
"pattern_33083",18,16,20,18,12,16,18,18
"pattern_33096",18,12,8,10,22,16,16,14
"pattern_33097",10,8,12,10,14,8,6,8
"pattern_33100",18,14,8,10,22,16,16,16
"pattern_33102",10,10,16,14,12,10,8,8
"pattern_33124",14,10,14,12,14,10,8,12
"pattern_33128",10,8,10,8,14,10,8,6
"pattern_33132",9,11,15,13,11,7,9,7
"pattern_33138",16,10,6,8,22,18,12,14
"pattern_33150",12,10,14,10,12,10,8,12
"pattern_33159",19,9,11,11,19,11,9,13
"pattern_33165",13,13,11,11,15,13,13,11
"pattern_33176",13,11,17,13,9,9,7,11
"pattern_33181",17,9,7,9,21,15,11,13
"pattern_33189",11,15,21,17,9,9,9,13
"pattern_33194",8,10,14,12,14,10,10,4
"pattern_33204",20,20,22,20,14,16,22,20
"pattern_33207",14,10,8,10,22,16,12,12
"pattern_33233",12,10,16,12,12,10,6,10
"pattern_33261",20,14,8,10,26,18,20,16
"pattern_33264",16,8,6,10,22,18,10,14
"pattern_33267",12,12,14,12,14,8,8,8
"pattern_33295",20,12,10,12,24,16,16,14
"pattern_33308",18,14,10,12,22,20,16,18
"pattern_33321",18,18,16,16,16,14,16,16
"pattern_33333",18,12,8,10,24,20,12,14
"pattern_33335",16,16,12,12,24,22,14,18
"pattern_33347",13,9,15,11,17,7,9,11
"pattern_33349",12,8,10,8,16,12,8,8
"pattern_33368",18,16,12,12,22,18,16,18
"pattern_33372",14,12,6,8,24,18,16,16
"pattern_33405",12,14,20,16,10,10,12,14
"pattern_33415",20,12,6,8,24,18,18,16
"pattern_33421",14,12,8,10,22,18,14,12
"pattern_33422",14,14,10,12,22,18,16,12
"pattern_33441",20,12,8,12,26,18,14,16
"pattern_33446",7,13,19,15,9,5,11,7
"pattern_33453",16,14,10,14,26,20,16,16
"pattern_33463",18,12,8,10,20,16,14,14
"pattern_33478",8,6,10,8,16,8,8,2
"pattern_33505",11,11,11,9,15,11,11,7
"pattern_33509",10,14,20,16,8,12,12,14
"pattern_33526",10,8,10,8,16,14,10,8
"pattern_33528",14,10,8,8,18,16,12,12
"pattern_33540",15,13,11,9,17,13,13,11
"pattern_33543",18,10,8,10,20,16,10,12
"pattern_33545",11,15,21,17,9,9,11,13
"pattern_33556",16,16,10,14,24,18,20,14
"pattern_33562",16,20,22,20,12,14,18,18
"pattern_33567",20,12,6,10,24,20,14,14
"pattern_33569",14,16,18,20,16,18,14,16
"pattern_33575",14,8,8,6,18,14,8,10
"pattern_33579",16,14,10,12,22,22,14,14
"pattern_33581",16,8,8,8,18,14,10,14
"pattern_33602",16,10,6,10,24,20,14,12
"pattern_33622",10,10,14,10,10,4,10,10
"pattern_33640",12,8,8,8,20,14,10,10
"pattern_33647",18,12,8,8,20,16,16,14
"pattern_33650",10,16,22,18,4,8,12,14
"pattern_33651",16,10,4,8,22,18,14,12
"pattern_33652",13,11,7,9,21,15,13,13
"pattern_33655",18,12,8,10,24,18,14,16
"pattern_33667",12,6,10,6,18,10,8,10
"pattern_33672",8,16,20,16,10,10,14,12
"pattern_33698",16,14,10,12,20,18,14,16
"pattern_33718",14,14,10,12,24,16,16,14
"pattern_33719",18,14,8,12,24,22,16,16
"pattern_33737",7,9,15,11,11,7,9,9
"pattern_33739",16,16,10,12,26,20,16,14
"pattern_33741",16,14,8,10,22,16,16,12
"pattern_33751",16,14,8,10,22,18,16,18
"pattern_33756",12,10,14,10,12,10,8,10
"pattern_33770",18,12,8,10,22,20,14,16
"pattern_33796",15,5,9,7,19,11,7,11
"pattern_33820",14,10,6,8,22,16,12,16
"pattern_33825",11,9,15,11,13,11,7,13
"pattern_33841",16,10,6,8,20,16,12,10
"pattern_33856",11,13,19,15,7,9,11,13
"pattern_33868",20,14,10,12,22,18,12,14
"pattern_33871",16,10,10,8,22,16,12,16
"pattern_33877",11,7,9,7,17,11,9,5
"pattern_33901",18,10,6,8,22,16,12,12
"pattern_33912",10,10,16,14,10,10,6,12
"pattern_33913",12,6,12,10,14,8,8,8
"pattern_33914",12,8,14,10,10,10,6,10
"pattern_33916",18,16,12,14,22,18,18,18
"pattern_33917",16,14,18,18,12,14,14,14
"pattern_33918",15,11,9,11,23,15,15,13
"pattern_33923",18,8,10,10,20,12,8,12
"pattern_33934",12,12,8,10,20,18,12,14
"pattern_33989",12,12,8,10,22,18,12,14
"pattern_34013",18,14,10,12,24,18,18,14
"pattern_34015",13,9,11,9,17,11,9,13
"pattern_34025",20,14,8,12,22,20,14,16
"pattern_34026",12,12,18,14,12,12,10,16
"pattern_34039",16,12,8,8,22,18,14,14
"pattern_34043",20,14,10,12,22,18,16,16
"pattern_34044",16,14,10,10,24,20,16,18
"pattern_34045",18,12,6,8,22,20,16,14
"pattern_34047",18,12,6,8,20,18,16,14
"pattern_34048",12,14,20,16,8,10,12,14
"pattern_34058",14,10,16,12,12,8,8,14
"pattern_34060",16,14,10,10,20,16,16,14
"pattern_34063",15,7,7,7,17,11,9,13
"pattern_34069",7,15,19,15,7,7,13,9
"pattern_34076",20,14,10,12,20,20,14,16
"pattern_34096",7,9,15,11,11,7,9,7
"pattern_34109",18,14,8,12,22,22,14,16
"pattern_34128",16,16,10,12,22,20,18,16
"pattern_34135",14,12,10,10,20,18,12,12
"pattern_34136",15,9,9,7,21,13,11,13
"pattern_34139",10,16,14,12,20,18,14,16
"pattern_34169",14,6,4,4,20,14,8,10
"pattern_34171",18,14,10,10,24,20,14,16
"pattern_34175",14,12,10,10,16,10,10,12
"pattern_34195",14,18,18,18,14,12,16,18
"pattern_34197",14,12,16,14,12,12,8,12
"pattern_34222",20,14,10,12,22,16,16,16
"pattern_34228",17,13,11,11,19,15,13,17
"pattern_34231",14,12,12,12,18,12,10,8
"pattern_34232",11,5,9,7,15,9,7,9
"pattern_34254",16,8,8,10,18,14,8,10
"pattern_34281",18,14,14,14,18,18,16,16
"pattern_34288",13,9,15,13,11,7,7,9
"pattern_34294",13,11,11,11,17,13,11,9
"pattern_34295",14,6,8,6,18,12,6,12
"pattern_34299",6,12,14,10,12,8,10,6
"pattern_34300",18,12,6,10,24,18,14,12
"pattern_34303",20,10,6,10,22,18,12,14
"pattern_34312",9,13,19,15,9,7,13,11
"pattern_34343",15,11,9,9,19,11,11,13
"pattern_34344",12,12,10,10,18,14,14,10
"pattern_34348",14,10,8,8,20,14,12,14
"pattern_34360",12,12,18,16,10,12,6,14
"pattern_34363",16,12,12,12,16,16,12,12
"pattern_34372",14,6,10,8,16,12,8,8
"pattern_34375",15,9,9,9,19,11,7,13
"pattern_34381",18,12,6,8,22,18,16,16
"pattern_34389",9,11,17,13,9,7,11,9
"pattern_34392",16,16,10,12,22,20,20,18
"pattern_34399",12,4,4,2,22,14,10,8
"pattern_34401",13,7,7,3,17,13,9,11
"pattern_34407",18,12,10,10,22,18,14,18
"pattern_34413",12,10,14,10,14,10,12,14
"pattern_34416",10,10,16,14,12,8,10,4
"pattern_34430",18,14,10,10,22,20,18,16
"pattern_34462",16,12,10,10,18,16,12,14
"pattern_34468",18,12,8,12,26,20,14,14
"pattern_34471",13,15,21,17,11,11,13,15
"pattern_34486",11,11,17,15,11,9,7,11
"pattern_34493",18,10,6,10,22,14,12,14
"pattern_34495",14,8,8,6,20,12,8,12
"pattern_34503",18,12,10,14,24,14,14,14
"pattern_34509",11,13,19,15,11,5,11,11
"pattern_34520",16,10,6,8,22,18,10,14
"pattern_34534",16,14,10,12,22,20,14,16
"pattern_34538",10,6,12,10,14,8,8,4
"pattern_34586",20,10,8,10,22,14,12,14
"pattern_34591",16,10,10,12,18,10,8,12
"pattern_34601",14,14,10,10,20,16,18,14
"pattern_34604",12,12,14,14,16,6,10,10
"pattern_34627",14,14,10,10,20,18,12,16
"pattern_34630",20,12,8,12,24,18,14,16
"pattern_34666",16,14,10,12,26,18,12,14
"pattern_34670",20,12,8,10,22,16,12,18
"pattern_34683",18,12,8,12,22,20,16,18
"pattern_34687",18,16,12,14,26,18,16,18
"pattern_34697",14,12,12,12,22,16,12,14
"pattern_34699",18,12,8,10,24,18,14,18
"pattern_34707",18,18,12,14,22,20,16,18
"pattern_34745",11,7,11,7,15,9,9,11
"pattern_34755",10,10,16,14,10,8,6,8
"pattern_34758",14,6,12,10,16,8,6,8
"pattern_34760",16,12,8,10,24,20,14,14
"pattern_34762",11,9,13,11,11,9,7,7
"pattern_34763",18,16,10,14,24,22,18,16
"pattern_34773",14,8,6,6,18,16,10,8
"pattern_34796",20,14,8,12,26,22,16,16
"pattern_34824",9,13,17,15,9,9,11,11
"pattern_34827",14,14,10,12,22,18,12,16
"pattern_34837",20,16,10,14,24,18,18,16
"pattern_34859",15,9,5,7,21,17,11,13
"pattern_34865",13,9,15,11,13,9,9,11
"pattern_34868",7,13,19,15,9,7,11,9
"pattern_34880",20,16,12,14,22,18,20,18
"pattern_34883",16,10,6,8,20,16,14,10
"pattern_34885",10,12,14,12,18,16,10,14
"pattern_34892",12,8,12,8,14,10,8,8
"pattern_34902",16,14,10,10,24,16,14,12
"pattern_34904",14,6,12,8,16,8,8,12
"pattern_34916",16,12,12,14,16,12,12,10
"pattern_34919",15,7,5,7,21,13,11,9
"pattern_34938",6,12,16,12,12,10,10,8
"pattern_34944",10,12,16,12,12,8,10,10
"pattern_34971",18,16,10,12,22,18,16,16
"pattern_34974",9,11,13,9,13,7,11,5
"pattern_34984",18,14,8,12,24,20,16,18
"pattern_34988",16,12,8,10,22,22,14,14
"pattern_34989",11,13,19,15,11,11,9,13
"pattern_34992",14,8,6,6,20,16,12,10
"pattern_35005",12,14,18,16,14,12,12,14
"pattern_35007",16,14,12,12,22,20,12,18
"pattern_35022",13,11,9,11,21,19,13,15
"pattern_35034",14,10,10,10,18,12,10,12
"pattern_35038",14,10,10,10,18,10,10,10
"pattern_35069",14,10,12,12,14,12,10,10
"pattern_35083",16,12,8,10,20,18,12,14
"pattern_35091",13,9,9,9,17,11,13,9
"pattern_35101",6,8,14,12,12,8,6,6
"pattern_35110",12,6,12,8,16,10,4,10
"pattern_35112",20,10,6,10,24,20,12,16
"pattern_35114",16,16,10,12,24,18,16,18
"pattern_35117",16,14,10,12,24,18,14,18
"pattern_35125",11,15,21,17,5,11,13,15
"pattern_35131",10,8,12,10,12,10,8,6
"pattern_35134",16,10,8,8,18,16,12,16
"pattern_35150",16,14,10,12,24,20,14,16
"pattern_35174",16,14,8,10,26,22,14,16
"pattern_35178",18,14,12,14,24,16,14,16
"pattern_35179",11,11,17,13,9,5,9,9
"pattern_35209",14,6,10,10,16,12,4,10
"pattern_35210",16,12,10,10,22,20,14,16
"pattern_35212",18,14,8,12,22,20,14,14
"pattern_35213",14,12,6,10,22,20,16,14
"pattern_35214",18,12,10,12,24,20,12,16
"pattern_35226",16,12,10,12,20,16,14,12
"pattern_35231",16,18,12,14,24,18,16,16
"pattern_35249",9,7,13,9,13,5,7,7
"pattern_35271",14,12,10,10,22,16,12,16
"pattern_35277",11,17,21,17,11,9,17,11
"pattern_35286",16,10,4,6,22,18,14,14
"pattern_35300",16,14,10,10,24,18,18,16
"pattern_35307",16,12,8,10,26,20,14,14
"pattern_35328",12,12,18,14,12,6,10,14
"pattern_35330",15,13,11,11,17,15,13,13
"pattern_35332",16,10,8,8,20,16,12,14
"pattern_35337",13,9,11,11,15,11,9,9
"pattern_35363",8,12,12,12,14,10,10,4
"pattern_35367",9,11,17,13,11,7,11,11
"pattern_35371",14,14,10,10,24,16,18,14
"pattern_35384",7,11,15,11,13,11,9,9
"pattern_35390",20,14,10,12,24,18,16,14
"pattern_35399",16,14,20,18,12,10,16,14
"pattern_35407",16,10,6,10,26,18,14,12
"pattern_35417",15,11,15,13,15,9,11,15
"pattern_35419",8,12,18,14,12,10,10,12
"pattern_35437",10,6,12,8,16,10,6,8
"pattern_35451",14,12,10,8,22,16,14,14
"pattern_35452",16,14,8,10,20,16,18,16
"pattern_35460",16,12,10,10,22,18,14,16
"pattern_35471",12,10,12,12,16,12,10,6
"pattern_35477",18,12,6,8,20,16,14,14
"pattern_35481",8,12,18,14,8,8,10,10
"pattern_35482",16,12,6,10,26,22,14,16
"pattern_35512",12,14,12,12,16,18,14,16
"pattern_35522",11,9,13,11,13,9,7,11
"pattern_35523",11,11,15,13,11,11,11,13
"pattern_35532",10,10,12,8,16,12,10,10
"pattern_35548",16,14,8,12,26,20,16,14
"pattern_35550",12,8,14,12,12,10,8,8
"pattern_35556",14,8,14,12,14,12,6,10
"pattern_35557",18,12,8,8,22,18,16,16
"pattern_35561",16,10,10,8,18,16,10,14
"pattern_35572",10,18,20,18,10,12,14,14
"pattern_35586",13,9,15,11,11,9,7,11
"pattern_35589",9,15,21,17,9,5,11,11
"pattern_35593",14,14,12,12,18,18,14,16
"pattern_35617",12,10,12,8,16,10,8,10
"pattern_35618",8,6,12,8,16,6,8,6
"pattern_35623",18,14,8,10,24,18,20,16
"pattern_35629",9,17,21,17,7,7,15,9
"pattern_35636",9,5,11,7,13,9,5,9
"pattern_35649",15,7,7,5,17,13,11,13
"pattern_35650",20,12,8,10,24,18,16,18
"pattern_35668",16,18,12,14,24,20,18,18
"pattern_35670",14,12,8,10,22,18,14,10
"pattern_35682",14,16,18,18,12,14,16,12
"pattern_35691",11,9,11,9,15,11,11,11
"pattern_35699",16,12,10,10,24,18,10,14
"pattern_35701",14,12,8,10,22,16,10,14
"pattern_35741",11,13,19,15,7,5,13,13
"pattern_35742",16,10,4,8,22,18,14,12
"pattern_35765",14,8,8,6,18,12,8,12
"pattern_35788",9,13,17,13,11,7,13,11
"pattern_35796",9,7,9,5,15,11,9,5
"pattern_35797",18,8,6,8,22,16,10,12
"pattern_35809",18,10,8,12,24,18,12,14
"pattern_35812",7,13,17,13,11,9,11,7
"pattern_35821",18,12,8,12,24,20,12,14
"pattern_35822",18,18,12,14,24,24,18,20
"pattern_35836",12,10,10,10,20,10,10,10
"pattern_35837",18,14,10,14,24,14,14,14
"pattern_35845",11,13,19,15,9,11,7,13
"pattern_35849",18,16,10,14,22,22,14,18
"pattern_35853",14,10,16,12,14,8,8,12
"pattern_35855",16,12,6,8,28,18,18,16
"pattern_35858",14,10,8,10,18,14,10,10
"pattern_35901",9,9,11,9,15,11,11,5
"pattern_35911",18,16,12,14,26,16,18,16
"pattern_35921",20,14,10,14,26,18,16,16
"pattern_35925",12,8,8,8,22,16,10,12
"pattern_35938",18,12,8,12,28,20,14,16
"pattern_35944",14,10,16,12,12,10,6,12
"pattern_35962",18,16,12,14,24,18,16,18
"pattern_35969",13,13,17,15,11,11,15,13
"pattern_35972",17,17,19,19,13,17,17,19
"pattern_35986",20,16,12,12,22,20,16,16
"pattern_35989",5,13,17,15,9,9,9,7
"pattern_35999",8,14,10,10,18,18,12,14
"pattern_36012",16,12,10,10,22,14,14,14
"pattern_36035",16,16,10,12,22,18,18,16
"pattern_36037",16,10,8,8,16,12,10,12
"pattern_36040",16,10,6,10,20,18,14,12
"pattern_36052",8,8,12,8,12,8,8,6
"pattern_36060",20,12,10,12,22,18,14,14
"pattern_36062",12,6,10,8,16,8,10,8
"pattern_36074",7,7,11,7,13,9,7,7
"pattern_36087",14,4,6,6,18,14,8,10
"pattern_36095",16,16,10,12,24,20,18,18
"pattern_36101",16,14,8,10,24,20,18,16
"pattern_36103",16,14,12,12,20,16,12,18
"pattern_36105",20,14,8,12,24,18,16,14
"pattern_36121",15,7,7,9,19,15,9,13
"pattern_36126",18,12,6,10,24,18,16,14
"pattern_36136",10,10,14,12,12,8,8,10
"pattern_36139",18,10,6,8,22,18,14,14
"pattern_36148",15,17,21,19,11,15,17,19
"pattern_36179",15,9,7,9,21,15,11,11
"pattern_36182",16,10,10,10,18,16,12,16
"pattern_36187",8,16,22,18,4,6,12,10
"pattern_36188",16,8,10,10,16,12,6,12
"pattern_36190",18,12,8,10,20,14,14,14
"pattern_36202",18,18,12,16,24,20,16,18
"pattern_36205",11,13,19,15,9,7,11,9
"pattern_36217",18,12,8,12,24,18,16,16
"pattern_36224",11,11,17,13,11,9,9,11
"pattern_36228",8,12,16,12,10,8,10,10
"pattern_36231",10,6,6,2,18,12,10,8
"pattern_36239",8,10,14,12,12,10,12,6
"pattern_36243",9,13,17,15,11,11,11,9
"pattern_36249",10,8,10,8,18,12,12,6
"pattern_36261",7,13,17,13,13,11,11,11
"pattern_36265",20,14,12,14,22,16,14,14
"pattern_36281",11,15,19,15,11,13,15,15
"pattern_36284",11,9,15,11,11,7,7,9
"pattern_36299",13,9,13,11,13,11,9,11
"pattern_36301",20,16,10,12,24,20,18,16
"pattern_36304",16,14,10,12,22,20,14,14
"pattern_36314",18,12,8,12,24,18,16,14
"pattern_36317",12,6,8,6,18,12,8,8
"pattern_36323",11,13,19,15,9,11,13,13
"pattern_36337",11,11,17,13,9,9,5,9
"pattern_36343",10,14,20,16,8,8,14,12
"pattern_36344",18,16,10,12,24,18,18,16
"pattern_36346",18,20,22,20,12,16,20,18
"pattern_36347",16,10,4,8,24,16,14,14
"pattern_36371",16,12,6,8,28,18,18,16
"pattern_36397",16,14,10,12,26,18,16,16
"pattern_36418",12,6,10,8,16,14,6,10
"pattern_36422",12,14,18,14,10,8,16,12
"pattern_36440",5,9,15,11,11,7,9,7
"pattern_36445",18,16,10,14,22,24,14,18
"pattern_36448",13,13,19,15,11,9,15,15
"pattern_36449",16,14,10,12,22,18,14,18
"pattern_36466",18,14,10,12,22,16,18,12
"pattern_36483",11,11,15,11,13,7,9,11
"pattern_36490",9,11,15,11,11,9,11,7
"pattern_36502",10,14,20,16,10,8,12,14
"pattern_36521",13,7,9,9,15,11,7,9
"pattern_36522",18,16,10,12,26,20,16,18
"pattern_36535",14,14,14,16,18,16,18,10
"pattern_36558",6,10,14,10,12,8,8,6
"pattern_36562",16,14,8,12,22,20,18,14
"pattern_36578",14,12,8,12,24,14,14,10
"pattern_36588",11,11,17,13,11,7,11,13
"pattern_36591",16,12,6,10,22,20,14,12
"pattern_36601",11,13,17,15,13,13,13,13
"pattern_36603",10,12,18,14,10,10,12,10
"pattern_36624",14,10,10,10,18,16,10,12
"pattern_36634",14,12,18,14,10,10,10,14
"pattern_36636",14,12,16,14,12,10,10,8
"pattern_36637",18,18,12,14,22,18,18,18
"pattern_36650",16,12,10,10,20,12,14,14
"pattern_36653",20,12,8,12,24,18,12,18
"pattern_36657",20,12,6,10,24,22,18,16
"pattern_36662",11,11,17,13,9,11,11,11
"pattern_36664",15,11,17,13,11,9,7,11
"pattern_36667",18,12,8,12,20,16,14,14
"pattern_36668",16,16,12,12,22,18,16,14
"pattern_36670",11,13,19,15,9,11,9,15
"pattern_36678",16,10,14,12,14,10,10,14
"pattern_36683",12,8,12,12,14,10,4,8
"pattern_36688",14,12,6,10,24,16,16,12
"pattern_36697",15,13,13,13,17,17,11,15
"pattern_36708",16,8,6,6,20,16,12,14
"pattern_36709",17,11,11,11,19,9,11,13
"pattern_36735",10,6,10,6,16,10,4,8
"pattern_36752",14,10,10,10,18,10,12,12
"pattern_36772",16,8,6,6,20,14,10,14
"pattern_36773",13,11,15,11,13,9,7,11
"pattern_36777",16,18,12,14,24,22,16,18
"pattern_36782",20,12,8,10,24,18,16,18
"pattern_36792",16,12,8,10,26,18,14,16
"pattern_36799",16,16,12,14,22,20,16,16
"pattern_36819",18,12,10,10,20,16,12,16
"pattern_36828",7,13,17,13,9,9,11,7
"pattern_36840",16,8,8,8,20,16,10,14
"pattern_36853",14,6,10,8,16,10,10,8
"pattern_36856",18,14,10,12,22,14,16,14
"pattern_36869",14,14,14,14,16,12,14,14
"pattern_36893",14,8,14,12,14,12,6,12
"pattern_36903",12,8,6,6,18,12,10,10
"pattern_36910",14,16,10,12,26,20,16,16
"pattern_36931",22,14,8,10,26,18,16,18
"pattern_36950",10,12,18,14,10,10,8,14
"pattern_36973",12,12,18,14,10,10,6,12
"pattern_36983",16,14,10,12,24,18,12,16
"pattern_36984",16,10,4,8,22,16,14,10
"pattern_36985",16,6,6,6,20,16,10,12
"pattern_37003",10,6,10,8,14,10,6,4
"pattern_37015",22,16,10,12,24,18,16,18
"pattern_37019",11,11,13,11,15,9,11,7
"pattern_37020",9,13,17,13,9,9,15,11
"pattern_37028",9,7,13,11,13,5,7,5
"pattern_37045",20,16,10,12,26,18,18,18
"pattern_37073",10,12,16,14,14,10,10,6
"pattern_37077",20,10,6,10,22,18,10,16
"pattern_37084",13,15,19,15,11,13,11,13
"pattern_37118",18,12,10,10,22,16,14,16
"pattern_37127",13,7,11,9,15,9,5,9
"pattern_37128",18,12,12,12,22,18,12,18
"pattern_37134",8,12,18,14,6,8,8,12
"pattern_37143",15,17,17,17,17,17,17,13
"pattern_37181",8,10,14,12,12,8,8,6
"pattern_37182",13,7,7,7,19,13,9,7
"pattern_37196",15,5,7,7,17,11,7,11
"pattern_37198",10,14,20,16,6,8,12,12
"pattern_37202",15,11,9,11,19,19,15,15
"pattern_37216",13,7,7,5,17,13,9,11
"pattern_37219",18,10,8,10,22,14,10,12
"pattern_37238",16,14,10,10,24,16,14,14
"pattern_37245",16,18,16,16,14,16,18,16
"pattern_37251",13,9,11,9,17,9,9,11
"pattern_37255",7,11,13,11,13,7,9,5
"pattern_37277",14,14,10,12,24,20,12,14
"pattern_37286",18,10,8,10,24,16,16,12
"pattern_37289",20,14,12,14,24,18,14,18
"pattern_37295",15,11,13,13,15,9,11,13
"pattern_37306",14,18,22,18,12,12,16,16
"pattern_37336",16,12,8,10,22,18,16,14
"pattern_37360",10,14,20,16,8,8,10,12
"pattern_37362",14,12,18,14,10,10,8,12
"pattern_37367",20,16,10,14,24,20,16,14
"pattern_37376",18,12,10,12,24,16,14,16
"pattern_37392",7,11,17,13,11,9,5,11
"pattern_37393",12,10,12,12,14,12,6,8
"pattern_37409",14,12,12,10,20,14,14,14
"pattern_37416",9,15,21,17,11,13,13,15
"pattern_37420",12,12,18,14,14,10,12,16
"pattern_37421",12,16,18,18,14,14,16,14
"pattern_37423",14,10,10,10,20,14,12,14
