global_participant_key,dataset_source,source_survey,source_file,source_row,participant_key,age_raw,gender_raw,country_raw,country_code,diego_scale_assumption,diego_noise_added,diego_noise_sd,diego__q1,diego__q2,diego__q3,diego__q4,diego__q5,diego__q6,diego__q7,diego__q21_1,diego__q21_2,diego__q21_3,diego__q21_4,diego__q21_5,diego__q21_6,diego__q21_7,diego__q21_8,diego__q22_1,diego__q22_2,diego__q22_3,diego__q22_4,diego__q22_5,diego__q22_6,diego__q22_7,diego__q22_8,diego__q23_1,diego__q23_2,diego__q23_3,diego__q23_4,diego__q23_5,diego__q23_6,diego__q23_7,diego__q23_8,diego__q24_1,diego__q24_2,diego__q24_3,diego__q24_4,diego__q24_5,diego__q24_6,diego__q24_7,diego__q24_8,diego_det_01_0_100,diego_det_02_0_100,diego_det_03_0_100,diego_det_04_0_100,diego_det_05_0_100,diego_det_06_0_100,diego_det_07_0_100,diego_det_08_0_100,diego_det_09_0_100,diego_det_10_0_100,diego_det_11_0_100,diego_det_12_0_100,diego_det_13_0_100,diego_det_14_0_100,diego_det_15_0_100,diego_det_16_0_100,diego_det_17_0_100,diego_det_18_0_100,diego_det_19_0_100,diego_det_20_0_100,diego_det_21_0_100,diego_det_22_0_100,diego_det_23_0_100,diego_det_24_0_100,diego_det_25_0_100,diego_det_26_0_100,diego_det_27_0_100,diego_det_28_0_100,diego_det_29_0_100,diego_det_30_0_100,diego_det_31_0_100,diego_det_32_0_100
diego__diego_351,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,351,diego_351,40-59,Male,Italy,IT,1_5,FALSE,NA,40-59,Male,Italy,Secondary or high school diploma,Paid employee (private sector),None,"50,000 - 100,000 euros per year",1,1,3,3,1,4,4,5,3,4,4,3,3,5,5,5,5,5,3,3,5,1,3,3,3,4,2,3,3,3,3,5,0,0,50,50,0,75,75,100,50,75,75,50,50,100,100,100,100,100,50,50,100,0,50,50,50,75,25,50,50,50,50,100
diego__diego_352,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,352,diego_352,26-39,Non-binary,Spain,ES,1_5,FALSE,NA,26-39,Non-binary,Spain,Master's degree,Paid employee (private sector),None,"20,000 - 49,999 euros per year",1,1,3,3,2,4,4,2,4,4,4,4,3,4,3,4,4,4,4,3,4,2,1,3,3,4,3,1,1,4,2,4,0,0,50,50,25,75,75,25,75,75,75,75,50,75,50,75,75,75,75,50,75,25,0,50,50,75,50,0,0,75,25,75
diego__diego_353,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,353,diego_353,18-25,Female,Italy,IT,1_5,FALSE,NA,18-25,Female,Italy,Master's degree,Paid employee (private sector),None,"20,000 - 49,999 euros per year",3,3,4,5,4,4,3,4,4,4,5,5,4,4,4,4,4,3,4,3,3,3,3,3,3,5,4,2,2,2,2,4,50,50,75,100,75,75,50,75,75,75,100,100,75,75,75,75,75,50,75,50,50,50,50,50,50,100,75,25,25,25,25,75
diego__diego_354,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,354,diego_354,60 or older,Female,Spain,ES,1_5,FALSE,NA,60 or older,Female,Spain,Master's degree,Self-employed,2,"Less than 20,000 euros per year",1,1,2,1,1,4,3,3,2,2,4,2,2,3,4,4,4,2,2,2,2,2,1,1,1,3,2,1,1,1,1,1,0,0,25,0,0,75,50,50,25,25,75,25,25,50,75,75,75,25,25,25,25,25,0,0,0,50,25,0,0,0,0,0
diego__diego_355,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,355,diego_355,26-39,Female,Italy,IT,1_5,FALSE,NA,26-39,Female,Italy,Master's degree,Paid employee (private sector),None,"Less than 20,000 euros per year",1,3,5,4,3,5,4,4,3,4,3,2,5,5,5,5,5,3,4,4,3,2,4,2,2,4,4,1,1,3,1,4,0,50,100,75,50,100,75,75,50,75,50,25,100,100,100,100,100,50,75,75,50,25,75,25,25,75,75,0,0,50,0,75
diego__diego_356,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,356,diego_356,40-59,Male,Italy,IT,1_5,FALSE,NA,40-59,Male,Italy,Secondary or high school diploma,Self-employed,None,"Less than 20,000 euros per year",3,3,4,3,3,3,2,5,4,4,3,3,4,4,3,4,4,3,3,3,2,2,3,2,2,3,2,2,2,3,2,4,50,50,75,50,50,50,25,100,75,75,50,50,75,75,50,75,75,50,50,50,25,25,50,25,25,50,25,25,25,50,25,75
diego__diego_357,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,357,diego_357,18-25,Female,Spain,ES,1_5,FALSE,NA,18-25,Female,Spain,Undergraduate (Bachelor's) degree,Student,None,"20,000 - 49,999 euros per year",4,2,2,4,2,4,3,5,5,5,5,3,4,4,5,2,5,4,4,4,4,1,3,2,2,5,5,1,1,1,1,3,75,25,25,75,25,75,50,100,100,100,100,50,75,75,100,25,100,75,75,75,75,0,50,25,25,100,100,0,0,0,0,50
diego__diego_358,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,358,diego_358,40-59,Female,Greece,GR,1_5,FALSE,NA,40-59,Female,Greece,Undergraduate (Bachelor's) degree,Self-employed,2,"20,000 - 49,999 euros per year",2,2,4,4,2,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,2,3,3,2,2,2,2,2,4,25,25,75,75,25,75,50,50,75,75,75,50,75,75,75,75,75,75,75,75,75,50,75,25,50,50,25,25,25,25,25,75
diego__diego_359,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,359,diego_359,40-59,Male,Italy,IT,1_5,FALSE,NA,40-59,Male,Italy,Vocational training,Self-employed,None,"Less than 20,000 euros per year",2,1,2,4,2,4,3,5,4,5,5,4,2,5,4,4,5,3,4,4,5,2,2,2,2,3,1,1,1,3,1,4,25,0,25,75,25,75,50,100,75,100,100,75,25,100,75,75,100,50,75,75,100,25,25,25,25,50,0,0,0,50,0,75
diego__diego_360,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,360,diego_360,26-39,Female,Spain,ES,1_5,FALSE,NA,26-39,Female,Spain,Master's degree,Not working (unemployed),None,"20,000 - 49,999 euros per year",3,2,3,2,1,4,4,4,4,4,5,4,3,4,4,4,4,4,2,2,4,2,2,3,3,4,3,2,2,2,1,5,50,25,50,25,0,75,75,75,75,75,100,75,50,75,75,75,75,75,25,25,75,25,25,50,50,75,50,25,25,25,0,100
diego__diego_361,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,361,diego_361,26-39,Male,Italy,IT,1_5,FALSE,NA,26-39,Male,Italy,Secondary or high school diploma,Not working (unemployed),None,"Less than 20,000 euros per year",2,2,2,3,2,4,3,4,2,4,5,4,4,3,3,4,4,4,3,3,3,2,3,4,3,2,3,1,1,1,1,1,25,25,25,50,25,75,50,75,25,75,100,75,75,50,50,75,75,75,50,50,50,25,50,75,50,25,50,0,0,0,0,0
diego__diego_362,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,362,diego_362,26-39,Male,Italy,IT,1_5,FALSE,NA,26-39,Male,Italy,Secondary or high school diploma,Paid employee (public sector),None,"Less than 20,000 euros per year",4,4,3,2,4,4,4,5,4,4,3,4,2,4,4,2,4,3,4,4,4,2,2,2,2,4,4,2,2,3,3,4,75,75,50,25,75,75,75,100,75,75,50,75,25,75,75,25,75,50,75,75,75,25,25,25,25,75,75,25,25,50,50,75
diego__diego_363,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,363,diego_363,40-59,Male,Spain,ES,1_5,FALSE,NA,40-59,Male,Spain,Secondary or high school diploma,Self-employed,None,"20,000 - 49,999 euros per year",1,1,1,4,1,3,2,3,2,1,3,1,4,1,4,3,4,3,2,2,2,1,1,1,1,3,2,1,1,2,1,4,0,0,0,75,0,50,25,50,25,0,50,0,75,0,75,50,75,50,25,25,25,0,0,0,0,50,25,0,0,25,0,75
diego__diego_364,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,364,diego_364,18-25,Female,Italy,IT,1_5,FALSE,NA,18-25,Female,Italy,Secondary or high school diploma,Student,None,"Less than 20,000 euros per year",4,2,3,2,3,2,3,2,3,2,2,3,2,1,2,3,2,3,2,3,2,3,3,1,2,4,3,2,2,3,3,2,75,25,50,25,50,25,50,25,50,25,25,50,25,0,25,50,25,50,25,50,25,50,50,0,25,75,50,25,25,50,50,25
diego__diego_365,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,365,diego_365,18-25,Female,Spain,ES,1_5,FALSE,NA,18-25,Female,Spain,Secondary or high school diploma,Student,None,I prefer not to say,2,2,4,3,1,3,2,5,4,4,5,4,5,4,5,5,5,2,4,3,1,2,2,3,2,1,2,2,2,3,1,5,25,25,75,50,0,50,25,100,75,75,100,75,100,75,100,100,100,25,75,50,0,25,25,50,25,0,25,25,25,50,0,100
diego__diego_366,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,366,diego_366,26-39,Female,Greece,GR,1_5,FALSE,NA,26-39,Female,Greece,Undergraduate (Bachelor's) degree,Not working (unemployed),None,"Less than 20,000 euros per year",3,2,3,3,1,3,2,1,2,4,4,3,4,4,4,2,4,2,4,3,2,1,3,4,4,2,3,2,4,2,4,3,50,25,50,50,0,50,25,0,25,75,75,50,75,75,75,25,75,25,75,50,25,0,50,75,75,25,50,25,75,25,75,50
diego__diego_367,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,367,diego_367,40-59,Male,Spain,ES,1_5,FALSE,NA,40-59,Male,Spain,Undergraduate (Bachelor's) degree,Paid employee (private sector),2,"20,000 - 49,999 euros per year",5,5,5,4,4,4,4,5,5,5,5,4,4,5,4,5,5,4,5,4,4,3,3,4,4,4,4,3,2,3,4,5,100,100,100,75,75,75,75,100,100,100,100,75,75,100,75,100,100,75,100,75,75,50,50,75,75,75,75,50,25,50,75,100
diego__diego_368,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,368,diego_368,18-25,Female,Italy,IT,1_5,FALSE,NA,18-25,Female,Italy,Master's degree,Student,None,"Less than 20,000 euros per year",4,4,4,4,5,4,3,4,4,4,5,4,5,5,4,4,5,4,3,3,5,4,4,5,5,5,5,5,4,3,4,3,75,75,75,75,100,75,50,75,75,75,100,75,100,100,75,75,100,75,50,50,100,75,75,100,100,100,100,100,75,50,75,50
diego__diego_369,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,369,diego_369,40-59,Male,Italy,IT,1_5,FALSE,NA,40-59,Male,Italy,PhD,Not working (unemployed),None,"Less than 20,000 euros per year",1,3,2,4,3,4,3,5,4,3,4,4,5,5,5,4,4,4,4,4,2,1,1,3,4,2,2,1,1,1,1,4,0,50,25,75,50,75,50,100,75,50,75,75,100,100,100,75,75,75,75,75,25,0,0,50,75,25,25,0,0,0,0,75
diego__diego_370,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,370,diego_370,26-39,Female,Spain,ES,1_5,FALSE,NA,26-39,Female,Spain,Master's degree,Paid employee (private sector),None,"20,000 - 49,999 euros per year",2,3,4,3,1,3,3,4,4,3,4,3,3,3,4,3,4,3,4,4,3,3,3,3,3,2,3,2,3,3,3,3,25,50,75,50,0,50,50,75,75,50,75,50,50,50,75,50,75,50,75,75,50,50,50,50,50,25,50,25,50,50,50,50
diego__diego_371,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,371,diego_371,18-25,Male,Italy,IT,1_5,FALSE,NA,18-25,Male,Italy,Master's degree,Paid employee (private sector),None,"20,000 - 49,999 euros per year",4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,3,3,3,3,3,3,3,4,3,3,2,4,4,4,3,75,50,50,50,50,50,50,50,50,75,75,75,75,75,75,75,100,50,50,50,50,50,50,50,75,50,50,25,75,75,75,50
diego__diego_372,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,372,diego_372,18-25,Non-binary,Spain,ES,1_5,FALSE,NA,18-25,Non-binary,Spain,Undergraduate (Bachelor's) degree,Student,None,"Less than 20,000 euros per year",3,3,5,3,1,4,5,5,3,4,1,5,5,5,5,5,4,3,3,3,1,1,3,1,1,5,1,1,1,1,1,4,50,50,100,50,0,75,100,100,50,75,0,100,100,100,100,100,75,50,50,50,0,0,50,0,0,100,0,0,0,0,0,75
diego__diego_373,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,373,diego_373,18-25,Female,Greece,GR,1_5,FALSE,NA,18-25,Female,Greece,Secondary or high school diploma,Student,None,"Less than 20,000 euros per year",3,3,3,5,4,4,3,5,3,4,5,3,4,5,4,4,5,4,2,2,4,2,2,2,1,5,5,2,2,1,1,2,50,50,50,100,75,75,50,100,50,75,100,50,75,100,75,75,100,75,25,25,75,25,25,25,0,100,100,25,25,0,0,25
diego__diego_374,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,374,diego_374,26-39,Female,Italy,IT,1_5,FALSE,NA,26-39,Female,Italy,Undergraduate (Bachelor's) degree,Paid employee (private sector),None,"Less than 20,000 euros per year",3,4,3,4,4,5,5,4,4,4,5,5,4,5,5,5,4,3,4,4,4,3,3,3,3,1,3,2,2,2,2,2,50,75,50,75,75,100,100,75,75,75,100,100,75,100,100,100,75,50,75,75,75,50,50,50,50,0,50,25,25,25,25,25
diego__diego_375,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,375,diego_375,26-39,Female,Greece,GR,1_5,FALSE,NA,26-39,Female,Greece,Master's degree,Paid employee (private sector),None,"20,000 - 49,999 euros per year",4,4,4,4,2,2,2,4,4,1,4,1,4,4,2,4,2,4,4,4,4,2,1,4,4,4,4,2,2,4,4,4,75,75,75,75,25,25,25,75,75,0,75,0,75,75,25,75,25,75,75,75,75,25,0,75,75,75,75,25,25,75,75,75
diego__diego_376,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,376,diego_376,40-59,Female,Italy,IT,1_5,FALSE,NA,40-59,Female,Italy,Secondary or high school diploma,Self-employed,2,"Less than 20,000 euros per year",2,2,3,3,1,3,5,5,3,3,4,4,3,3,3,5,4,3,3,3,4,1,3,1,1,4,3,1,1,2,1,5,25,25,50,50,0,50,100,100,50,50,75,75,50,50,50,100,75,50,50,50,75,0,50,0,0,75,50,0,0,25,0,100
diego__diego_377,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,377,diego_377,40-59,Male,Spain,ES,1_5,FALSE,NA,40-59,Male,Spain,Master's degree,Self-employed,None,I prefer not to say,4,3,4,3,5,3,4,5,5,5,5,5,4,5,5,4,3,4,5,5,2,1,2,3,3,4,3,2,1,2,1,3,75,50,75,50,100,50,75,100,100,100,100,100,75,100,100,75,50,75,100,100,25,0,25,50,50,75,50,25,0,25,0,50
diego__diego_378,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,378,diego_378,18-25,Male,Greece,GR,1_5,FALSE,NA,18-25,Male,Greece,Undergraduate (Bachelor's) degree,Student,None,"Less than 20,000 euros per year",4,2,4,3,3,4,4,3,4,4,4,2,2,3,4,4,4,3,4,2,3,1,5,2,2,3,4,1,2,3,2,5,75,25,75,50,50,75,75,50,75,75,75,25,25,50,75,75,75,50,75,25,50,0,100,25,25,50,75,0,25,50,25,100
diego__diego_379,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,379,diego_379,26-39,Female,Greece,GR,1_5,FALSE,NA,26-39,Female,Greece,Undergraduate (Bachelor's) degree,Paid employee (public sector),None,"20,000 - 49,999 euros per year",4,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,3,4,5,5,5,75,75,75,75,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,75,75,50,75,100,100,100
diego__diego_380,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,380,diego_380,26-39,Female,Greece,GR,1_5,FALSE,NA,26-39,Female,Greece,Master's degree,Paid employee (private sector),None,"Less than 20,000 euros per year",1,1,3,4,1,4,4,4,4,5,5,1,4,5,4,5,5,4,2,2,3,2,1,1,2,2,4,1,1,1,2,5,0,0,50,75,0,75,75,75,75,100,100,0,75,100,75,100,100,75,25,25,50,25,0,0,25,25,75,0,0,0,25,100
diego__diego_381,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,381,diego_381,18-25,Female,Italy,IT,1_5,FALSE,NA,18-25,Female,Italy,Secondary or high school diploma,Self-employed,None,"20,000 - 49,999 euros per year",4,2,2,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,2,2,3,3,4,4,3,2,4,2,5,75,25,25,75,75,50,75,75,75,75,50,75,75,75,75,75,75,75,75,75,50,25,25,50,50,75,75,50,25,75,25,100
diego__diego_382,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,382,diego_382,18-25,Female,Italy,IT,1_5,FALSE,NA,18-25,Female,Italy,Undergraduate (Bachelor's) degree,Paid employee (private sector),None,"20,000 - 49,999 euros per year",3,4,4,4,3,4,3,5,3,4,5,3,4,4,5,5,4,3,3,3,4,3,4,4,3,4,3,4,2,2,3,3,50,75,75,75,50,75,50,100,50,75,100,50,75,75,100,100,75,50,50,50,75,50,75,75,50,75,50,75,25,25,50,50
diego__diego_383,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,383,diego_383,18-25,Female,Greece,GR,1_5,FALSE,NA,18-25,Female,Greece,Undergraduate (Bachelor's) degree,Paid employee (public sector),None,"20,000 - 49,999 euros per year",3,4,2,3,2,3,4,3,4,3,2,3,3,3,4,4,3,3,2,2,4,3,2,4,3,2,4,3,3,2,2,4,50,75,25,50,25,50,75,50,75,50,25,50,50,50,75,75,50,50,25,25,75,50,25,75,50,25,75,50,50,25,25,75
diego__diego_384,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,384,diego_384,26-39,Male,Spain,ES,1_5,FALSE,NA,26-39,Male,Spain,Secondary or high school diploma,Paid employee (public sector),None,"20,000 - 49,999 euros per year",4,4,3,3,4,4,3,4,4,4,4,4,4,4,5,5,4,4,4,4,3,1,3,2,2,2,2,2,2,2,2,4,75,75,50,50,75,75,50,75,75,75,75,75,75,75,100,100,75,75,75,75,50,0,50,25,25,25,25,25,25,25,25,75
diego__diego_385,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,385,diego_385,18-25,Male,Greece,GR,1_5,FALSE,NA,18-25,Male,Greece,Secondary or high school diploma,Student,None,"Less than 20,000 euros per year",2,3,2,4,2,2,2,5,4,3,5,3,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,2,2,2,2,4,25,50,25,75,25,25,25,100,75,50,100,50,75,75,75,75,75,50,75,75,75,50,50,50,50,50,50,25,25,25,25,75
diego__diego_386,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,386,diego_386,40-59,Female,Greece,GR,1_5,FALSE,NA,40-59,Female,Greece,Master's degree,Paid employee (public sector),None,"20,000 - 49,999 euros per year",4,4,4,4,3,4,3,3,4,3,4,3,4,4,3,4,4,4,2,2,3,2,3,3,3,3,2,2,2,2,2,4,75,75,75,75,50,75,50,50,75,50,75,50,75,75,50,75,75,75,25,25,50,25,50,50,50,50,25,25,25,25,25,75
diego__diego_387,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,387,diego_387,18-25,Female,Spain,ES,1_5,FALSE,NA,18-25,Female,Spain,Undergraduate (Bachelor's) degree,Student,None,"50,000 - 100,000 euros per year",3,2,2,3,1,3,3,4,4,4,4,3,3,3,4,4,4,3,4,3,2,1,1,1,1,4,2,1,1,1,1,4,50,25,25,50,0,50,50,75,75,75,75,50,50,50,75,75,75,50,75,50,25,0,0,0,0,75,25,0,0,0,0,75
diego__diego_388,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,388,diego_388,40-59,Male,Italy,IT,1_5,FALSE,NA,40-59,Male,Italy,Master's degree,Paid employee (private sector),1,"20,000 - 49,999 euros per year",3,2,4,4,3,3,5,4,3,3,3,4,4,5,4,5,5,4,4,4,3,4,4,4,4,4,3,3,2,1,3,4,50,25,75,75,50,50,100,75,50,50,50,75,75,100,75,100,100,75,75,75,50,75,75,75,75,75,50,50,25,0,50,75
diego__diego_389,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,389,diego_389,18-25,Male,Italy,IT,1_5,FALSE,NA,18-25,Male,Italy,Undergraduate (Bachelor's) degree,Student,None,"20,000 - 49,999 euros per year",2,2,2,4,2,4,2,5,3,4,4,3,2,2,3,4,4,3,4,2,3,2,2,2,2,4,3,2,2,2,2,5,25,25,25,75,25,75,25,100,50,75,75,50,25,25,50,75,75,50,75,25,50,25,25,25,25,75,50,25,25,25,25,100
diego__diego_390,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,390,diego_390,18-25,Male,Spain,ES,1_5,FALSE,NA,18-25,Male,Spain,Secondary or high school diploma,Student,None,"20,000 - 49,999 euros per year",2,3,4,4,2,3,4,4,4,4,4,3,4,4,4,3,4,4,5,4,4,2,3,3,3,4,2,2,2,4,3,4,25,50,75,75,25,50,75,75,75,75,75,50,75,75,75,50,75,75,100,75,75,25,50,50,50,75,25,25,25,75,50,75
diego__diego_391,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,391,diego_391,40-59,Male,Spain,ES,1_5,FALSE,NA,40-59,Male,Spain,Master's degree,Paid employee (private sector),2,"50,000 - 100,000 euros per year",2,1,1,3,1,4,4,5,3,4,5,5,2,3,5,5,5,4,3,3,4,4,1,1,3,5,4,1,1,4,1,4,25,0,0,50,0,75,75,100,50,75,100,100,25,50,100,100,100,75,50,50,75,75,0,0,50,100,75,0,0,75,0,75
diego__diego_392,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,392,diego_392,18-25,Male,Spain,ES,1_5,FALSE,NA,18-25,Male,Spain,Secondary or high school diploma,Not working (unemployed),None,I prefer not to say,1,1,2,5,2,4,2,4,4,2,4,1,3,4,5,5,4,2,3,3,2,2,3,4,4,2,5,4,2,2,4,5,0,0,25,100,25,75,25,75,75,25,75,0,50,75,100,100,75,25,50,50,25,25,50,75,75,25,100,75,25,25,75,100
diego__diego_393,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,393,diego_393,26-39,Female,Italy,IT,1_5,FALSE,NA,26-39,Female,Italy,Master's degree,Paid employee (public sector),None,"20,000 - 49,999 euros per year",3,3,3,4,4,4,4,4,4,2,3,3,3,3,3,3,4,3,2,2,4,3,2,4,2,2,4,3,2,2,3,2,50,50,50,75,75,75,75,75,75,25,50,50,50,50,50,50,75,50,25,25,75,50,25,75,25,25,75,50,25,25,50,25
diego__diego_394,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,394,diego_394,26-39,Female,Spain,ES,1_5,FALSE,NA,26-39,Female,Spain,Master's degree,Paid employee (private sector),1,"20,000 - 49,999 euros per year",2,1,3,1,4,5,4,4,3,4,5,5,3,3,3,4,5,5,3,4,4,3,1,1,4,4,5,2,2,4,4,5,25,0,50,0,75,100,75,75,50,75,100,100,50,50,50,75,100,100,50,75,75,50,0,0,75,75,100,25,25,75,75,100
diego__diego_395,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,395,diego_395,26-39,Female,Italy,IT,1_5,FALSE,NA,26-39,Female,Italy,Master's degree,Paid employee (private sector),None,"Less than 20,000 euros per year",2,2,3,3,2,4,4,5,4,5,4,4,3,5,5,5,5,5,5,5,3,2,4,4,5,3,3,2,2,2,2,5,25,25,50,50,25,75,75,100,75,100,75,75,50,100,100,100,100,100,100,100,50,25,75,75,100,50,50,25,25,25,25,100
diego__diego_396,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,396,diego_396,60 or older,Female,Italy,IT,1_5,FALSE,NA,60 or older,Female,Italy,Undergraduate (Bachelor's) degree,Paid employee (private sector),2,"20,000 - 49,999 euros per year",4,5,4,3,3,5,4,5,3,4,5,4,4,5,4,5,4,3,3,3,3,2,2,2,3,5,5,3,3,3,2,5,75,100,75,50,50,100,75,100,50,75,100,75,75,100,75,100,75,50,50,50,50,25,25,25,50,100,100,50,50,50,25,100
diego__diego_397,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,397,diego_397,18-25,Non-binary,Italy,IT,1_5,FALSE,NA,18-25,Non-binary,Italy,Undergraduate (Bachelor's) degree,Paid employee (public sector),None,"20,000 - 49,999 euros per year",4,2,3,4,2,3,3,3,4,4,4,2,3,3,4,4,4,4,3,3,3,3,3,3,2,2,2,3,3,3,3,4,75,25,50,75,25,50,50,50,75,75,75,25,50,50,75,75,75,75,50,50,50,50,50,50,25,25,25,50,50,50,50,75
diego__diego_398,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,398,diego_398,18-25,Female,Italy,IT,1_5,FALSE,NA,18-25,Female,Italy,Undergraduate (Bachelor's) degree,Student,None,I prefer not to say,5,5,2,4,2,4,4,4,3,4,4,4,4,4,3,1,4,4,1,2,2,1,1,1,1,4,2,1,1,1,1,3,100,100,25,75,25,75,75,75,50,75,75,75,75,75,50,0,75,75,0,25,25,0,0,0,0,75,25,0,0,0,0,50
diego__diego_399,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,399,diego_399,26-39,Male,Italy,IT,1_5,FALSE,NA,26-39,Male,Italy,Secondary or high school diploma,Student,None,"20,000 - 49,999 euros per year",3,3,2,3,1,3,1,4,1,1,4,3,2,4,4,3,4,1,2,2,3,1,1,1,1,4,2,1,1,1,1,2,50,50,25,50,0,50,0,75,0,0,75,50,25,75,75,50,75,0,25,25,50,0,0,0,0,75,25,0,0,0,0,25
diego__diego_400,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,400,diego_400,18-25,Female,Italy,IT,1_5,FALSE,NA,18-25,Female,Italy,Undergraduate (Bachelor's) degree,Self-employed,None,I prefer not to say,1,1,2,2,1,4,4,4,3,5,4,4,4,4,3,4,5,5,4,4,4,2,2,2,2,5,2,4,3,4,4,4,0,0,25,25,0,75,75,75,50,100,75,75,75,75,50,75,100,100,75,75,75,25,25,25,25,100,25,75,50,75,75,75
diego__diego_401,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,401,diego_401,40-59,Male,Italy,IT,1_5,FALSE,NA,40-59,Male,Italy,Master's degree,Self-employed,1,"Less than 20,000 euros per year",3,2,3,4,3,5,4,4,4,4,4,3,3,4,4,5,4,3,4,3,4,3,3,3,3,3,2,4,3,2,2,5,50,25,50,75,50,100,75,75,75,75,75,50,50,75,75,100,75,50,75,50,75,50,50,50,50,50,25,75,50,25,25,100
diego__diego_402,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,402,diego_402,18-25,Male,Greece,GR,1_5,FALSE,NA,18-25,Male,Greece,Undergraduate (Bachelor's) degree,Paid employee (private sector),None,"20,000 - 49,999 euros per year",2,3,4,4,1,2,4,4,3,1,5,4,4,4,3,4,4,4,3,3,5,2,4,4,2,4,4,4,1,4,4,3,25,50,75,75,0,25,75,75,50,0,100,75,75,75,50,75,75,75,50,50,100,25,75,75,25,75,75,75,0,75,75,50
diego__diego_403,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,403,diego_403,18-25,Female,Italy,IT,1_5,FALSE,NA,18-25,Female,Italy,Undergraduate (Bachelor's) degree,Student,None,"20,000 - 49,999 euros per year",1,2,2,1,1,5,3,4,5,3,4,4,3,4,4,4,5,3,4,4,1,2,3,4,2,4,3,1,1,4,3,5,0,25,25,0,0,100,50,75,100,50,75,75,50,75,75,75,100,50,75,75,0,25,50,75,25,75,50,0,0,75,50,100
