n_participants,model_type,model_label,term,term_label,tipo_termino,n_boot_with_term,n_significant,mean_estimate,sd_estimate,mean_p_value,median_p_value,n_ok_models,significance_rate,conditional_significance_rate,term_presence_rate
200,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G5_Uninterested:z_FINANCIAL,Arquetipo: G5 Uninterested x Dimensión: Seguridad financiera,Interacción,5,0,0.006365389591191493,0.06366671629700169,0.6124722600959294,0.574343676571231,5,0,0,1
200,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G5_Uninterested:z_MEANING,Arquetipo: G5 Uninterested x Dimensión: Significado,Interacción,5,0,-0.047881917927778066,0.06620261012921438,0.6364952325670943,0.8329853439879591,5,0,0,1
300,M0,M0: solo arquetipo,Knowledge|Considering,Knowledge|Considering,Umbral de etapa,3,3,-1.3079453745503644,0.11674892365403529,1.1014885787807123e-15,5.059386528137283e-19,5,0.6,1,0.6
300,M0,M0: solo arquetipo,macro_archetype_5G5_Uninterested,Arquetipo: G5 Uninterested,Arquetipo,3,3,-1.882792267877013,0.17138200687421037,2.0026686672215094e-10,1.963670635946423e-12,5,0.6,1,0.6
300,M0,M0: solo arquetipo,macro_archetype_5G3_Fearful_Careful,Arquetipo: G3 Fearful Careful,Arquetipo,3,3,-1.1523662667256582,0.25477923159598975,2.3502600652783923e-6,2.498090050627528e-10,5,0.6,1,0.6
300,M0,M0: solo arquetipo,Considering|Done,Considering|Done,Umbral de etapa,3,3,0.6118557548811838,0.04354652806213204,3.605623826329994e-5,1.3265822557058134e-5,5,0.6,1,0.6
300,M0,M0: solo arquetipo,macro_archetype_5G2_EarlyAdopter_Influencer,Arquetipo: G2 EarlyAdopter Influencer,Arquetipo,3,3,0.5619267075112692,0.12045299372769075,0.004282523011637158,0.004510281995055348,5,0.6,1,0.6
300,M0,M0: solo arquetipo,macro_archetype_5G4_HomoEconomicus,Arquetipo: G4 HomoEconomicus,Arquetipo,3,1,-0.4407610759699338,0.06791375982273297,0.08322176238336947,0.08306512223144791,5,0.2,0.3333333333333333,0.6
300,M1,M1: arquetipo + dimensiones,z_AUTONOMY,Dimensión: Autonomía,Dimensión,3,3,0.20315862702831974,0.01058669687444478,7.195644049126513e-42,2.2094178783631304e-45,5,0.6,1,0.6
300,M1,M1: arquetipo + dimensiones,macro_archetype_5G3_Fearful_Careful,Arquetipo: G3 Fearful Careful,Arquetipo,3,3,5.843222021318251,0.3664851929928145,1.1150377594955919e-27,9.07450227599253e-28,5,0.6,1,0.6
300,M1,M1: arquetipo + dimensiones,z_SECURITY,Dimensión: Seguridad,Dimensión,3,3,-0.13971211816572476,0.004059990383635543,4.2642795509793715e-23,7.678063746409171e-24,5,0.6,1,0.6
300,M1,M1: arquetipo + dimensiones,macro_archetype_5G4_HomoEconomicus,Arquetipo: G4 HomoEconomicus,Arquetipo,3,3,5.884297612817617,0.33439001716906885,3.6341422678124344e-20,1.6370707650966102e-21,5,0.6,1,0.6
300,M1,M1: arquetipo + dimensiones,macro_archetype_5G5_Uninterested,Arquetipo: G5 Uninterested,Arquetipo,3,3,3.94251411882397,0.382347592207425,1.3400464526477931e-12,1.9822405631233787e-14,5,0.6,1,0.6
300,M1,M1: arquetipo + dimensiones,z_MEANING,Dimensión: Significado,Dimensión,3,3,0.08569734096905653,0.0069892985522864055,6.223130410322025e-11,1.3892567814515411e-12,5,0.6,1,0.6
300,M1,M1: arquetipo + dimensiones,z_PHYSIOLOGICAL,Dimensión: Materialidad,Dimensión,3,3,-0.05947376132510197,0.0111287632220381,7.048380525479924e-10,1.4865277192942483e-12,5,0.6,1,0.6
300,M1,M1: arquetipo + dimensiones,Considering|Done,Considering|Done,Umbral de etapa,3,3,7.390885876984899,0.9284375115998883,9.307689695505021e-9,4.229209635980981e-10,5,0.6,1,0.6
300,M1,M1: arquetipo + dimensiones,macro_archetype_5G2_EarlyAdopter_Influencer,Arquetipo: G2 EarlyAdopter Influencer,Arquetipo,3,3,1.7908933955919661,0.3700667329134658,7.972327123655701e-7,4.961479890072708e-11,5,0.6,1,0.6
300,M1,M1: arquetipo + dimensiones,Knowledge|Considering,Knowledge|Considering,Umbral de etapa,3,3,3.575315510767819,0.9398673265254741,0.00500537829710845,0.0018243330881836388,5,0.6,1,0.6
300,M1,M1: arquetipo + dimensiones,z_COMPETENCE,Dimensión: Competencia,Dimensión,3,3,-0.03403163737683249,0.009095364411203065,0.011145222298514766,0.0032981097511839887,5,0.6,1,0.6
300,M1,M1: arquetipo + dimensiones,z_STIMULATION,Dimensión: Estímulo,Dimensión,3,2,0.0246833678524746,0.005972981583214478,0.04004616646792383,0.0443986437623308,5,0.4,0.6666666666666666,0.6
300,M1,M1: arquetipo + dimensiones,z_POPULARITY,Dimensión: Popularidad,Dimensión,3,1,0.011723194519395023,0.014119309050369889,0.45538771571824344,0.3878665651956632,5,0.2,0.3333333333333333,0.6
300,M1,M1: arquetipo + dimensiones,z_FINANCIAL,Dimensión: Seguridad financiera,Dimensión,3,0,-0.01018421911916185,0.012959110334364457,0.36248489544310525,0.27229609986710657,5,0,0,0.6
300,M1,M1: arquetipo + dimensiones,z_RELATEDNESS,Dimensión: Vinculación,Dimensión,3,0,-0.001611933773702317,0.017037995018978236,0.3861189119237679,0.25931767246017856,5,0,0,0.6
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,z_AUTONOMY,Dimensión: Autonomía,Dimensión,4,4,0.22688559833934946,0.03154961912542985,1.2122798817215268e-12,8.530900403378368e-16,5,0.8,1,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G2_EarlyAdopter_Influencer:z_FINANCIAL,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Seguridad financiera,Interacción,4,4,0.2341959312988144,0.018193517537153196,4.471526949924611e-8,3.208393440370727e-8,5,0.8,1,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G3_Fearful_Careful,Arquetipo: G3 Fearful Careful,Arquetipo,4,4,19.354619834263655,4.574510712800744,5.576084140409707e-6,1.2275139231423046e-6,5,0.8,1,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,Considering|Done,Considering|Done,Umbral de etapa,4,4,15.292433394184506,4.758004052971727,1.4702038075841878e-5,1.6236160134278427e-6,5,0.8,1,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G5_Uninterested:z_PHYSIOLOGICAL,Arquetipo: G5 Uninterested x Dimensión: Materialidad,Interacción,4,4,-0.22391385111229872,0.07805854782721999,2.7108437686739003e-5,1.0931670509581947e-6,5,0.8,1,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,z_SECURITY,Dimensión: Seguridad,Dimensión,4,4,-0.14120013394852338,0.028634221723953423,1.9787079110184603e-4,1.2882812374356097e-5,5,0.8,1,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G3_Fearful_Careful:z_PHYSIOLOGICAL,Arquetipo: G3 Fearful Careful x Dimensión: Materialidad,Interacción,4,4,-0.14768565986631535,0.026763375479205962,2.53916284487637e-4,7.664846014308295e-6,5,0.8,1,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,z_MEANING,Dimensión: Significado,Dimensión,4,4,0.13743056857746905,0.03490891913516142,6.957827667953484e-4,3.4034589814297696e-5,5,0.8,1,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G3_Fearful_Careful:z_MEANING,Arquetipo: G3 Fearful Careful x Dimensión: Significado,Interacción,4,4,-0.1337750757019974,0.01855425460399072,0.006699278849993529,0.002703669541315306,5,0.8,1,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G4_HomoEconomicus,Arquetipo: G4 HomoEconomicus,Arquetipo,4,4,16.742500250907437,6.624567938684023,0.007337439355017646,0.0023783885865994218,5,0.8,1,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,Knowledge|Considering,Knowledge|Considering,Umbral de etapa,4,4,10.046653914924402,4.6432570013976315,0.01080875779319317,0.0014603641080295719,5,0.8,1,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G2_EarlyAdopter_Influencer,Arquetipo: G2 EarlyAdopter Influencer,Arquetipo,4,4,10.802053851253438,3.9333401735818994,0.010925187647608576,0.006909451126672263,5,0.8,1,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G3_Fearful_Careful:z_FINANCIAL,Arquetipo: G3 Fearful Careful x Dimensión: Seguridad financiera,Interacción,4,4,0.11621613795737289,0.02456901429836737,0.015345413094863567,0.007854586406191343,5,0.8,1,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G2_EarlyAdopter_Influencer:z_COMPETENCE,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Competencia,Interacción,4,3,-0.13647000475477325,0.0472205810442837,0.013576087054053759,0.002089836075261818,5,0.6,0.75,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,z_FINANCIAL,Dimensión: Seguridad financiera,Dimensión,4,3,-0.09391311282994741,0.024408341443993575,0.0178246303592832,9.646976050364843e-4,5,0.6,0.75,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G2_EarlyAdopter_Influencer:z_STIMULATION,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Estímulo,Interacción,4,3,-0.09216890636050973,0.03227818536044814,0.061390389615467694,0.0070995758765750846,5,0.6,0.75,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G2_EarlyAdopter_Influencer:z_PHYSIOLOGICAL,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Materialidad,Interacción,4,3,-0.08481607350920699,0.049588492521309445,0.14922605507914458,0.006749815490423503,5,0.6,0.75,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,z_PHYSIOLOGICAL,Dimensión: Materialidad,Dimensión,4,3,0.05540556445241293,0.03496125956581472,0.19492973201255587,0.018328866208973137,5,0.6,0.75,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G5_Uninterested,Arquetipo: G5 Uninterested,Arquetipo,4,3,17.681250230223775,12.248492006503856,0.23074165861341617,3.2701322927379924e-4,5,0.6,0.75,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G3_Fearful_Careful:z_SECURITY,Arquetipo: G3 Fearful Careful x Dimensión: Seguridad,Interacción,4,2,-0.08984182751869098,0.0330454494939137,0.0970587807521325,0.04981398164843973,5,0.4,0.5,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G4_HomoEconomicus:z_MEANING,Arquetipo: G4 HomoEconomicus x Dimensión: Significado,Interacción,4,2,-0.1543857903645625,0.08414007413745643,0.0994345686722771,0.030886216664686474,5,0.4,0.5,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G3_Fearful_Careful:z_POPULARITY,Arquetipo: G3 Fearful Careful x Dimensión: Popularidad,Interacción,4,2,-0.04950904123988221,0.056956468825885495,0.12071630665292322,0.06198489189950772,5,0.4,0.5,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G4_HomoEconomicus:z_STIMULATION,Arquetipo: G4 HomoEconomicus x Dimensión: Estímulo,Interacción,4,2,0.09981458007815329,0.04489469412959049,0.15235340035116468,0.030577123399827898,5,0.4,0.5,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G4_HomoEconomicus:z_FINANCIAL,Arquetipo: G4 HomoEconomicus x Dimensión: Seguridad financiera,Interacción,4,2,-0.09132750043978892,0.040213592629898286,0.17483340078846188,0.12563760288078005,5,0.4,0.5,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,z_POPULARITY,Dimensión: Popularidad,Dimensión,4,2,0.039209599857037924,0.047088375484396046,0.2014721977650057,0.14867770710488667,5,0.4,0.5,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G4_HomoEconomicus:z_SECURITY,Arquetipo: G4 HomoEconomicus x Dimensión: Seguridad,Interacción,4,2,0.07807169650297713,0.06522016721880605,0.3563937164314946,0.21183479853490558,5,0.4,0.5,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G4_HomoEconomicus:z_COMPETENCE,Arquetipo: G4 HomoEconomicus x Dimensión: Competencia,Interacción,4,1,-0.08978630395771076,0.03222900835858862,0.18054521323424677,0.1775361243962607,5,0.2,0.25,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G5_Uninterested:z_MEANING,Arquetipo: G5 Uninterested x Dimensión: Significado,Interacción,4,1,-0.11574683150085052,0.07194248876184181,0.21716273341018333,0.2778812437459201,5,0.2,0.25,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G3_Fearful_Careful:z_STIMULATION,Arquetipo: G3 Fearful Careful x Dimensión: Estímulo,Interacción,4,1,0.0611485777275636,0.036294270227713026,0.24273610960870173,0.2338056772248337,5,0.2,0.25,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G2_EarlyAdopter_Influencer:z_RELATEDNESS,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Vinculación,Interacción,4,1,-0.05674384528937128,0.03159124369880789,0.29148196724190856,0.15452019763592598,5,0.2,0.25,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G5_Uninterested:z_POPULARITY,Arquetipo: G5 Uninterested x Dimensión: Popularidad,Interacción,4,1,0.019186449451822345,0.08122154698571234,0.3107618049216334,0.2082776283645447,5,0.2,0.25,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G4_HomoEconomicus:z_RELATEDNESS,Arquetipo: G4 HomoEconomicus x Dimensión: Vinculación,Interacción,4,1,0.0021644399209292606,0.12426606684207135,0.3524489569428555,0.22037721663089038,5,0.2,0.25,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G5_Uninterested:z_FINANCIAL,Arquetipo: G5 Uninterested x Dimensión: Seguridad financiera,Interacción,4,1,0.0481536219259976,0.10398689821483126,0.37590025978007535,0.33239335250185265,5,0.2,0.25,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G2_EarlyAdopter_Influencer:z_POPULARITY,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Popularidad,Interacción,4,1,-0.04484114798527937,0.05468118279263065,0.38291412691715165,0.3558987131269695,5,0.2,0.25,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G5_Uninterested:z_COMPETENCE,Arquetipo: G5 Uninterested x Dimensión: Competencia,Interacción,4,1,0.012247154968574935,0.14760441706682348,0.3991948825221674,0.32990521099414266,5,0.2,0.25,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,z_RELATEDNESS,Dimensión: Vinculación,Dimensión,4,1,-0.004380447092770363,0.06172247235502092,0.42718346244024763,0.4006480969746698,5,0.2,0.25,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G5_Uninterested:z_AUTONOMY,Arquetipo: G5 Uninterested x Dimensión: Autonomía,Interacción,4,1,-0.04986066815077682,0.08525397721207378,0.5419793775638015,0.5940902036056234,5,0.2,0.25,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G4_HomoEconomicus:z_PHYSIOLOGICAL,Arquetipo: G4 HomoEconomicus x Dimensión: Materialidad,Interacción,4,1,-0.02500371971491644,0.05591436865851318,0.5495791074248775,0.6666642690531737,5,0.2,0.25,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G5_Uninterested:z_RELATEDNESS,Arquetipo: G5 Uninterested x Dimensión: Vinculación,Interacción,4,1,-0.03647340547116919,0.081725586763705907,0.6514570753004861,0.8315288721710656,5,0.2,0.25,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G3_Fearful_Careful:z_COMPETENCE,Arquetipo: G3 Fearful Careful x Dimensión: Competencia,Interacción,4,0,-0.012189029518810207,0.047755173547957566,0.331081469311883,0.23666295036956836,5,0,0,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G2_EarlyAdopter_Influencer:z_MEANING,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Significado,Interacción,4,0,0.019401650258026752,0.036057851724146196,0.35772234965233496,0.38901007290250966,5,0,0,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G3_Fearful_Careful:z_RELATEDNESS,Arquetipo: G3 Fearful Careful x Dimensión: Vinculación,Interacción,4,0,0.022126371835273117,0.05864741507163074,0.36788464795138925,0.37186960480136644,5,0,0,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G5_Uninterested:z_SECURITY,Arquetipo: G5 Uninterested x Dimensión: Seguridad,Interacción,4,0,0.03327488091677701,0.09356514507999715,0.4148555897893356,0.3879558783620856,5,0,0,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,z_COMPETENCE,Dimensión: Competencia,Dimensión,4,0,-0.011985801274834503,0.03376161095985566,0.443423079663753,0.4106373247434576,5,0,0,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G2_EarlyAdopter_Influencer:z_SECURITY,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Seguridad,Interacción,4,0,0.027765842309148962,0.036680034106327836,0.44687813632666484,0.5121253173313077,5,0,0,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,z_STIMULATION,Dimensión: Estímulo,Dimensión,4,0,0.0168304276635296,0.023105115027481662,0.46086005641967703,0.4878068409197047,5,0,0,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G2_EarlyAdopter_Influencer:z_AUTONOMY,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Autonomía,Interacción,4,0,-0.006643065944004017,0.033993600666063085,0.4844429167651977,0.354875349770411,5,0,0,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G5_Uninterested:z_STIMULATION,Arquetipo: G5 Uninterested x Dimensión: Estímulo,Interacción,4,0,-0.005883433657166457,0.06810728281594111,0.5400870309383166,0.5287308775991338,5,0,0,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G3_Fearful_Careful:z_AUTONOMY,Arquetipo: G3 Fearful Careful x Dimensión: Autonomía,Interacción,4,0,-0.012298620897170046,0.027011701308168743,0.5600855219242957,0.4732896659474658,5,0,0,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G4_HomoEconomicus:z_POPULARITY,Arquetipo: G4 HomoEconomicus x Dimensión: Popularidad,Interacción,4,0,0.004786588043029301,0.02539398732735724,0.6675440172122119,0.6967484903821292,5,0,0,0.8
300,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G4_HomoEconomicus:z_AUTONOMY,Arquetipo: G4 HomoEconomicus x Dimensión: Autonomía,Interacción,4,0,-0.008399171847374355,0.025132308220720927,0.6916204250305308,0.7349301485646821,5,0,0,0.8
300,M2_REDUCED,M2 reducido: interacciones teóricas,z_SECURITY,Dimensión: Seguridad,Dimensión,5,5,-0.13519879470861348,0.013762625506399152,1.9745113877055882e-13,2.9928169104664005e-18,5,1,1,1
300,M2_REDUCED,M2 reducido: interacciones teóricas,z_AUTONOMY,Dimensión: Autonomía,Dimensión,5,5,0.22201409767799715,0.030490244117673176,3.8617875203687704e-13,4.3963228834047966e-16,5,1,1,1
300,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G5_Uninterested:z_PHYSIOLOGICAL,Arquetipo: G5 Uninterested x Dimensión: Materialidad,Interacción,5,5,-0.21871175591192105,0.032342479124659436,4.7293139268180573e-7,4.3645331274594714e-11,5,1,1,1
300,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G2_EarlyAdopter_Influencer:z_FINANCIAL,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Seguridad financiera,Interacción,5,5,0.18920329619710405,0.007246466947250399,4.886443910424218e-7,2.3879735337369153e-7,5,1,1,1
300,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G3_Fearful_Careful,Arquetipo: G3 Fearful Careful,Arquetipo,5,5,15.465884308213887,3.2858292317722144,9.207580755793536e-6,4.4326920337288306e-7,5,1,1,1
300,M2_REDUCED,M2 reducido: interacciones teóricas,Considering|Done,Considering|Done,Umbral de etapa,5,5,12.82221579878975,3.24415688674403,9.224530877912175e-6,3.03642932031964e-8,5,1,1,1
300,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G3_Fearful_Careful:z_PHYSIOLOGICAL,Arquetipo: G3 Fearful Careful x Dimensión: Materialidad,Interacción,5,5,-0.17249276797988766,0.035823667306427005,4.107968035025507e-5,7.488504126923062e-9,5,1,1,1
300,M2_REDUCED,M2 reducido: interacciones teóricas,z_MEANING,Dimensión: Significado,Dimensión,5,5,0.16177801938697448,0.032959505287608735,4.5201894192317315e-5,1.4879078764811908e-8,5,1,1,1
300,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G3_Fearful_Careful:z_MEANING,Arquetipo: G3 Fearful Careful x Dimensión: Significado,Interacción,5,5,-0.1680978743940159,0.03146268037315624,0.0012285849176106897,5.305517163368621e-5,5,1,1,1
300,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G4_HomoEconomicus,Arquetipo: G4 HomoEconomicus,Arquetipo,5,5,15.523047411526012,4.144732605842374,0.0020689087324475626,7.311859697369045e-5,5,1,1,1
300,M2_REDUCED,M2 reducido: interacciones teóricas,z_COMPETENCE,Dimensión: Competencia,Dimensión,5,5,-0.042879076116852266,0.006564793392671698,0.004348229191563789,0.0027459827583229657,5,1,1,1
300,M2_REDUCED,M2 reducido: interacciones teóricas,Knowledge|Considering,Knowledge|Considering,Umbral de etapa,5,5,8.023669666918895,3.1768946781529404,0.01309403877066979,1.1143416998377292e-4,5,1,1,1
300,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G5_Uninterested,Arquetipo: G5 Uninterested,Arquetipo,5,4,17.24281319587213,7.104750930761263,0.01558668898141908,1.5711380152705345e-5,5,0.8,0.8,1
300,M2_REDUCED,M2 reducido: interacciones teóricas,z_FINANCIAL,Dimensión: Seguridad financiera,Dimensión,5,4,-0.07142150384911873,0.01791033607624047,0.02939545737647098,0.0052500888923849385,5,0.8,0.8,1
300,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G4_HomoEconomicus:z_STIMULATION,Arquetipo: G4 HomoEconomicus x Dimensión: Estímulo,Interacción,5,4,0.1343234790216864,0.055394608908793705,0.04932216692451999,0.0042279491519617,5,0.8,0.8,1
300,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G4_HomoEconomicus:z_MEANING,Arquetipo: G4 HomoEconomicus x Dimensión: Significado,Interacción,5,4,-0.1702820740837391,0.07157446182797211,0.04953820448631468,0.008511914875361343,5,0.8,0.8,1
300,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G2_EarlyAdopter_Influencer:z_PHYSIOLOGICAL,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Materialidad,Interacción,5,4,-0.10312690711085253,0.04189653897179151,0.06442329764676616,2.955792068660428e-5,5,0.8,0.8,1
300,M2_REDUCED,M2 reducido: interacciones teóricas,z_PHYSIOLOGICAL,Dimensión: Materialidad,Dimensión,5,4,0.0650866961256929,0.03817678282511597,0.1601291389418955,0.002244712726754345,5,0.8,0.8,1
300,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G3_Fearful_Careful:z_STIMULATION,Arquetipo: G3 Fearful Careful x Dimensión: Estímulo,Interacción,5,3,0.10143198698740903,0.042328710749716995,0.03659619796168423,0.010879888356439483,5,0.6,0.6,1
300,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G2_EarlyAdopter_Influencer:z_STIMULATION,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Estímulo,Interacción,5,3,-0.09623140770333832,0.03296268557920763,0.03746403850855779,0.0017854985059966328,5,0.6,0.6,1
300,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G3_Fearful_Careful:z_FINANCIAL,Arquetipo: G3 Fearful Careful x Dimensión: Seguridad financiera,Interacción,5,3,0.07037538694217876,0.027401813842010982,0.13196151502416098,0.03308594408321801,5,0.6,0.6,1
300,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G2_EarlyAdopter_Influencer,Arquetipo: G2 EarlyAdopter Influencer,Arquetipo,5,3,5.289178786440612,2.7913433995270456,0.1680411659637721,0.011046610423924555,5,0.6,0.6,1
300,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G5_Uninterested:z_MEANING,Arquetipo: G5 Uninterested x Dimensión: Significado,Interacción,5,2,-0.1269260039337193,0.07104512744082198,0.15821146189801588,0.10839113989059833,5,0.4,0.4,1
300,M2_REDUCED,M2 reducido: interacciones teóricas,z_RELATEDNESS,Dimensión: Vinculación,Dimensión,5,2,-0.0233400244482931,0.021924439069842733,0.2128995755021202,0.1920549620278872,5,0.4,0.4,1
300,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G4_HomoEconomicus:z_PHYSIOLOGICAL,Arquetipo: G4 HomoEconomicus x Dimensión: Materialidad,Interacción,5,2,-0.048286791602346855,0.05019958795149056,0.4248313495234906,0.34819804138628896,5,0.4,0.4,1
300,M2_REDUCED,M2 reducido: interacciones teóricas,z_POPULARITY,Dimensión: Popularidad,Dimensión,5,2,0.0062173743078641555,0.015364477175881495,0.4369300549489743,0.3648309988937325,5,0.4,0.4,1
300,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G4_HomoEconomicus:z_FINANCIAL,Arquetipo: G4 HomoEconomicus x Dimensión: Seguridad financiera,Interacción,5,1,-0.08038482015725694,0.04050938331518087,0.18279990984631894,0.12986630558018233,5,0.2,0.2,1
300,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G5_Uninterested:z_FINANCIAL,Arquetipo: G5 Uninterested x Dimensión: Seguridad financiera,Interacción,5,1,0.08233332435989625,0.1062621097293704,0.22596944095104887,0.17443915425258436,5,0.2,0.2,1
300,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G5_Uninterested:z_AUTONOMY,Arquetipo: G5 Uninterested x Dimensión: Autonomía,Interacción,5,1,-0.06405556921790467,0.05053632811424852,0.42602175829201483,0.4337507177116105,5,0.2,0.2,1
300,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G5_Uninterested:z_STIMULATION,Arquetipo: G5 Uninterested x Dimensión: Estímulo,Interacción,5,0,0.03584422766867869,0.07286602614726487,0.3351845206730475,0.26085653580078355,5,0,0,1
