"scenario","type","reference","K","D","n_clusters","n_matched","pct_matched","mean_jaccard_exclusive"
"100-9","ext","sins",5,0,5,5,100,35.2380952380952
"100-9","ext","sins",5,2,5,5,100,50.0555555555556
"100-9","ext","sins",5,4,2,2,100,38.8888888888889
"100-9","ext","sins",5,6,2,2,100,38.8888888888889
"100-9","ext","sins",5,8,2,2,100,38.8888888888889
"100-9","ext","sins",5,10,1,1,100,0
"100-9","ext","sins",6,0,6,6,100,35.6150793650794
"100-9","ext","sins",6,2,6,6,100,50.0462962962963
"100-9","ext","sins",6,4,2,2,100,38.8888888888889
"100-9","ext","sins",6,6,2,2,100,38.8888888888889
"100-9","ext","sins",6,8,2,2,100,38.8888888888889
"100-9","ext","sins",6,10,1,1,100,0
"100-9","ext","sins",7,0,7,7,100,40.3628117913832
"100-9","ext","sins",7,2,7,7,100,47.6587301587302
"100-9","ext","sins",7,4,2,2,100,38.8888888888889
"100-9","ext","sins",7,6,2,2,100,38.8888888888889
"100-9","ext","sins",7,8,2,2,100,38.8888888888889
"100-9","ext","sins",7,10,1,1,100,0
"100-9","ext","sins",8,0,8,7,87.5,46.8253968253968
"100-9","ext","sins",8,2,8,7,87.5,49.047619047619
"100-9","ext","sins",8,4,2,2,100,38.8888888888889
"100-9","ext","sins",8,6,2,2,100,38.8888888888889
"100-9","ext","sins",8,8,2,2,100,38.8888888888889
"100-9","ext","sins",8,10,1,1,100,0
"100-9","pos","sins",1,0,1,1,100,71.4285714285714
"100-9","pos","sins",1,2,1,1,100,71.4285714285714
"100-9","pos","sins",1,4,1,1,100,71.4285714285714
"100-9","pos","sins",1,6,1,1,100,71.4285714285714
"100-9","pos","sins",1,8,1,1,100,71.4285714285714
"100-9","pos","sins",1,10,1,1,100,71.4285714285714
"100-9","pos","sins",2,0,2,2,100,74.6031746031746
"100-9","pos","sins",2,2,2,2,100,74.6031746031746
"100-9","pos","sins",2,4,2,2,100,73.2142857142857
"100-9","pos","sins",2,6,2,2,100,77.3809523809524
"100-9","pos","sins",2,8,1,1,100,71.4285714285714
"100-9","pos","sins",2,10,1,1,100,71.4285714285714
"100-9","pos","sins",3,0,3,3,100,76.4021164021164
"100-9","pos","sins",3,2,3,3,100,63.0687830687831
"100-9","pos","sins",3,4,3,3,100,48.8095238095238
"100-9","pos","sins",3,6,2,2,100,77.3809523809524
"100-9","pos","sins",3,8,1,1,100,71.4285714285714
"100-9","pos","sins",3,10,1,1,100,71.4285714285714
"100-9","pos","sins",4,0,4,4,100,78.1349206349206
"100-9","pos","sins",4,2,4,4,100,61.7361111111111
"100-9","pos","sins",4,4,3,3,100,48.8095238095238
"100-9","pos","sins",4,6,2,2,100,77.3809523809524
"100-9","pos","sins",4,8,1,1,100,71.4285714285714
"100-9","pos","sins",4,10,1,1,100,71.4285714285714
"100-9","pos","sins",5,0,5,5,100,73.8888888888889
"100-9","pos","sins",5,2,5,5,100,65.9365079365079
"100-9","pos","sins",5,4,3,3,100,48.8095238095238
"100-9","pos","sins",5,6,2,2,100,77.3809523809524
"100-9","pos","sins",5,8,1,1,100,71.4285714285714
"100-9","pos","sins",5,10,1,1,100,71.4285714285714
"100-9","pos","sins",6,0,6,6,100,69.2460317460317
"100-9","pos","sins",6,2,6,6,100,63.2804232804233
"100-9","pos","sins",6,4,3,3,100,48.8095238095238
"100-9","pos","sins",6,6,2,2,100,77.3809523809524
"100-9","pos","sins",6,8,1,1,100,71.4285714285714
"100-9","pos","sins",6,10,1,1,100,71.4285714285714
"100-9","pos","sins",7,0,7,7,100,65.4308390022676
"100-9","pos","sins",7,2,7,7,100,56.2301587301587
"100-9","pos","sins",7,4,3,3,100,48.8095238095238
"100-9","pos","sins",7,6,2,2,100,77.3809523809524
"100-9","pos","sins",7,8,1,1,100,71.4285714285714
"100-9","pos","sins",7,10,1,1,100,71.4285714285714
"100-9","pos","sins",8,0,8,7,87.5,67.9818594104308
"100-9","pos","sins",8,2,8,7,87.5,63.718820861678
"100-9","pos","sins",8,4,3,3,100,48.8095238095238
"100-9","pos","sins",8,6,2,2,100,77.3809523809524
"100-9","pos","sins",8,8,1,1,100,71.4285714285714
"100-9","pos","sins",8,10,1,1,100,71.4285714285714
