integrated_row_id,subsample,comparison_region,subsample_row_id,global_participant_key,participant_key,dataset_source,n_source_rows,n_distinct_surveys,source_survey,source_file,prolific_id,identification_code,reference_year_model,year_birth_raw_clean,age_raw_clean,gender_raw_clean,country_raw_clean,country_code_raw_clean,country_birth_raw_clean,nationality_raw_clean,ethnicity_raw_clean,language_raw_clean,student_status_raw_clean,city_size_raw_clean,climate_zone_raw_clean,household_type_raw_clean,tenure_raw_clean,education_raw_clean,employment_raw_clean,num_children_raw_clean,health_raw_clean,income_raw_clean,travel_distance_raw_clean,travel_time_raw_clean,work_from_home_raw_clean,travel_role_raw_clean,vote_raw_clean,political_left_right_raw_clean,self_classification_raw_clean,energy_efficiency_goal_raw_clean,climate_awareness_raw_clean,energy_transition_awareness_raw_clean,renovation_role_raw_clean,household_decision_raw_clean,year_birth_model,age_model,age_model_is_approximate,age_group_model,gender_model,education_model,education_tfm_model,employment_model,student_status_model,city_size_model,tenure_model,tenure_tfm_model,health_condition_model,work_from_home_model,income_model,num_children_model,country_model,country_model_grouped,country_region_model,country_birth_model,nationality_model,ethnicity_model,language_model,climate_zone_model,household_type_model,travel_role_model,renovation_role_model,household_decision_model,vote_status_declared,voted_observed,political_left_right_model,political_block_model,self_classification_model,energy_efficiency_goal_0_100,climate_awareness_0_100,energy_transition_awareness_0_100,travel_distance_model,travel_time_model,year_birth_conflict,age_conflict,gender_conflict,education_conflict,employment_conflict,student_status_conflict,country_conflict,country_birth_conflict,nationality_conflict,ethnicity_conflict,income_conflict,vote_conflict
355,RENOVISOR,EUROPE,355,rv__69249f2bf89992510c44179e,69249f2bf89992510c44179e,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,69249f2bf89992510c44179e,NA,2026,NA,NA,Female.,CZ – Czechia,CZ,NA,NA,NA,NA,NA,Global city: More than 1 000 000 inhabitants.,5: Temperate Climates - Transitional.,Dual Income No Kids: Household composed of two adults without children.,We rent the home (private or social/subsidised rental).,"University degree or above (e.g. bachelor’s, master’s, PhD).",Full time employed.,NA,Νone of the above.,NA,20,120,"Yes, sometimes on an irregular schedule.",Licensed Passenger.,I usually switch my vote depending on the candidate/program or the type of election.,20,I am more likely to invest if it improves my safety or that of my household.,75,100,60,I’ve recently bought a property (or live in a shared building) and I want to plan a major renovation to increase the property’s value and comfort before I settle in.,Decisions are usually made by people outside the household.,NA,NA,FALSE,unknown,female,high,university,employed,unknown,rural_small,rent,Non-homeowner,unknown,yes,unknown,NA,CZ,CZ,eastern_europe,NA,unknown,unknown,unknown,5 temperate climates transitional,dual income no kids household composed of two adults without children,licensed passenger,i ve recently bought a property or live in a shared building and i want to plan a major renovation to increase the property s value and comfort before i settle in,decisions are usually made by people outside the household,uncertain,NA,20,left,fearful,75,100,60,20,120,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
356,RENOVISOR,EUROPE,356,rv__6924c286b55fb5ff7f2ad29b,6924c286b55fb5ff7f2ad29b,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,6924c286b55fb5ff7f2ad29b,NA,2026,2000,NA,Male.,NL – Netherlands,NL,NA,NA,NA,NA,NA,Medium city: 250 000 to 500 000 inhabitants.,4: Temperate Climates - Maritime.,Poly-nuclear household: Household composed of several non family-related people sharing a dwelling.,"I live in institutional housing (e.g., student residence, nursing home, or staff housing).","Secondary Education (e.g. high school, secondary school).",Student.,NA,Νone of the above.,NA,4,30,"Yes, sometimes on an irregular schedule.",Solo Driver.,"I usually do not vote, vote blank or cast a null vote.",50,I am more likely to invest if it maximizes my comfort or well-being and that of my household.,70,93,39,"I want a healthier, more comfortable home with lower bills, but since I rent, I need help knowing what I can actually do and how to get my landlord on board.",I usually take the lead in decision-making.,2000,26,TRUE,18_39,male,medium,non_university,student,unknown,rural_small,other,Non-homeowner,unknown,yes,unknown,NA,NL,NL,western_europe,NA,unknown,unknown,unknown,4 temperate climates maritime,poly nuclear household household composed of several non family related people sharing a dwelling,solo driver,i want a healthier more comfortable home with lower bills but since i rent i need help knowing what i can actually do and how to get my landlord on board,i usually take the lead in decision making,abstainer,0,50,centre,careful,70,93,39,4,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
357,RENOVISOR,EUROPE,357,rv__6925a1101138104391986b37,6925a1101138104391986b37,rv,1,1,concerns2,Content_Export_RV-Concerns_2__166.xlsx,6925a1101138104391986b37,NA,2026,1980,NA,Male.,CZ – Czechia,CZ,NA,NA,NA,NA,NA,Town: 10 000 to 50 000 inhabitants.,5: Temperate Climates - Transitional.,Uni-personal household: Household composed of one individual.,One or more members of the household own the home outright (no mortgage).,NA,NA,NA,Self-care (such as washing or dressing).,NA,50,120,"No, almost never.",Licensed Passenger.,I usually vote for national parties.,60,My main interest is making the most cost-effective decision; I consider myself well informed and usually calculate costs and benefits before deciding.,70,76,61 | Moderately concerned,NA,NA,1980,46,TRUE,40_59,male,unknown,unknown,unknown,unknown,rural_small,owner_without_mortgage,Homeowner without mortgage,other,no,unknown,NA,CZ,CZ,eastern_europe,NA,unknown,unknown,unknown,5 temperate climates transitional,uni personal household household composed of one individual,licensed passenger,unknown,unknown,voter,1,60,centre,homo_economicus,70,76,NA,50,120,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
358,RENOVISOR,EUROPE,358,rv__6926ccce07eaae8d846d2920,6926ccce07eaae8d846d2920,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,6926ccce07eaae8d846d2920,NA,2026,1995,NA,Male.,CZ – Czechia,CZ,NA,NA,NA,NA,NA,Small town: 1 000 to 10 000 inhabitants.,5: Temperate Climates - Transitional.,Large family: Household composed of the parents and an above average number of children.,One or more members of the household own the home with an outstanding mortgage.,"Secondary Education (e.g. high school, secondary school).",Self-employed.,NA,Νone of the above.,NA,20,0,"Yes, most of the time.",Solo Driver.,I usually vote for national parties.,83,I am more likely to invest if it maximizes my comfort or well-being and that of my household.,61,80,29,"I’ve already done the basic upgrades, and now I’m looking for advanced ways to reach peak energy performance and future-proof my home.",All household members participate throughout the entire process.,1995,31,TRUE,18_39,male,medium,non_university,self_employed,unknown,rural_small,owner_with_mortgage,Homeowner with mortgage,unknown,yes,unknown,NA,CZ,CZ,eastern_europe,NA,unknown,unknown,unknown,5 temperate climates transitional,large family household composed of the parents and an above average number of children,solo driver,i ve already done the basic upgrades and now i m looking for advanced ways to reach peak energy performance and future proof my home,all household members participate throughout the entire process,voter,1,83,extreme_right,careful,61,80,29,20,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
359,RENOVISOR,EUROPE,359,rv__692814d34e3c66c560f74c03,692814d34e3c66c560f74c03,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,692814d34e3c66c560f74c03,NA,2026,1992,NA,Female.,NL – Netherlands,NL,NA,NA,NA,NA,NA,Small town: 1 000 to 10 000 inhabitants.,4: Temperate Climates - Maritime.,Traditional family: Household composed of the parents and and one or two children.,One or more members of the household own the home with an outstanding mortgage.,"University degree or above (e.g. bachelor’s, master’s, PhD).",Full time employed.,NA,Νone of the above.,NA,50,30,"Yes, sometimes on a regular schedule.",Solo Driver.,I usually switch my vote depending on the candidate/program or the type of election.,14,My main interest is making the most cost-effective decision; I consider myself well informed and usually calculate costs and benefits before deciding.,70,100,74,I’ve recently bought a property (or live in a shared building) and I want to plan a major renovation to increase the property’s value and comfort before I settle in.,All household members participate throughout the entire process.,1992,34,TRUE,18_39,female,high,university,employed,unknown,rural_small,owner_with_mortgage,Homeowner with mortgage,unknown,yes,unknown,NA,NL,NL,western_europe,NA,unknown,unknown,unknown,4 temperate climates maritime,traditional family household composed of the parents and and one or two children,solo driver,i ve recently bought a property or live in a shared building and i want to plan a major renovation to increase the property s value and comfort before i settle in,all household members participate throughout the entire process,uncertain,NA,14,extreme_left,homo_economicus,70,100,74,50,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
360,RENOVISOR,EUROPE,360,rv__6928a6394052fbe76783ed32,6928a6394052fbe76783ed32,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,6928a6394052fbe76783ed32,NA,2026,1993,NA,Male.,FR – France,FR,NA,NA,NA,NA,NA,Large city: 500 000 to 1 000 000 inhabitants.,4: Temperate Climates - Maritime.,Uni-personal household: Household composed of one individual.,We rent the home (private or social/subsidised rental).,"University degree or above (e.g. bachelor’s, master’s, PhD).",Self-employed.,NA,Νone of the above.,NA,24,120,"Yes, sometimes on a regular schedule.",Non-Driver Companion.,"I usually do not vote, vote blank or cast a null vote.",70,I am more likely to invest if it maximizes my comfort or well-being and that of my household.,90,85,60,"My main goal is to lower my energy bills and stay warm, but I need clear information on grants or low-cost fixes because I don't have extra money to invest right now.",All household members participate throughout the entire process.,1993,33,TRUE,18_39,male,high,university,self_employed,unknown,rural_small,rent,Non-homeowner,unknown,yes,unknown,NA,FR,FR,western_europe,NA,unknown,unknown,unknown,4 temperate climates maritime,uni personal household household composed of one individual,non driver companion,my main goal is to lower my energy bills and stay warm but i need clear information on grants or low cost fixes because i don t have extra money to invest right now,all household members participate throughout the entire process,abstainer,0,70,right,careful,90,85,60,24,120,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
361,RENOVISOR,EUROPE,361,rv__6928a9664e37e185e1546909,6928a9664e37e185e1546909,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,6928a9664e37e185e1546909,NA,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I want to minimise my energy consumption as much as possible to reduce my environmental impact, even if it does not lead to immediate financial savings.",One person (usually me) does the research and then discusses it with the others.,NA,NA,FALSE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,UNKNOWN,unknown,NA,unknown,unknown,unknown,unknown,unknown,unknown,i want to minimise my energy consumption as much as possible to reduce my environmental impact even if it does not lead to immediate financial savings,one person usually me does the research and then discusses it with the others,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
362,RENOVISOR,EUROPE,362,rv__6928b11ff395059c0b046100,6928b11ff395059c0b046100,rv,2,2,decision;energy_crisis,Content_Export_RV-Decision_956.xlsx;Content_Export_RV-Energy_Crisis_157.xlsx,6928b11ff395059c0b046100,NA,2026,1978,NA,Female.,FR – France,FR,NA,NA,NA,EN,NA,Town: 10 000 to 50 000 inhabitants.,4: Temperate Climates - Maritime.,Uni-personal household: Household composed of one individual.,We rent the home (private or social/subsidized rental).,NA,NA,NA,Νone of the above.,NA,0,0,"Yes, most of the time.",Solo Driver.,"I usually do not vote, vote blank or cast a null vote.",50 | Strongly Support,I am more likely to invest if it maximizes my comfort or well-being and that of my household.,70,100,60,"I want a healthier, more comfortable home with lower bills, but since I rent, I need help knowing what I can actually do and how to get my landlord on board.",I live alone.,1978,48,TRUE,40_59,female,unknown,unknown,unknown,unknown,rural_small,rent,Non-homeowner,unknown,yes,unknown,NA,FR,FR,western_europe,NA,unknown,unknown,EN,4 temperate climates maritime,uni personal household household composed of one individual,solo driver,i want a healthier more comfortable home with lower bills but since i rent i need help knowing what i can actually do and how to get my landlord on board,i live alone,abstainer,0,NA,unknown,careful,70,100,60,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
363,RENOVISOR,EUROPE,363,rv__6928b5026c84fcd91c5a7a68,6928b5026c84fcd91c5a7a68,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,6928b5026c84fcd91c5a7a68,NA,2026,1988,NA,Female.,FR – France,FR,NA,NA,NA,NA,NA,Global city: More than 1 000 000 inhabitants.,2: Subtropical Climates - Intermediate.,Single parenthood: Household composed of a parent and its children.,One or more members of the household own the home with an outstanding mortgage.,"University degree or above (e.g. bachelor’s, master’s, PhD).",Full time employed.,NA,Νone of the above.,NA,10,60,"No, almost never.",Non-Driver Companion.,I usually switch my vote depending on the candidate/program or the type of election.,74,I am more likely to invest if it improves my safety or that of my household.,63,100,70,I would like to start a renovation process but it’s almost impossible to mobilise my neighborhood.,I usually take the lead in decision-making.,1988,38,TRUE,18_39,female,high,university,employed,unknown,rural_small,owner_with_mortgage,Homeowner with mortgage,unknown,no,unknown,NA,FR,FR,western_europe,NA,unknown,unknown,unknown,2 subtropical climates intermediate,single parenthood household composed of a parent and its children,non driver companion,i would like to start a renovation process but it s almost impossible to mobilise my neighborhood,i usually take the lead in decision making,uncertain,NA,74,right,fearful,63,100,70,10,60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
364,RENOVISOR,EUROPE,364,rv__6928bfa6303bcc26a6cc8060,6928bfa6303bcc26a6cc8060,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,6928bfa6303bcc26a6cc8060,NA,2026,2004,NA,Male.,IT – Italy,IT,NA,NA,NA,NA,NA,Town: 10 000 to 50 000 inhabitants.,2: Subtropical Climates - Intermediate.,Single parenthood: Household composed of a parent and its children.,We rent the home (private or social/subsidised rental).,"Secondary Education (e.g. high school, secondary school).",Student.,NA,Νone of the above.,NA,30,40,"Yes, most of the time.",Solo Driver.,I usually vote for other options.,13,I am more likely to invest if it helps reduce my environmental impact.,72,100,70,"I want to minimise my energy consumption as much as possible to reduce my environmental impact, even if it does not lead to immediate financial savings.",All household members participate throughout the entire process.,2004,22,TRUE,18_39,male,medium,non_university,student,unknown,rural_small,rent,Non-homeowner,unknown,yes,unknown,NA,IT,IT,southern_europe,NA,unknown,unknown,unknown,2 subtropical climates intermediate,single parenthood household composed of a parent and its children,solo driver,i want to minimise my energy consumption as much as possible to reduce my environmental impact even if it does not lead to immediate financial savings,all household members participate throughout the entire process,voter,1,13,extreme_left,activist,72,100,70,30,40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
365,RENOVISOR,EUROPE,365,rv__6928dd58e9646fd97fa8ffdd,6928dd58e9646fd97fa8ffdd,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,6928dd58e9646fd97fa8ffdd,NA,2026,2006,NA,Male.,IT – Italy,IT,NA,NA,NA,NA,NA,Small city: 50 000 to 250 000 inhabitants.,2: Subtropical Climates - Intermediate.,Single parenthood: Household composed of a parent and its children.,One or more members of the household own the home outright (no mortgage).,"Vocational training (e.g. technical training, professional certificates).",Student.,NA,Sight (even with glasses).,NA,5,5,"Yes, most of the time.",Solo Driver.,I usually switch my vote depending on the candidate/program or the type of election.,77,I am more likely to invest if it helps reduce my environmental impact.,80,100,67,"My main goal is to lower my energy bills and stay warm, but I need clear information on grants or low-cost fixes because I don't have extra money to invest right now.",Other household members usually take the lead.,2006,20,TRUE,18_39,male,medium,non_university,student,unknown,rural_small,owner_without_mortgage,Homeowner without mortgage,other,yes,unknown,NA,IT,IT,southern_europe,NA,unknown,unknown,unknown,2 subtropical climates intermediate,single parenthood household composed of a parent and its children,solo driver,my main goal is to lower my energy bills and stay warm but i need clear information on grants or low cost fixes because i don t have extra money to invest right now,other household members usually take the lead,uncertain,NA,77,right,activist,80,100,67,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
366,RENOVISOR,EUROPE,366,rv__6928df855eb6b13323b07457,6928df855eb6b13323b07457,rv,1,1,concerns2,Content_Export_RV-Concerns_2__166.xlsx,6928df855eb6b13323b07457,NA,2026,2006,NA,Female.,IT – Italy,IT,NA,NA,NA,NA,NA,Large city: 500 000 to 1 000 000 inhabitants.,2: Subtropical Climates - Intermediate.,Uni-personal household: Household composed of one individual.,One or more members of the household own the home outright (no mortgage).,NA,NA,NA,Self-care (such as washing or dressing).,NA,8,90,"Yes, most of the time.",Solo Driver.,I usually switch my vote depending on the candidate/program or the type of election.,27,"I would invest out of ethical or social commitment to environmental protection, regardless of direct personal benefits.",64,77,66 | Moderately concerned,NA,NA,2006,20,TRUE,18_39,female,unknown,unknown,unknown,unknown,rural_small,owner_without_mortgage,Homeowner without mortgage,other,yes,unknown,NA,IT,IT,southern_europe,NA,unknown,unknown,unknown,2 subtropical climates intermediate,uni personal household household composed of one individual,solo driver,unknown,unknown,uncertain,NA,27,left,activist,64,77,NA,8,90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
367,RENOVISOR,EUROPE,367,rv__6929ca088209364a5246d420,6929ca088209364a5246d420,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,6929ca088209364a5246d420,NA,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I want to minimise my energy consumption as much as possible to reduce my environmental impact, even if it does not lead to immediate financial savings.",All household members participate throughout the entire process.,NA,NA,FALSE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,UNKNOWN,unknown,NA,unknown,unknown,unknown,unknown,unknown,unknown,i want to minimise my energy consumption as much as possible to reduce my environmental impact even if it does not lead to immediate financial savings,all household members participate throughout the entire process,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
368,RENOVISOR,EUROPE,368,rv__692f32463631f1423b0dd90f,692f32463631f1423b0dd90f,rv,1,1,concerns2,Content_Export_RV-Concerns_2__166.xlsx,692f32463631f1423b0dd90f,NA,2026,1992,NA,Male.,FR – France,FR,NA,NA,NA,NA,NA,Large city: 500 000 to 1 000 000 inhabitants.,2: Subtropical Climates - Intermediate.,NA,We rent the home (private or social/subsidized rental).,NA,NA,NA,Self-care (such as washing or dressing).,NA,2,60,"Yes, most of the time.",Solo Driver.,I usually vote for national parties.,75,My main interest is making the most cost-effective decision; I consider myself well informed and usually calculate costs and benefits before deciding.,60,70,76,NA,NA,1992,34,TRUE,18_39,male,unknown,unknown,unknown,unknown,rural_small,rent,Non-homeowner,other,yes,unknown,NA,FR,FR,western_europe,NA,unknown,unknown,unknown,2 subtropical climates intermediate,unknown,solo driver,unknown,unknown,voter,1,75,right,homo_economicus,60,70,76,2,60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
369,RENOVISOR,EUROPE,369,rv__69307ef5fe254a61dee79a78,69307ef5fe254a61dee79a78,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,69307ef5fe254a61dee79a78,NA,2026,1990,NA,Female.,CZ – Czechia,CZ,NA,NA,NA,NA,NA,Global city: More than 1 000 000 inhabitants.,5: Temperate Climates - Transitional.,Uni-personal household: Household composed of one individual.,One or more members of the household own the home outright (no mortgage).,"University degree or above (e.g. bachelor’s, master’s, PhD).",Full time employed.,NA,Νone of the above.,NA,3,20,"Yes, most of the time.",Non-Driver Companion.,"I usually do not vote, vote blank or cast a null vote.",25,I am more likely to invest if it improves my safety or that of my household.,20,100,10,"My main goal is to lower my energy bills and stay warm, but I need clear information on grants or low-cost fixes because I don't have extra money to invest right now.",I live alone.,1990,36,TRUE,18_39,female,high,university,employed,unknown,rural_small,owner_without_mortgage,Homeowner without mortgage,unknown,yes,unknown,NA,CZ,CZ,eastern_europe,NA,unknown,unknown,unknown,5 temperate climates transitional,uni personal household household composed of one individual,non driver companion,my main goal is to lower my energy bills and stay warm but i need clear information on grants or low cost fixes because i don t have extra money to invest right now,i live alone,abstainer,0,25,left,fearful,20,100,10,3,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
370,RENOVISOR,EUROPE,370,rv__6930970a33accfb42dd12095,6930970a33accfb42dd12095,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,6930970a33accfb42dd12095,NA,2026,2006,NA,Male.,DE – Germany,DE,NA,NA,NA,NA,NA,Global city: More than 1 000 000 inhabitants.,4: Temperate Climates - Maritime.,Single parenthood: Household composed of a parent and its children.,We rent the home (private or social/subsidised rental).,"Secondary Education (e.g. high school, secondary school).",Student.,NA,Νone of the above.,NA,1,10,"Yes, most of the time.",Non-Driver Companion.,"I usually do not vote, vote blank or cast a null vote.",15,My main interest is making the most cost-effective decision; I consider myself well informed and usually calculate costs and benefits before deciding.,20,86,10,"I’m not interested in the latest 'green' trends; I only want to hear about home upgrades if they are legally required, incredibly easy to do, or will save me money immediately.",One person (usually me) does the research and then discusses it with the others.,2006,20,TRUE,18_39,male,medium,non_university,student,unknown,rural_small,rent,Non-homeowner,unknown,yes,unknown,NA,DE,DE,western_europe,NA,unknown,unknown,unknown,4 temperate climates maritime,single parenthood household composed of a parent and its children,non driver companion,i m not interested in the latest green trends i only want to hear about home upgrades if they are legally required incredibly easy to do or will save me money immediately,one person usually me does the research and then discusses it with the others,abstainer,0,15,extreme_left,homo_economicus,20,86,10,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
371,RENOVISOR,EUROPE,371,rv__6930b63984ac78cb500fff7a,6930b63984ac78cb500fff7a,rv,1,1,energy_crisis,Content_Export_RV-Energy_Crisis_157.xlsx,6930b63984ac78cb500fff7a,NA,2026,1992,NA,Female.,DE – Germany,DE,NA,NA,NA,EN,NA,Small city: 50 000 to 250 000 inhabitants.,5: Temperate Climates - Transitional.,Uni-personal household: Household composed of one individual.,We rent the home (private or social/subsidized rental).,NA,NA,NA,Νone of the above.,NA,7,60,"Yes, most of the time.",Licensed Passenger.,I usually vote for national parties.,32 | Neutral / Undecided,My main interest is making the most cost-effective decision; I consider myself well informed and usually calculate costs and benefits before deciding.,60,89,60,NA,NA,1992,34,TRUE,18_39,female,unknown,unknown,unknown,unknown,rural_small,rent,Non-homeowner,unknown,yes,unknown,NA,DE,DE,western_europe,NA,unknown,unknown,EN,5 temperate climates transitional,uni personal household household composed of one individual,licensed passenger,unknown,unknown,voter,1,NA,unknown,homo_economicus,60,89,60,7,60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372,RENOVISOR,EUROPE,372,rv__6931e88c9a8805f7ebedf918,6931e88c9a8805f7ebedf918,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,6931e88c9a8805f7ebedf918,NA,2026,2001,NA,Male.,PL – Poland,PL,NA,NA,NA,NA,NA,Town: 10 000 to 50 000 inhabitants.,5: Temperate Climates - Transitional.,Оther.,We rent the home (private or social/subsidised rental).,"University degree or above (e.g. bachelor’s, master’s, PhD).",Student.,NA,Νone of the above.,NA,2,60,"Yes, sometimes on an irregular schedule.",Non-Driver Companion.,I usually switch my vote depending on the candidate/program or the type of election.,20,I am more likely to invest if it improves my safety or that of my household.,60,90,55,"My main goal is to lower my energy bills and stay warm, but I need clear information on grants or low-cost fixes because I don't have extra money to invest right now.",All household members participate throughout the entire process.,2001,25,TRUE,18_39,male,high,university,student,unknown,rural_small,rent,Non-homeowner,unknown,yes,unknown,NA,PL,PL,eastern_europe,NA,unknown,unknown,unknown,5 temperate climates transitional,NA,non driver companion,my main goal is to lower my energy bills and stay warm but i need clear information on grants or low cost fixes because i don t have extra money to invest right now,all household members participate throughout the entire process,uncertain,NA,20,left,fearful,60,90,55,2,60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
373,RENOVISOR,EUROPE,373,rv__6931ed09c65872cd441983dd,6931ed09c65872cd441983dd,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,6931ed09c65872cd441983dd,NA,2026,1999,NA,Female.,FR – France,FR,NA,NA,NA,NA,NA,Town: 10 000 to 50 000 inhabitants.,4: Temperate Climates - Maritime.,Ageing family: Household composed of two older adults.,One or more members of the household own the home outright (no mortgage).,"Vocational training (e.g. technical training, professional certificates).",Self-employed.,NA,Νone of the above.,NA,30,45,"Yes, sometimes on a regular schedule.",Solo Driver.,"I usually do not vote, vote blank or cast a null vote.",48,I am more likely to invest if it improves my safety or that of my household.,75,100,69,"My main goal is to lower my energy bills and stay warm, but I need clear information on grants or low-cost fixes because I don't have extra money to invest right now.",All household members participate throughout the entire process.,1999,27,TRUE,18_39,female,medium,non_university,self_employed,unknown,rural_small,owner_without_mortgage,Homeowner without mortgage,unknown,yes,unknown,NA,FR,FR,western_europe,NA,unknown,unknown,unknown,4 temperate climates maritime,ageing family household composed of two older adults,solo driver,my main goal is to lower my energy bills and stay warm but i need clear information on grants or low cost fixes because i don t have extra money to invest right now,all household members participate throughout the entire process,abstainer,0,48,centre,fearful,75,100,69,30,45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
374,RENOVISOR,EUROPE,374,rv__6932ace8d805f23f6a9b7464,6932ace8d805f23f6a9b7464,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,6932ace8d805f23f6a9b7464,NA,2026,1999,NA,Male.,FR – France,FR,NA,NA,NA,NA,NA,Small city: 50 000 to 250 000 inhabitants.,4: Temperate Climates - Maritime.,Traditional family: Household composed of the parents and and one or two children.,One or more members of the household own the home outright (no mortgage).,"University degree or above (e.g. bachelor’s, master’s, PhD).",Self-employed.,NA,Walking or climbing steps.,NA,0,0,"Yes, most of the time.",Non-Driver Companion.,I usually vote for national parties.,20,I am more likely to invest if it helps reduce my environmental impact.,74,100,65,Νone of the above.,Other household members usually take the lead.,1999,27,TRUE,18_39,male,high,university,self_employed,unknown,rural_small,owner_without_mortgage,Homeowner without mortgage,other,yes,unknown,NA,FR,FR,western_europe,NA,unknown,unknown,unknown,4 temperate climates maritime,traditional family household composed of the parents and and one or two children,non driver companion,NA,other household members usually take the lead,voter,1,20,left,activist,74,100,65,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
