row_id,participant_id,decision_id,technology,original_archetype,macro_archetype_5,adoption_stage,response_style_latent,FINANCIAL,SECURITY,COMPETENCE,AUTONOMY,PHYSIOLOGICAL,RELATEDNESS,STIMULATION,POPULARITY,MEANING
813,synthetic_1241,3,electricity_tariff_change,Early_Adopter,G2_EarlyAdopter_Influencer,Done,2.423573661547618,54.68,54.625,64.53999999999999,67.5,39.55,50.24,53.4,70.6,61.55
814,synthetic_1242,1,elevator,Influencer,G2_EarlyAdopter_Influencer,Knowledge,-0.1580781490055563,43.48,49.2,57.68,44.1,53.05,51.9,59.06666666666666,60.7,57.599999999999994
815,synthetic_1242,2,domestic_hot_water_system,Influencer,G2_EarlyAdopter_Influencer,Knowledge,-0.1580781490055563,45.94,48.25,69.06,48.75,36.25,47.26,50.833333333333336,56.95,56.85
816,synthetic_1242,3,cooling_system,Influencer,G2_EarlyAdopter_Influencer,Done,-0.1580781490055563,63.379999999999995,37.125,68.62,47.5,29.5,57.04,58.333333333333336,65,62.5
817,synthetic_1243,1,energy_efficient_appliances,Activist,G1_Activist_Stubborn_Sentient,Considering,-3.7802260111689248,30.48,39.15,67.46,48.724999999999994,51.650000000000006,51.1,36.36666666666667,56.3,65.35
818,synthetic_1243,2,rooftop_solar_pv,Activist,G1_Activist_Stubborn_Sentient,Knowledge,-3.7802260111689248,49.32,59.974999999999994,53.879999999999995,34.375,23.6,48.68,48.53333333333333,40.55,47.05
819,synthetic_1243,3,fossil_fuel_or_biomass_heating_system,Activist,G1_Activist_Stubborn_Sentient,Done,-3.7802260111689248,48.72,47.125,52.72,59.025,31.1,56.6,41.8,45.3,61.05
820,synthetic_1244,1,electric_vehicle,Careful,G3_Fearful_Careful,Knowledge,-6.047938442337871,45.12,72.125,55.54,36.325,54.2,35.26,27.566666666666666,28.549999999999997,45.349999999999994
821,synthetic_1244,2,balcony_solar_kits,Careful,G3_Fearful_Careful,Knowledge,-6.047938442337871,38.82,65.65,55.28,25.15,56.55,32.24,17.666666666666668,36.65,44.65
822,synthetic_1244,3,domestic_hot_water_system,Careful,G3_Fearful_Careful,Done,-6.047938442337871,56.08,51.75,37.12,39.825,31,37.78,38.1,11.35,38.5
823,synthetic_1245,1,cooling_system,Homo_Economicus,G4_HomoEconomicus,Considering,2.2371886519144097,62.42,75.675,67.94,48.425,37.2,42.4,43.266666666666666,48.9,28.25
824,synthetic_1245,2,elevator,Homo_Economicus,G4_HomoEconomicus,Considering,2.2371886519144097,71.76,75.55,76.22,45.6,45.45,47.72,41.03333333333333,55.849999999999994,43.349999999999994
825,synthetic_1245,3,electric_vehicle,Homo_Economicus,G4_HomoEconomicus,Considering,2.2371886519144097,54.32,72.825,66.1,46.375,38.900000000000006,37.72,39.66666666666667,53.849999999999994,33.05
826,synthetic_1246,1,energy_community,Influencer,G2_EarlyAdopter_Influencer,Done,-4.1758538014995095,50.32,50.725,55.24,50.05,52.2,48.54,64.8,46.75,62.15
827,synthetic_1246,2,fossil_fuel_or_biomass_heating_system,Influencer,G2_EarlyAdopter_Influencer,Considering,-4.1758538014995095,49.519999999999996,46.325,66.58,48.775,28.35,55.52,43.2,58.6,45.05
828,synthetic_1246,3,electricity_tariff_change,Influencer,G2_EarlyAdopter_Influencer,Done,-4.1758538014995095,53.98,37.925000000000004,68.82,56.05,23.35,35.74,65.26666666666667,49.7,71.85
829,synthetic_1247,1,domestic_hot_water_system,Fearful,G3_Fearful_Careful,Knowledge,1.9880482897511536,53.2,74.05,61.86,31.474999999999998,56.1,55.26,48.56666666666666,50.55,49.85
830,synthetic_1247,2,elevator,Fearful,G3_Fearful_Careful,Done,1.9880482897511536,45.839999999999996,60.25,56.68,48.5,32.15,55.46,36.666666666666664,45.3,47.9
831,synthetic_1247,3,balcony_solar_kits,Fearful,G3_Fearful_Careful,Knowledge,1.9880482897511536,56.26,80.75,54.059999999999995,41,56.650000000000006,51.56,41.4,54.7,42.8
832,synthetic_1248,1,elevator,Early_Adopter,G2_EarlyAdopter_Influencer,Done,0.2922836623255644,58.6,43.55,65.1,73.525,39.45,60.739999999999995,56.666666666666664,59.3,66
833,synthetic_1248,2,micro_efficiency_measures,Early_Adopter,G2_EarlyAdopter_Influencer,Knowledge,0.2922836623255644,50.98,50.3,71.56,47.425,44.7,54.26,54.96666666666666,55.95,55.45
834,synthetic_1248,3,electricity_tariff_change,Early_Adopter,G2_EarlyAdopter_Influencer,Done,0.2922836623255644,57.72,51.85,64.2,58.725,48.95,56.940000000000005,42.66666666666667,63.95,52.9
835,synthetic_1249,1,energy_storage_systems,Early_Adopter,G2_EarlyAdopter_Influencer,Done,2.887084059772491,43.42,54.175000000000004,63.98,65.2,61.3,61.56,57.833333333333336,69.15,57.65
836,synthetic_1249,2,energy_efficient_appliances,Early_Adopter,G2_EarlyAdopter_Influencer,Done,2.887084059772491,55.72,51.55,57.5,74.05,43,55.18,48.86666666666667,69.5,55
837,synthetic_1249,3,energy_community,Early_Adopter,G2_EarlyAdopter_Influencer,Done,2.887084059772491,59.32,53.3,68.92,57.7,39.05,72.32,56.166666666666664,68.65,60.55
838,synthetic_125,1,energy_storage_systems,Careful,G3_Fearful_Careful,Considering,1.9785251905153585,51.080000000000005,61.125,68.36,36.4,57.95,55.74,46.46666666666667,43.75,42.3
839,synthetic_125,2,fossil_fuel_or_biomass_heating_system,Careful,G3_Fearful_Careful,Knowledge,1.9785251905153585,56.44,72.05,63.08,40.4,61.849999999999994,53.62,37.6,39.05,51.85
840,synthetic_125,3,rooftop_solar_pv,Careful,G3_Fearful_Careful,Knowledge,1.9785251905153585,52.14,75.85,60.98,47.625,49.550000000000004,45.08,25.96666666666667,40.099999999999994,54.1
841,synthetic_1250,1,elevator,Homo_Economicus,G4_HomoEconomicus,Considering,4.376686004198752,58.08,79.1,66.34,44.8,50.8,44.019999999999996,57.166666666666664,44,33.8
842,synthetic_1250,2,smart_home_devices,Homo_Economicus,G4_HomoEconomicus,Considering,4.376686004198752,56.96,80.875,74.4,45.6,39.849999999999994,52.3,52.86666666666667,68.15,43.95
843,synthetic_1250,3,electricity_tariff_change,Homo_Economicus,G4_HomoEconomicus,Considering,4.376686004198752,64.42,84.625,70.82000000000001,61.85,27.55,52.22,49.36666666666667,41.25,39.35
844,synthetic_1251,1,energy_storage_systems,Stubborn,G1_Activist_Stubborn_Sentient,Done,-5.693177557990434,38.04,46.95,46.46,50.6,38.3,51.92,58.266666666666666,24.549999999999997,65.9
845,synthetic_1251,2,heat_recovery_mechanical_ventilation,Stubborn,G1_Activist_Stubborn_Sentient,Done,-5.693177557990434,25.04,58.199999999999996,54.92,63.525,39.65,48.34,60.6,40.8,62.15
846,synthetic_1251,3,electric_vehicle,Stubborn,G1_Activist_Stubborn_Sentient,Considering,-5.693177557990434,39.54,30.925,66.8,41.85,41,39.34,27.433333333333334,48,52.25
847,synthetic_1252,1,elevator,Fearful,G3_Fearful_Careful,Knowledge,4.089214630177934,54.94,86.375,61.94,41.25,50.3,49.16,46.4,49.3,46.85
848,synthetic_1252,2,energy_efficient_appliances,Fearful,G3_Fearful_Careful,Considering,4.089214630177934,60.32,68.15,81.1,42.675000000000004,48.3,55.74,46.63333333333333,47.15,46.4
849,synthetic_1252,3,envelope_renovation,Fearful,G3_Fearful_Careful,Knowledge,4.089214630177934,63.78,85.25,60.8,47.55,52.95,57.12,37.86666666666667,57.55,56.9
850,synthetic_1253,1,heat_recovery_mechanical_ventilation,Fearful,G3_Fearful_Careful,Knowledge,2.751260315683715,57.22,83.325,64.17999999999999,35.65,59.7,44.92,33.4,37.45,46.95
851,synthetic_1253,2,smart_home_devices,Fearful,G3_Fearful_Careful,Knowledge,2.751260315683715,64.46,92.75,70.28,39.15,50.949999999999996,49.4,25.933333333333334,53.6,55.75
852,synthetic_1253,3,electricity_tariff_change,Fearful,G3_Fearful_Careful,Knowledge,2.751260315683715,64.38,84.075,59.58,43.75,55.95,50.12,29.466666666666665,34.4,49.099999999999994
853,synthetic_1254,1,balcony_solar_kits,Early_Adopter,G2_EarlyAdopter_Influencer,Knowledge,-1.2298195586437093,41.1,60.55,67.82,43,32.55,53.86,50.233333333333334,49.75,44.85
854,synthetic_1254,2,micro_efficiency_measures,Early_Adopter,G2_EarlyAdopter_Influencer,Done,-1.2298195586437093,48.34,47.225,65.14,62.300000000000004,39.95,51.5,37.43333333333333,67.45,48.85
855,synthetic_1254,3,heat_pump_heating_system,Early_Adopter,G2_EarlyAdopter_Influencer,Considering,-1.2298195586437093,57.82,45.925,63.74,52.05,43.599999999999994,55.86,65.3,44.7,57.150000000000006
856,synthetic_1255,1,energy_efficient_appliances,Early_Adopter,G2_EarlyAdopter_Influencer,Knowledge,-0.07899622228148531,51.84,60.65,63.980000000000004,37.2,49,49.1,60.766666666666666,72,48
857,synthetic_1255,2,heat_pump_heating_system,Early_Adopter,G2_EarlyAdopter_Influencer,Considering,-0.07899622228148531,52.76,55.675,66.24000000000001,46.975,38.650000000000006,54.56,48.86666666666667,68.6,53.849999999999994
858,synthetic_1255,3,heat_recovery_mechanical_ventilation,Early_Adopter,G2_EarlyAdopter_Influencer,Done,-0.07899622228148531,54.4,51.4,66.62,65.8,39.95,56.54,46.233333333333334,58.699999999999996,49.650000000000006
859,synthetic_1256,1,micro_efficiency_measures,Stubborn,G1_Activist_Stubborn_Sentient,Knowledge,1.953593542806543,40.660000000000004,55.525,50.86,44.525,43.8,50.16,47.4,58.4,43.35
860,synthetic_1256,2,balcony_solar_kits,Stubborn,G1_Activist_Stubborn_Sentient,Considering,1.953593542806543,59.24,46.675,68.16,50.975,45.55,53.26,55.733333333333334,45.15,55.9
861,synthetic_1256,3,heat_pump_heating_system,Stubborn,G1_Activist_Stubborn_Sentient,Considering,1.953593542806543,47.14,52.125,73.98,47.05,48.7,58.32,41.96666666666667,59.8,70.8
862,synthetic_1257,1,energy_community,Early_Adopter,G2_EarlyAdopter_Influencer,Considering,2.6420032414163352,67.78,51.675,70.48,53.575,54.3,60.5,53.5,62.8,61.900000000000006
863,synthetic_1257,2,elevator,Early_Adopter,G2_EarlyAdopter_Influencer,Done,2.6420032414163352,67.42,48.35,65.26,64.525,46.099999999999994,57.5,49.333333333333336,56.9,53.65
864,synthetic_1257,3,rooftop_solar_pv,Early_Adopter,G2_EarlyAdopter_Influencer,Considering,2.6420032414163352,63.019999999999996,52.35,55.04,56.45,40.75,50.32,44.03333333333333,48.2,51.15
865,synthetic_1258,1,rooftop_solar_pv,Influencer,G2_EarlyAdopter_Influencer,Considering,-6.856173309258109,33.68,58.35,46.22,40.2,30.5,53.940000000000005,40.833333333333336,50.95,45.75
866,synthetic_1258,2,fossil_fuel_or_biomass_heating_system,Influencer,G2_EarlyAdopter_Influencer,Done,-6.856173309258109,51.120000000000005,55.825,53.76,38.2,31.45,45.64,53.46666666666667,49.85,59.95
867,synthetic_1258,3,heat_recovery_mechanical_ventilation,Influencer,G2_EarlyAdopter_Influencer,Knowledge,-6.856173309258109,50.7,39.75,60.440000000000005,39.425,21.65,44.5,46.1,41.7,49.099999999999994
868,synthetic_1259,1,cooling_system,Uninterested,G5_Uninterested,Considering,5.835427924429142,52.5,59.625,51.78,39,31.950000000000003,49.28,32.7,60.95,56.8
869,synthetic_1259,2,cooling_system,Uninterested,G5_Uninterested,Knowledge,5.835427924429142,50.54,63.150000000000006,64.58,40.225,87.1,52.24,43.03333333333333,34.2,44.1
870,synthetic_1259,3,domestic_hot_water_system,Uninterested,G5_Uninterested,Considering,5.835427924429142,46.8,59.949999999999996,50.48,47.675,43.55,47.42,35.96666666666667,65.2,47.650000000000006
871,synthetic_126,1,balcony_solar_kits,Uninterested,G5_Uninterested,Considering,1.180637352138532,39.3,58.95,53.96,38.575,40.55,38.2,46.03333333333333,60.6,38.4
872,synthetic_126,2,smart_home_devices,Uninterested,G5_Uninterested,Done,1.180637352138532,52.06,60.95,48.82,40.4,33.9,41.339999999999996,29.066666666666666,46.05,42.35
873,synthetic_126,3,balcony_solar_kits,Uninterested,G5_Uninterested,Considering,1.180637352138532,45.92,63.825,44.480000000000004,37.9,51.9,47.1,43.46666666666667,66.5,45.8
874,synthetic_1260,1,smart_home_devices,Fearful,G3_Fearful_Careful,Considering,-5.63158193345578,50.559999999999995,53.55,71.38,30.150000000000002,51.3,52.839999999999996,42.86666666666667,49,27.4
875,synthetic_1260,2,energy_storage_systems,Fearful,G3_Fearful_Careful,Considering,-5.63158193345578,41.24,62.95,76.84,36.275,20.900000000000002,53.839999999999996,33.93333333333333,28.55,37.9
876,synthetic_1260,3,fossil_fuel_or_biomass_heating_system,Fearful,G3_Fearful_Careful,Knowledge,-5.63158193345578,58.14,72.975,51.42,28.849999999999998,45.9,47.34,33.4,42.7,35.349999999999994
877,synthetic_1261,1,rooftop_solar_pv,Influencer,G2_EarlyAdopter_Influencer,Considering,-8.324656477075619,51.36,45.875,56.44,46.425,50.099999999999994,51.699999999999996,46.5,36.75,36.95
878,synthetic_1261,2,cooling_system,Influencer,G2_EarlyAdopter_Influencer,Done,-8.324656477075619,38.9,41.975,57.02,63.400000000000006,36.95,47.76,43.46666666666667,36.35,65.69999999999999
879,synthetic_1261,3,heat_recovery_mechanical_ventilation,Influencer,G2_EarlyAdopter_Influencer,Done,-8.324656477075619,51.92,33.5,51.42,46.55,34.65,40.8,58.6,52.15,62.8
880,synthetic_1262,1,cooling_system,Activist,G1_Activist_Stubborn_Sentient,Knowledge,3.8169575426012496,41.36,57.7,58.84,50.025,38.25,52.22,50.233333333333334,51.099999999999994,58.949999999999996
881,synthetic_1262,2,heat_recovery_mechanical_ventilation,Activist,G1_Activist_Stubborn_Sentient,Considering,3.8169575426012496,53.4,45.475,77,57.55,54.849999999999994,54.46,54.43333333333333,39.650000000000006,67.75
882,synthetic_1262,3,energy_community,Activist,G1_Activist_Stubborn_Sentient,Knowledge,3.8169575426012496,59.46,54.725,68.88,51.35,45.25,56.28,62.733333333333334,54.7,57.6
883,synthetic_1263,1,energy_efficient_appliances,Early_Adopter,G2_EarlyAdopter_Influencer,Done,-6.046369017812849,60.44,54.4,61.4,66.275,33.95,47.42,31.233333333333334,52.099999999999994,58.65
884,synthetic_1263,2,balcony_solar_kits,Early_Adopter,G2_EarlyAdopter_Influencer,Considering,-6.046369017812849,44.66,46.025,54.8,50.6,25.25,53.32,43.1,53.85,46.75
885,synthetic_1263,3,heat_pump_heating_system,Early_Adopter,G2_EarlyAdopter_Influencer,Considering,-6.046369017812849,52.84,51.325,60.1,31.55,44.65,42.28,55.06666666666666,45.6,48.3
886,synthetic_1264,1,envelope_renovation,Early_Adopter,G2_EarlyAdopter_Influencer,Knowledge,-0.8965725361306661,41.44,57.225,62.839999999999996,50.275,36.349999999999994,45.54,62.86666666666667,65.65,37.650000000000006
887,synthetic_1264,2,heat_recovery_mechanical_ventilation,Early_Adopter,G2_EarlyAdopter_Influencer,Done,-0.8965725361306661,50.6,53.35,53.82,67.2,42.9,57.56,45.06666666666667,62.85,58.25
888,synthetic_1264,3,electric_vehicle,Early_Adopter,G2_EarlyAdopter_Influencer,Done,-0.8965725361306661,58.239999999999995,45.9,66.02,68.05,34.2,51.22,52.9,60.050000000000004,50.35
889,synthetic_1265,1,electricity_tariff_change,Activist,G1_Activist_Stubborn_Sentient,Considering,-5.386115582045673,40.98,49.175,65.12,49.45,37.6,39.54,46.300000000000004,49.7,56
890,synthetic_1265,2,balcony_solar_kits,Activist,G1_Activist_Stubborn_Sentient,Done,-5.386115582045673,34.18,39.9,54.92,60.9,32.9,51.16,38.8,52.45,52.35
891,synthetic_1265,3,energy_storage_systems,Activist,G1_Activist_Stubborn_Sentient,Considering,-5.386115582045673,39.4,43.9,65.67999999999999,58.974999999999994,31.6,45.86,44.699999999999996,40.15,50.8
892,synthetic_1266,1,energy_efficient_appliances,Early_Adopter,G2_EarlyAdopter_Influencer,Done,-7.178337237390755,48.18,57.425,48.22,62.099999999999994,31.35,35.9,47.199999999999996,59.25,56.6
893,synthetic_1266,2,electricity_tariff_change,Early_Adopter,G2_EarlyAdopter_Influencer,Considering,-7.178337237390755,53.72,51.375,67.92,41.825,43.75,41.76,53.233333333333334,39.849999999999994,44.1
894,synthetic_1266,3,smart_home_devices,Early_Adopter,G2_EarlyAdopter_Influencer,Considering,-7.178337237390755,43.480000000000004,42.3,53.7,49.825,45.8,45.36,53.06666666666667,46.400000000000006,44.400000000000006
895,synthetic_1267,1,rooftop_solar_pv,Activist,G1_Activist_Stubborn_Sentient,Done,-1.7684559842019814,39.58,49.324999999999996,55.44,62.7,57.7,47.96,57.8,55.699999999999996,53.6
896,synthetic_1267,2,balcony_solar_kits,Activist,G1_Activist_Stubborn_Sentient,Knowledge,-1.7684559842019814,36.08,58.475,52.72,43.25,31.900000000000002,47.64,54.46666666666667,51.150000000000006,33.35
897,synthetic_1267,3,energy_efficient_appliances,Activist,G1_Activist_Stubborn_Sentient,Considering,-1.7684559842019814,47.58,52.275,62.82,38.45,32.849999999999994,39.08,45.5,46.4,65.3
898,synthetic_1268,1,electricity_tariff_change,Uninterested,G5_Uninterested,Considering,2.588448097995732,50.34,60.475,57.800000000000004,47.125,35.75,51.34,29.433333333333334,74.75,51.9
899,synthetic_1268,2,cooling_system,Uninterested,G5_Uninterested,Knowledge,2.588448097995732,45.46,57.9,54.86,43.8,83.65,49.38,35.86666666666667,48.8,34.65
900,synthetic_1268,3,electricity_tariff_change,Uninterested,G5_Uninterested,Knowledge,2.588448097995732,50.06,60.525,51.34,40.65,80.05000000000001,51.56,39.233333333333334,35.150000000000006,52.15
901,synthetic_1269,1,heat_recovery_mechanical_ventilation,Early_Adopter,G2_EarlyAdopter_Influencer,Done,1.2635975204707448,52.04,42.025,65.46000000000001,62.3,43.15,47.14,52.4,46.15,56.45
902,synthetic_1269,2,balcony_solar_kits,Early_Adopter,G2_EarlyAdopter_Influencer,Knowledge,1.2635975204707448,54.94,54.875,64.76,46.8,59.7,48.82,62.3,72.4,51
903,synthetic_1269,3,envelope_renovation,Early_Adopter,G2_EarlyAdopter_Influencer,Knowledge,1.2635975204707448,48.48,50.95,68.6,41.425,51.05,54.92,60.233333333333334,57.449999999999996,51.55
904,synthetic_127,1,rooftop_solar_pv,Early_Adopter,G2_EarlyAdopter_Influencer,Considering,4.191448983677702,49.019999999999996,54.175,70.3,55.175,50.35,62.940000000000005,53.9,41.45,64.30000000000001
905,synthetic_127,2,energy_efficient_appliances,Early_Adopter,G2_EarlyAdopter_Influencer,Done,4.191448983677702,53.54,56.3,61.32,72.025,51.3,50.980000000000004,49.06666666666667,72.35,57.85
906,synthetic_127,3,envelope_renovation,Early_Adopter,G2_EarlyAdopter_Influencer,Knowledge,4.191448983677702,51.839999999999996,60.2,76.86,45.275,48.45,64.1,69.56666666666666,70.15,56.65
907,synthetic_1270,1,rooftop_solar_pv,Uninterested,G5_Uninterested,Knowledge,-2.569895265276742,37.6,63.650000000000006,50.120000000000005,31.425,56,54.14,26.9,34.5,27.4
908,synthetic_1270,2,elevator,Uninterested,G5_Uninterested,Knowledge,-2.569895265276742,43.98,69.125,42.66,37.475,66.75,48,33.03333333333333,49.3,26.55
909,synthetic_1270,3,elevator,Uninterested,G5_Uninterested,Considering,-2.569895265276742,41.36,55.7,39.44,45.875,33.25,40,39.266666666666666,58.05,30.900000000000002
910,synthetic_1271,1,balcony_solar_kits,Early_Adopter,G2_EarlyAdopter_Influencer,Done,-0.06302818828329246,54.58,49.575,64.46000000000001,56.400000000000006,41.7,59.94,52.96666666666667,59.8,55.099999999999994
911,synthetic_1271,2,domestic_hot_water_system,Early_Adopter,G2_EarlyAdopter_Influencer,Considering,-0.06302818828329246,45.72,48.525,67.34,46.675,46.9,61.019999999999996,56.266666666666666,55.2,43.75
912,synthetic_1271,3,heat_recovery_mechanical_ventilation,Early_Adopter,G2_EarlyAdopter_Influencer,Done,-0.06302818828329246,69.32,54.65,64.72,51.775,32.85,44.24,44.56666666666667,64.25,59.7
913,synthetic_1272,1,fossil_fuel_or_biomass_heating_system,Homo_Economicus,G4_HomoEconomicus,Done,-0.3947805899900293,64.52,49.575,38.06,39.375,42.5,36.38,45.7,55.099999999999994,38
914,synthetic_1272,2,heat_pump_heating_system,Homo_Economicus,G4_HomoEconomicus,Considering,-0.3947805899900293,54.92,69.95,61.199999999999996,52.875,34.55,40.82,42.86666666666667,26.950000000000003,46.7
915,synthetic_1272,3,energy_community,Homo_Economicus,G4_HomoEconomicus,Knowledge,-0.3947805899900293,67.5,65.775,63.800000000000004,42.8,40.349999999999994,41.08,40.13333333333333,42.05,30.8
916,synthetic_1273,1,micro_efficiency_measures,Careful,G3_Fearful_Careful,Knowledge,-0.0940979542457847,65.64,76.425,67.02000000000001,33.475,62.65,42.14,31.433333333333334,43.25,50.150000000000006
917,synthetic_1273,2,domestic_hot_water_system,Careful,G3_Fearful_Careful,Knowledge,-0.0940979542457847,60.88,74.925,62.88,30.900000000000002,41.25,53.42,41.56666666666666,46.95,42.75
918,synthetic_1273,3,energy_efficient_appliances,Careful,G3_Fearful_Careful,Knowledge,-0.0940979542457847,52.32,80.875,63.42,28.775,57.35,45.28,16.266666666666666,57.35,56.2
919,synthetic_1274,1,heat_recovery_mechanical_ventilation,Fearful,G3_Fearful_Careful,Considering,-1.784153180772818,58.78,64.775,63.12,34.45,44.5,51.02,28.099999999999998,39.75,42.4
920,synthetic_1274,2,energy_community,Fearful,G3_Fearful_Careful,Knowledge,-1.784153180772818,49.32,75.55,55.88,29.25,45.25,49.14,25.46666666666667,33.65,40.85
921,synthetic_1274,3,fossil_fuel_or_biomass_heating_system,Fearful,G3_Fearful_Careful,Considering,-1.784153180772818,58.26,57.825,74.68,39.55,44.35,47.7,41.733333333333334,29.700000000000003,45.099999999999994
922,synthetic_1275,1,balcony_solar_kits,Stubborn,G1_Activist_Stubborn_Sentient,Knowledge,1.4437996104413695,48.08,54.925,44.12,41.45,34.7,50.9,47.766666666666666,37.599999999999994,47.05
923,synthetic_1275,2,fossil_fuel_or_biomass_heating_system,Stubborn,G1_Activist_Stubborn_Sentient,Done,1.4437996104413695,40.08,62.825,51.22,76.075,47.4,60.64,57,57.349999999999994,67.4
924,synthetic_1275,3,heat_pump_heating_system,Stubborn,G1_Activist_Stubborn_Sentient,Considering,1.4437996104413695,55,52,67.8,57.35,32.95,47.36,52.96666666666667,42.25,61.1
925,synthetic_1276,1,energy_community,Fearful,G3_Fearful_Careful,Knowledge,-4.330810043965691,64.1,84.6,53.26,27.225,58.7,41.04,30.733333333333334,40.8,55.85
926,synthetic_1276,2,balcony_solar_kits,Fearful,G3_Fearful_Careful,Knowledge,-4.330810043965691,48.660000000000004,78.75,51.26,32.45,55.55,49.16,30.666666666666664,53.25,45.7
927,synthetic_1276,3,energy_storage_systems,Fearful,G3_Fearful_Careful,Knowledge,-4.330810043965691,54.42,72.45,56.04,21.125,53.7,42.5,30.133333333333333,45.85,40.25
928,synthetic_1277,1,cooling_system,Homo_Economicus,G4_HomoEconomicus,Knowledge,1.510069583098258,67.76,73.575,61.74,39.5,49.7,38.5,38.266666666666666,40.849999999999994,41.25
929,synthetic_1277,2,balcony_solar_kits,Homo_Economicus,G4_HomoEconomicus,Considering,1.510069583098258,71.24,72.9,65.7,46.2,52.8,40.160000000000004,40.3,48.05,40.45
930,synthetic_1277,3,domestic_hot_water_system,Homo_Economicus,G4_HomoEconomicus,Knowledge,1.510069583098258,68.54,68.275,60.94,29.225,31.1,48.519999999999996,28.933333333333334,41.7,35
931,synthetic_1278,1,balcony_solar_kits,Activist,G1_Activist_Stubborn_Sentient,Knowledge,-1.3576308179166454,52.46,60.875,53.92,46.525,33.7,47.459999999999994,59.43333333333333,32.75,54
932,synthetic_1278,2,energy_community,Activist,G1_Activist_Stubborn_Sentient,Knowledge,-1.3576308179166454,36.6,51.775,53.68,44.275,34.55,41.28,49.63333333333333,38.349999999999994,52.900000000000006
933,synthetic_1278,3,energy_community,Activist,G1_Activist_Stubborn_Sentient,Done,-1.3576308179166454,44.08,50.1,58.86,73.825,46,46.82,54.766666666666666,51.45,60.599999999999994
934,synthetic_1279,1,rooftop_solar_pv,Influencer,G2_EarlyAdopter_Influencer,Done,-1.3423943681129424,61.5,47.8,61.74,51.65,43.8,56.8,58.266666666666666,52.099999999999994,70.3
935,synthetic_1279,2,balcony_solar_kits,Influencer,G2_EarlyAdopter_Influencer,Knowledge,-1.3423943681129424,51.72,49.125,66.1,53.75,35.95,49.62,49.56666666666667,55.8,44
936,synthetic_1279,3,electricity_tariff_change,Influencer,G2_EarlyAdopter_Influencer,Considering,-1.3423943681129424,47.12,48.9,59.88,48.25,43.35,62.839999999999996,67.9,49.849999999999994,53.25
937,synthetic_128,1,electricity_tariff_change,Early_Adopter,G2_EarlyAdopter_Influencer,Knowledge,-0.9246740345399966,51.4,45.875,67.18,45.525,50.349999999999994,48.7,73.66666666666667,71.94999999999999,38.65
938,synthetic_128,2,electric_vehicle,Early_Adopter,G2_EarlyAdopter_Influencer,Considering,-0.9246740345399966,59.22,43.775,54.14,41.3,36.15,63.74,53.3,59.4,44.9
939,synthetic_128,3,energy_storage_systems,Early_Adopter,G2_EarlyAdopter_Influencer,Considering,-0.9246740345399966,53.660000000000004,50.45,74.48,51.675,48.55,51.74,46.96666666666667,59.1,57.75
940,synthetic_1280,1,energy_efficient_appliances,Careful,G3_Fearful_Careful,Knowledge,2.8232163745351997,62.34,72.025,54.82,41.55,66.2,46.44,18.666666666666668,45.05,38
941,synthetic_1280,2,micro_efficiency_measures,Careful,G3_Fearful_Careful,Considering,2.8232163745351997,55.5,63.525000000000006,76.28,52.95,44.75,50.38,64.8,50.55,46.6
942,synthetic_1280,3,energy_efficient_appliances,Careful,G3_Fearful_Careful,Considering,2.8232163745351997,54.6,67.825,76.54,34.45,45.3,55.08,55.1,48.75,40.45
943,synthetic_1281,1,electricity_tariff_change,Early_Adopter,G2_EarlyAdopter_Influencer,Considering,-1.7102872880725353,63.86,46.6,67.28,49.575,44.25,49.44,53.7,52,45.45
944,synthetic_1281,2,balcony_solar_kits,Early_Adopter,G2_EarlyAdopter_Influencer,Done,-1.7102872880725353,57.16,53.7,63.4,59.175,38.05,53.900000000000006,56.8,79.9,51
945,synthetic_1281,3,cooling_system,Early_Adopter,G2_EarlyAdopter_Influencer,Considering,-1.7102872880725353,50.980000000000004,45.7,52.18,57.125,53.1,50.36,49.9,47.15,46.3
946,synthetic_1282,1,electricity_tariff_change,Stubborn,G1_Activist_Stubborn_Sentient,Considering,-3.9414010061503113,37.6,41.05,70.02,37.074999999999996,41.4,49.72,34.266666666666666,54.65,46.2
947,synthetic_1282,2,balcony_solar_kits,Stubborn,G1_Activist_Stubborn_Sentient,Knowledge,-3.9414010061503113,33.12,49.875,43.88,51.45,20.25,40.879999999999995,48.43333333333333,33.849999999999994,54
948,synthetic_1282,3,envelope_renovation,Stubborn,G1_Activist_Stubborn_Sentient,Done,-3.9414010061503113,47.76,55.425,55.3,63.575,47.8,42.96,50.36666666666667,38.45,71.35
949,synthetic_1283,1,smart_home_devices,Activist,G1_Activist_Stubborn_Sentient,Considering,-4.812153366048958,46.74,46.45,61.72,51.05,40.099999999999994,48.28,42.53333333333333,47,59.650000000000006
950,synthetic_1283,2,fossil_fuel_or_biomass_heating_system,Activist,G1_Activist_Stubborn_Sentient,Knowledge,-4.812153366048958,35.56,57.9,41.36,36.175,35.95,41.92,45.1,55.6,53.7
951,synthetic_1283,3,balcony_solar_kits,Activist,G1_Activist_Stubborn_Sentient,Done,-4.812153366048958,38.86,36.9,58.38,63.75,42.25,50.8,53.4,47.25,54.5
