"","Early Adopter","Uninterested","Homo Economicus","Fearful","Stubborn","Influencer","Careful"
"pattern_8078",24,13,14,11,12,19,10
"pattern_8352",16,15,12,13,6,17,8
"pattern_8576",16,17,10,11,8,19,10
"pattern_8717",22,11,12,7,10,21,10
"pattern_9607",18,11,12,7,14,17,6
"pattern_10320",20,9,12,7,12,19,8
"pattern_10456",16,17,12,15,8,17,10
"pattern_10840",20,17,12,11,8,19,10
"pattern_11234",18,11,14,9,12,21,10
"pattern_11620",19,14,9,10,11,20,7
"pattern_12292",18,17,14,15,8,17,12
"pattern_12940",10,11,8,13,10,13,14
"pattern_14799",20,11,14,9,10,17,10
"pattern_16632",20,13,12,7,12,21,8
"pattern_356",20,15,12,11,10,21,12
"pattern_369",20,13,10,9,12,19,8
"pattern_562",16,19,14,17,8,19,12
"pattern_1284",20,11,16,9,10,17,8
"pattern_1338",20,11,12,7,14,21,10
"pattern_1609",20,13,12,9,10,21,12
"pattern_1805",18,11,12,11,14,17,10
"pattern_1885",11,12,13,16,11,12,19
"pattern_1922",20,11,14,9,14,19,10
"pattern_2427",16,13,12,9,14,21,10
"pattern_2910",18,15,10,11,12,19,10
"pattern_3039",20,13,12,11,10,17,10
"pattern_3615",16,13,10,7,16,21,10
"pattern_3793",20,13,14,11,12,19,12
"pattern_3802",22,11,14,11,12,21,10
"pattern_4097",22,11,12,7,12,19,10
"pattern_4320",20,9,14,11,14,15,10
"pattern_4330",20,9,14,9,12,15,8
"pattern_4337",20,9,14,7,10,19,10
"pattern_4674",16,15,14,13,10,19,8
"pattern_4795",22,13,14,11,10,21,8
"pattern_5326",18,17,10,11,10,19,10
"pattern_5331",18,11,12,9,10,19,8
"pattern_5881",18,15,12,11,14,21,8
"pattern_5894",18,13,12,9,12,19,10
"pattern_6230",18,13,14,9,18,21,10
"pattern_6264",18,13,12,9,12,19,8
"pattern_6702",18,15,12,11,10,19,12
"pattern_6721",22,11,16,11,8,19,8
"pattern_7016",20,9,14,7,8,19,8
"pattern_7326",20,11,12,11,14,17,8
"pattern_8068",18,13,8,9,14,21,8
"pattern_8729",18,13,14,9,16,21,10
"pattern_9861",18,13,10,7,14,21,12
"pattern_10009",20,13,14,11,8,19,10
"pattern_10141",20,11,12,7,14,21,8
"pattern_10896",20,13,16,13,12,19,12
"pattern_10973",18,15,10,13,8,17,12
"pattern_11137",18,15,10,11,12,21,14
"pattern_11477",20,15,12,11,14,21,8
"pattern_12590",22,9,14,11,14,21,12
"pattern_13838",18,11,10,7,16,21,10
"pattern_14244",20,11,14,9,12,21,8
"pattern_219",20,15,10,13,10,19,12
"pattern_387",20,13,18,13,14,21,12
"pattern_831",16,15,6,13,10,17,12
"pattern_1087",14,15,12,9,14,19,12
"pattern_1111",20,11,12,9,12,17,10
"pattern_1166",20,9,8,7,16,19,8
"pattern_1366",20,13,16,13,12,19,12
"pattern_2518",20,11,10,9,10,19,12
"pattern_2598",18,13,10,7,12,19,10
"pattern_2962",18,11,8,9,14,17,10
"pattern_3111",20,11,12,7,12,19,8
"pattern_3237",18,13,10,9,12,19,10
"pattern_3239",20,11,12,7,10,19,8
"pattern_3887",18,13,14,11,12,23,10
"pattern_4102",22,11,14,11,10,21,14
"pattern_4115",18,13,14,11,16,21,12
"pattern_4234",22,9,14,7,12,21,6
"pattern_4402",20,11,14,11,14,19,10
"pattern_4411",18,13,10,7,14,19,8
"pattern_4632",16,17,14,13,12,19,12
"pattern_4864",14,15,10,11,8,17,8
"pattern_5322",20,9,12,5,14,21,10
"pattern_5503",18,13,16,11,10,17,10
"pattern_5507",20,15,10,11,10,21,8
"pattern_5857",20,15,16,13,12,21,10
"pattern_5986",18,11,10,7,16,21,12
"pattern_6590",20,15,10,11,10,19,8
"pattern_7147",20,11,14,9,14,21,10
"pattern_7533",20,13,12,9,12,23,8
"pattern_8503",18,13,14,9,14,19,10
"pattern_8513",11,12,9,12,11,12,15
"pattern_9382",16,15,12,11,10,17,12
"pattern_9659",18,11,12,9,12,19,10
"pattern_10337",18,17,14,13,14,23,10
"pattern_12176",11,12,7,12,11,14,13
"pattern_13364",18,13,12,9,10,17,10
"pattern_13615",17,16,13,14,7,16,13
"pattern_15470",20,13,14,9,14,19,8
"pattern_11",20,11,14,9,14,19,10
"pattern_54",22,11,14,9,12,19,10
"pattern_1027",17,14,11,10,9,18,7
"pattern_1108",18,15,10,11,10,21,8
"pattern_1184",20,11,10,7,14,19,8
"pattern_1562",20,13,12,11,10,19,12
"pattern_1584",18,13,12,11,10,17,12
"pattern_2480",22,9,8,5,14,19,10
"pattern_2617",22,11,12,9,12,21,10
"pattern_2878",24,11,14,11,10,19,12
"pattern_3533",22,11,12,9,12,21,12
"pattern_3738",18,11,14,9,12,19,10
"pattern_3878",8,13,10,15,10,13,16
"pattern_4164",20,15,12,11,12,21,10
"pattern_4180",16,15,14,11,14,19,10
"pattern_4532",18,13,8,11,12,19,10
"pattern_4917",20,13,12,9,12,21,12
"pattern_4939",15,16,9,14,9,16,11
"pattern_5026",20,13,16,11,14,23,8
"pattern_5484",20,13,12,9,10,19,8
"pattern_5516",18,11,10,7,12,21,8
"pattern_5635",20,11,10,7,16,19,12
"pattern_6524",22,13,12,11,10,21,6
"pattern_6859",20,9,12,9,14,21,12
"pattern_7311",20,15,12,9,14,19,8
"pattern_7573",20,11,8,9,12,19,12
"pattern_8580",18,15,10,9,12,19,8
"pattern_8908",18,13,12,7,12,19,6
"pattern_9143",13,12,7,12,9,14,11
"pattern_9696",20,13,10,9,12,19,8
"pattern_10078",20,17,10,13,8,21,10
"pattern_11425",20,13,8,9,10,19,12
"pattern_11755",20,15,10,15,10,21,12
"pattern_14004",15,14,7,12,9,16,11
"pattern_14294",18,13,14,11,14,21,14
"pattern_986",18,13,12,9,14,19,8
"pattern_1120",18,15,12,11,12,21,10
"pattern_1713",20,9,12,11,14,17,10
"pattern_1909",16,17,12,13,10,19,10
"pattern_2112",18,11,14,9,12,19,6
"pattern_2593",12,13,12,15,6,13,12
"pattern_2701",22,9,12,9,14,21,10
"pattern_2745",18,11,10,7,14,17,10
"pattern_2842",16,13,12,9,12,17,8
"pattern_3135",22,13,14,11,10,17,8
"pattern_3322",20,13,12,9,12,17,10
"pattern_3570",9,10,9,14,9,12,13
"pattern_3724",22,11,14,9,14,19,10
"pattern_3753",18,13,10,9,12,19,8
"pattern_3812",20,13,10,9,12,21,10
"pattern_3990",18,13,12,9,10,19,10
"pattern_4152",15,12,9,10,9,16,9
"pattern_4423",18,11,16,9,10,17,10
"pattern_5023",18,13,10,11,14,19,8
"pattern_5323",18,13,10,11,10,17,12
"pattern_5434",16,13,14,9,10,19,10
"pattern_5586",18,13,10,9,16,23,10
"pattern_5781",20,9,10,7,16,21,10
"pattern_6048",16,15,10,11,10,17,6
"pattern_6141",20,11,12,9,12,19,10
"pattern_6525",18,19,14,15,10,17,12
"pattern_6612",17,18,9,16,11,18,11
"pattern_6978",16,11,14,11,14,17,8
"pattern_7141",18,17,8,13,10,19,10
"pattern_7288",22,11,16,11,16,21,12
"pattern_7425",22,11,14,11,10,21,12
"pattern_7936",18,13,10,11,10,19,12
"pattern_7982",18,13,10,9,16,19,10
"pattern_8665",12,11,8,13,8,13,12
"pattern_8971",22,9,14,11,10,19,10
"pattern_9008",12,11,8,13,8,13,10
"pattern_9029",20,13,10,9,12,19,10
"pattern_9052",18,11,12,9,14,21,12
"pattern_9652",22,13,12,11,10,19,8
"pattern_9686",22,11,12,9,12,19,14
"pattern_11532",20,11,14,11,12,19,10
"pattern_12024",19,18,9,14,9,20,11
"pattern_13493",20,11,14,11,12,19,12
"pattern_13660",18,15,10,11,10,19,12
"pattern_14418",13,14,9,12,9,16,11
"pattern_154",18,15,10,9,14,23,10
"pattern_446",20,9,14,9,14,19,8
"pattern_564",22,11,14,7,14,23,8
"pattern_731",18,13,10,7,14,21,10
"pattern_1287",18,13,10,9,14,19,10
"pattern_1360",20,13,12,9,12,19,6
"pattern_1682",18,13,16,11,16,23,10
"pattern_2114",20,13,12,7,12,21,10
"pattern_2273",18,15,12,11,10,19,10
"pattern_2780",18,13,10,9,12,21,6
"pattern_2893",18,15,12,11,14,21,6
"pattern_3124",16,15,12,9,14,21,10
"pattern_3295",20,15,12,11,12,21,10
"pattern_3392",20,13,10,9,10,19,10
"pattern_3406",20,13,14,11,12,17,10
"pattern_3537",18,9,14,9,10,19,10
"pattern_3978",18,17,10,11,10,19,12
"pattern_4226",22,13,10,9,10,21,8
"pattern_4477",18,15,12,9,14,19,8
"pattern_4697",22,13,12,11,10,21,14
"pattern_5218",11,10,11,14,13,14,19
"pattern_5529",20,11,10,7,14,21,10
"pattern_5941",22,13,14,11,8,19,10
"pattern_6323",22,11,14,9,10,17,10
"pattern_6513",17,12,11,8,9,18,7
"pattern_6666",22,11,10,9,10,19,12
"pattern_6760",22,9,14,7,8,19,10
"pattern_6777",22,13,10,11,10,19,12
"pattern_6815",16,13,14,9,16,19,10
"pattern_6850",22,9,12,9,12,19,8
"pattern_6863",19,12,9,8,11,20,7
"pattern_6987",16,13,14,17,16,13,18
"pattern_7114",24,9,12,7,12,21,12
"pattern_7322",24,11,12,11,14,19,12
"pattern_7640",22,15,10,11,10,21,8
"pattern_8141",22,11,12,9,10,19,8
"pattern_8433",18,17,12,17,10,19,12
"pattern_8633",16,15,14,11,14,21,10
"pattern_9241",18,11,14,11,14,19,10
"pattern_12184",22,11,16,13,10,21,12
"pattern_12655",22,15,12,13,10,21,12
"pattern_13429",22,11,10,9,14,21,12
"pattern_18337",20,15,12,11,12,19,8
"pattern_1103",20,15,12,11,8,19,14
"pattern_1410",20,11,12,7,10,21,8
"pattern_1591",22,11,12,7,12,23,6
"pattern_2053",18,9,14,7,10,17,8
"pattern_2238",19,16,9,12,9,20,9
"pattern_2239",18,11,14,9,10,17,10
"pattern_2351",16,13,12,9,16,21,10
"pattern_2371",20,11,12,11,10,19,10
"pattern_2624",20,13,12,11,10,21,6
"pattern_2640",22,13,12,11,12,19,12
"pattern_2736",22,13,12,11,10,19,10
"pattern_2778",17,18,9,14,11,18,11
"pattern_2902",20,11,10,7,12,21,6
"pattern_3378",20,13,14,11,10,19,10
"pattern_3609",22,13,10,9,10,19,12
"pattern_3666",17,16,11,14,7,18,9
"pattern_4443",18,13,10,9,8,19,8
"pattern_4729",14,13,8,11,8,15,8
"pattern_4779",22,11,14,11,16,23,12
"pattern_5222",20,11,16,11,14,23,12
"pattern_5232",18,11,14,11,10,17,12
"pattern_5246",20,11,14,9,10,21,12
"pattern_5968",10,11,10,13,10,13,14
"pattern_6266",18,11,14,11,16,19,12
"pattern_6657",18,15,12,13,10,19,12
"pattern_6729",20,13,14,13,10,21,12
"pattern_6798",20,15,10,11,10,21,12
"pattern_7217",17,16,9,12,9,18,9
"pattern_7437",18,17,12,13,8,19,12
"pattern_7655",20,9,12,9,12,17,12
"pattern_7726",22,15,12,11,10,21,10
"pattern_8182",20,13,10,11,12,17,10
"pattern_8241",20,11,16,9,12,19,10
"pattern_8305",20,11,10,7,16,21,10
"pattern_8345",22,9,16,9,14,19,10
"pattern_8356",20,11,12,9,12,21,10
"pattern_8468",18,13,12,9,14,19,12
"pattern_8521",20,15,10,9,10,23,10
"pattern_8534",22,11,14,11,14,19,10
"pattern_8545",20,11,12,9,10,17,12
"pattern_8708",22,9,12,9,10,19,12
"pattern_9330",20,11,14,11,14,21,10
"pattern_9460",20,13,16,11,14,23,12
"pattern_9594",22,9,10,7,14,19,10
"pattern_10299",20,15,14,13,10,19,12
"pattern_10338",20,9,10,5,12,19,10
"pattern_10664",22,11,8,7,14,21,10
"pattern_10790",22,11,14,11,12,19,12
"pattern_12162",20,9,16,9,10,17,8
"pattern_12280",20,13,8,9,12,21,6
"pattern_13075",18,11,10,5,12,21,8
"pattern_13745",20,11,12,9,16,21,10
"pattern_13813",18,11,14,9,14,17,10
"pattern_233",20,13,8,7,12,19,10
"pattern_479",20,11,10,5,12,19,8
"pattern_505",18,15,16,13,12,19,12
"pattern_1141",20,13,10,9,8,21,10
"pattern_1362",22,13,14,11,12,19,8
"pattern_1572",18,15,12,11,10,19,12
"pattern_1650",20,11,12,7,14,17,8
"pattern_1680",16,13,12,9,14,19,8
"pattern_1788",18,13,14,11,10,19,8
"pattern_1970",18,13,12,9,10,19,12
"pattern_1983",22,11,14,11,12,21,12
"pattern_1984",22,11,14,9,10,17,10
"pattern_2076",21,12,9,10,15,22,7
"pattern_2143",18,13,10,7,14,19,10
"pattern_2547",20,11,12,9,14,21,12
"pattern_3605",20,13,10,9,12,21,6
"pattern_3781",18,11,14,9,10,17,8
"pattern_4286",20,15,12,13,8,19,8
"pattern_4472",19,12,9,6,11,18,7
"pattern_4520",18,13,14,9,14,19,10
"pattern_4565",18,15,10,17,16,17,16
"pattern_4614",18,13,14,9,12,17,8
"pattern_4715",20,11,12,9,10,19,10
"pattern_4865",20,11,16,11,12,21,8
"pattern_5786",18,15,14,11,12,21,12
"pattern_5813",20,13,10,7,12,19,8
"pattern_6093",16,15,10,11,8,17,10
"pattern_6482",18,15,10,9,10,21,8
"pattern_6650",22,11,12,9,12,21,8
"pattern_7713",18,13,12,9,16,19,10
"pattern_7810",16,15,10,15,6,17,12
"pattern_7891",22,11,14,9,10,21,10
"pattern_7997",20,11,14,11,12,17,10
"pattern_8186",18,13,12,11,14,21,12
"pattern_8446",16,13,10,7,14,19,8
"pattern_8847",16,15,10,11,16,15,12
"pattern_8868",22,11,12,7,12,19,10
"pattern_8985",18,15,10,13,10,19,12
"pattern_9062",18,13,14,11,10,19,8
"pattern_9436",20,11,12,7,12,17,8
"pattern_10236",18,11,12,7,10,17,10
"pattern_10321",22,13,10,9,12,23,10
"pattern_10642",20,11,16,13,12,19,12
"pattern_10721",20,15,14,13,12,21,10
"pattern_11260",18,13,12,9,16,21,10
"pattern_11337",18,17,12,13,10,19,12
"pattern_11462",20,13,12,11,8,19,14
"pattern_11577",22,13,8,9,14,23,8
"pattern_13616",16,13,14,9,14,21,10
"pattern_16177",18,13,8,9,12,19,10
"pattern_22348",9,12,9,14,9,12,15
"pattern_533",20,17,10,11,8,21,10
"pattern_690",22,15,12,11,12,21,8
"pattern_1220",18,13,8,9,12,19,12
"pattern_1698",20,13,10,11,12,19,12
"pattern_1754",18,13,12,9,12,19,10
"pattern_1837",20,11,12,7,12,19,10
"pattern_1979",14,15,14,15,6,15,10
"pattern_2120",18,15,10,9,14,23,8
"pattern_2224",20,15,10,13,10,19,8
"pattern_2233",18,15,14,13,8,19,10
"pattern_2357",20,11,12,11,16,19,10
"pattern_2530",18,13,14,11,14,19,12
"pattern_2608",22,11,16,9,14,23,10
"pattern_2628",20,11,12,11,12,19,10
"pattern_2685",18,13,12,7,12,23,8
"pattern_3308",20,13,12,9,12,21,8
"pattern_3320",24,11,12,9,14,19,12
"pattern_3509",18,13,14,11,10,19,10
"pattern_3516",18,11,12,9,12,19,8
"pattern_3553",18,13,12,9,16,19,10
"pattern_3884",20,13,12,9,12,19,10
"pattern_3895",18,15,12,9,14,23,6
"pattern_4630",22,11,10,7,14,21,8
"pattern_4792",22,11,12,9,10,21,12
"pattern_4943",18,15,10,11,10,19,10
"pattern_4996",22,9,14,9,10,17,10
"pattern_5041",20,13,8,7,12,17,12
"pattern_5711",11,10,7,12,9,12,13
"pattern_5971",18,13,10,7,12,19,10
"pattern_6211",17,12,11,10,13,18,7
"pattern_6464",24,11,12,11,12,21,12
"pattern_6484",20,17,12,17,10,21,12
"pattern_6782",18,15,10,9,8,17,10
"pattern_6990",20,11,16,11,12,19,12
"pattern_7121",20,17,8,13,10,21,10
"pattern_7346",18,11,10,5,14,17,8
"pattern_7536",16,15,12,9,10,19,8
"pattern_7765",18,13,10,11,12,21,8
"pattern_7937",20,11,14,7,10,19,8
"pattern_7951",18,13,14,11,10,17,8
"pattern_8006",18,17,12,13,12,21,12
"pattern_8233",18,11,12,7,10,19,10
"pattern_8343",20,13,8,9,12,19,8
"pattern_8412",20,11,12,9,14,19,12
"pattern_8417",18,17,10,11,6,19,10
"pattern_8557",20,9,14,7,10,19,6
"pattern_8934",20,13,16,13,8,19,10
"pattern_10208",18,13,14,11,10,19,8
"pattern_10288",22,11,14,9,16,21,10
"pattern_10389",20,11,14,11,12,21,10
"pattern_11490",20,13,14,9,10,19,8
"pattern_12116",20,13,16,13,10,17,12
"pattern_13155",20,13,12,9,10,17,10
"pattern_13322",18,17,12,13,8,17,10
"pattern_13443",20,11,14,13,10,19,12
"pattern_13850",20,11,12,11,10,17,12
"pattern_14633",20,15,14,11,10,21,8
"pattern_15177",18,13,12,11,10,19,12
"pattern_981",22,11,10,9,12,21,8
"pattern_1080",18,15,14,11,14,23,10
"pattern_1096",22,11,10,9,12,21,10
"pattern_1880",18,11,12,9,10,17,10
"pattern_1919",20,15,12,13,12,21,8
"pattern_2322",22,13,14,11,14,21,8
"pattern_2342",22,13,12,11,10,19,8
"pattern_2388",18,13,12,9,10,19,8
"pattern_2400",18,13,14,11,12,19,10
"pattern_2811",22,13,14,11,14,21,10
"pattern_3214",20,11,14,11,14,19,10
"pattern_3612",15,14,9,12,9,16,9
"pattern_3617",20,11,12,11,12,19,12
"pattern_3624",22,11,12,7,14,23,10
"pattern_4574",18,13,16,11,12,19,12
"pattern_4575",16,11,14,9,14,19,10
"pattern_4612",18,13,10,11,14,21,8
"pattern_4711",18,11,12,7,14,21,12
"pattern_4936",18,11,10,7,14,19,10
"pattern_5027",18,13,12,11,12,21,10
"pattern_5614",20,17,12,13,8,21,10
"pattern_5752",20,9,8,7,14,19,8
"pattern_5755",18,11,14,9,16,21,12
"pattern_5804",17,16,9,12,13,20,9
"pattern_5870",20,11,14,11,10,21,10
"pattern_6255",20,13,14,11,12,21,12
"pattern_6586",18,13,10,9,12,19,8
"pattern_6653",16,13,10,11,8,15,10
"pattern_7855",18,17,12,13,12,23,10
"pattern_7871",22,9,10,7,12,19,10
"pattern_8622",18,13,8,11,10,17,12
"pattern_8761",20,15,12,11,14,25,10
"pattern_8983",16,15,12,15,6,17,10
"pattern_9475",17,14,13,12,9,18,7
"pattern_10256",22,13,12,11,12,23,10
"pattern_11075",20,9,10,5,12,19,8
"pattern_11679",18,13,14,11,12,17,10
"pattern_12270",16,13,12,9,12,19,8
"pattern_12633",20,11,16,11,10,17,10
"pattern_14179",16,13,14,11,10,17,10
"pattern_14449",20,9,16,9,8,19,8
"pattern_15017",15,14,11,12,7,16,7
"pattern_15830",15,16,9,14,9,16,11
"pattern_591",20,15,10,9,10,21,8
"pattern_1587",18,13,16,13,12,19,10
"pattern_1829",20,11,10,7,12,19,10
"pattern_2105",20,11,10,9,10,19,12
"pattern_2424",20,13,10,9,14,21,12
"pattern_2533",14,15,10,11,8,17,10
"pattern_3074",18,11,12,9,12,17,10
"pattern_3109",22,11,8,9,14,19,10
"pattern_3356",18,11,10,9,14,17,10
"pattern_3384",20,15,10,13,10,17,14
"pattern_3639",18,15,12,11,12,23,10
"pattern_3808",22,11,10,9,10,19,12
"pattern_4288",20,13,14,11,10,17,12
"pattern_4343",20,11,12,9,12,19,10
"pattern_4832",20,13,14,9,14,23,10
"pattern_4911",16,13,14,11,16,21,10
"pattern_4992",18,11,8,9,14,17,10
"pattern_5179",16,13,14,11,10,17,6
"pattern_5292",18,11,14,9,12,19,8
"pattern_5683",22,13,12,11,8,21,10
"pattern_5851",20,13,14,11,14,23,12
"pattern_6036",20,11,10,7,14,17,10
"pattern_6150",20,15,12,11,12,19,10
"pattern_6626",20,13,10,9,10,19,10
"pattern_6919",18,13,10,11,10,17,12
"pattern_6925",18,19,12,13,8,21,10
"pattern_7067",20,11,14,9,12,15,10
"pattern_7236",22,11,12,9,10,19,12
"pattern_7371",16,15,14,11,14,21,8
"pattern_7520",22,13,12,11,10,19,8
"pattern_7620",22,11,12,7,8,19,10
"pattern_7730",11,12,9,14,9,14,13
"pattern_7788",22,11,14,9,12,23,10
"pattern_8098",18,13,12,7,14,21,8
"pattern_8302",18,11,16,11,14,19,10
"pattern_8393",20,11,12,11,14,17,10
"pattern_9309",18,13,10,11,10,19,14
"pattern_9393",22,11,8,9,14,21,8
"pattern_9481",20,13,16,13,14,21,14
"pattern_9828",10,13,10,13,8,11,16
"pattern_10021",22,9,12,7,14,21,8
"pattern_10210",18,17,12,13,10,21,10
"pattern_10765",22,15,10,11,10,23,10
"pattern_10876",22,13,16,13,12,19,12
"pattern_10937",16,13,14,11,12,19,6
"pattern_10940",22,11,14,9,8,19,10
"pattern_11042",18,11,12,9,10,17,10
"pattern_11433",20,11,14,11,12,19,14
"pattern_11981",24,9,12,9,14,21,10
"pattern_12256",18,15,12,11,10,19,6
"pattern_12309",20,15,14,13,12,21,10
"pattern_12980",20,15,14,13,12,19,12
"pattern_13156",20,13,14,13,12,21,8
"pattern_13207",18,17,12,13,10,17,10
"pattern_13765",22,13,12,11,10,17,12
"pattern_13778",16,13,8,9,14,19,12
"pattern_14432",16,15,12,11,14,21,10
"pattern_14666",20,13,14,11,8,19,12
"pattern_15738",20,11,12,7,10,17,10
"pattern_15763",18,13,10,9,12,19,10
"pattern_16455",9,12,9,12,9,12,13
"pattern_17571",16,15,14,11,10,17,10
"pattern_712",18,17,12,15,6,19,10
"pattern_1346",17,14,11,10,13,20,7
"pattern_1598",20,13,12,9,16,19,8
"pattern_1600",22,11,10,9,12,21,8
"pattern_1697",20,13,14,11,10,19,10
"pattern_1714",18,9,14,7,10,19,8
"pattern_1874",18,11,16,9,10,19,6
"pattern_2110",18,15,14,13,10,19,10
"pattern_2306",18,15,14,11,16,21,12
"pattern_2354",20,11,10,11,14,17,10
"pattern_2524",17,12,11,8,9,16,7
"pattern_3262",20,15,14,11,12,19,10
"pattern_3312",20,11,8,9,14,19,8
"pattern_3673",18,13,12,9,14,23,8
"pattern_3803",18,15,14,13,8,19,8
"pattern_4214",24,13,14,11,10,21,10
"pattern_4442",17,12,17,16,13,18,15
"pattern_4821",20,11,10,9,14,19,12
"pattern_4857",22,13,12,9,16,21,12
"pattern_4944",16,13,14,11,16,19,8
"pattern_4969",18,9,10,7,12,19,6
"pattern_5259",20,11,12,9,14,19,14
"pattern_5592",16,13,14,9,14,19,10
"pattern_5665",20,11,12,9,14,17,6
"pattern_5696",22,13,12,9,12,19,12
"pattern_5866",20,13,14,11,10,21,10
"pattern_6028",20,11,10,7,16,19,10
"pattern_6287",20,15,14,13,10,19,10
"pattern_6362",20,15,14,13,12,21,12
"pattern_6591",14,15,16,15,10,17,18
"pattern_6622",18,13,10,11,12,17,10
"pattern_7001",18,13,10,9,8,17,8
"pattern_7109",17,16,9,14,9,18,13
"pattern_7143",18,11,12,7,12,19,10
"pattern_7315",16,13,14,11,12,19,6
"pattern_7319",18,17,10,11,10,21,10
"pattern_7631",20,11,12,9,14,21,10
"pattern_7736",20,11,16,11,8,19,12
"pattern_8287",20,11,12,9,14,19,12
"pattern_8661",20,9,12,9,12,19,10
"pattern_9018",20,13,10,9,12,21,8
"pattern_9095",18,11,8,7,14,17,10
"pattern_9146",17,16,13,12,7,18,9
"pattern_9785",22,11,16,9,10,17,8
"pattern_9968",22,11,12,9,10,19,10
"pattern_10505",20,15,8,11,10,21,8
"pattern_11085",20,15,12,9,12,19,10
"pattern_11329",20,13,8,9,10,19,12
"pattern_11368",20,11,8,7,14,19,8
"pattern_11432",22,11,12,7,10,17,10
"pattern_11608",18,15,10,11,10,17,12
"pattern_11650",18,13,10,9,14,19,12
"pattern_11707",20,13,10,7,14,21,8
"pattern_13334",20,13,14,11,12,15,8
"pattern_13388",18,13,12,11,14,19,10
"pattern_13994",22,9,10,7,16,21,10
"pattern_14163",20,13,12,13,10,19,14
"pattern_14604",20,11,14,7,12,19,6
"pattern_15138",20,13,10,11,12,21,6
"pattern_15314",18,13,14,11,10,19,10
"pattern_18439",11,10,11,14,11,12,17
"pattern_72",17,12,7,8,11,16,11
"pattern_1121",20,13,10,7,12,17,8
"pattern_1322",18,13,16,11,12,19,8
"pattern_1424",22,13,14,11,10,19,8
"pattern_1448",20,11,10,5,12,19,6
"pattern_1457",22,11,12,9,12,21,8
"pattern_1755",22,13,12,11,10,23,10
"pattern_2028",22,11,14,9,10,21,12
"pattern_2040",20,11,14,11,12,21,10
"pattern_2046",18,15,10,9,12,19,10
"pattern_2340",20,13,10,9,10,17,10
"pattern_2588",20,13,12,9,12,17,8
"pattern_2613",22,9,14,7,10,17,10
"pattern_2693",18,11,10,7,12,19,12
"pattern_2905",16,15,12,9,14,19,10
"pattern_3177",17,12,11,8,9,18,7
"pattern_3668",18,11,16,9,12,17,8
"pattern_3765",20,13,12,11,14,21,6
"pattern_4193",20,11,12,9,14,21,10
"pattern_4671",18,11,14,9,14,19,10
"pattern_4746",16,13,14,11,12,21,8
"pattern_5170",20,13,14,11,14,21,10
"pattern_5380",18,15,14,11,12,19,10
"pattern_5539",20,11,16,11,16,21,12
"pattern_5551",20,15,12,13,8,21,8
"pattern_5915",16,15,12,11,10,19,10
"pattern_5970",18,13,12,9,12,17,8
"pattern_6047",20,17,14,15,12,19,14
"pattern_6079",20,9,10,7,14,17,10
"pattern_6095",18,13,16,11,10,17,8
"pattern_6674",18,13,10,9,14,21,8
"pattern_7107",20,13,8,7,12,21,8
"pattern_7209",18,13,14,11,12,19,10
"pattern_7260",22,11,16,13,10,19,12
"pattern_7492",18,13,8,9,14,21,8
"pattern_7674",18,17,14,13,12,21,10
"pattern_7684",18,11,12,9,12,17,8
"pattern_7811",22,13,12,11,16,21,12
"pattern_8539",22,9,12,7,14,19,10
"pattern_8942",16,11,10,9,14,17,10
"pattern_9001",18,11,12,7,12,17,8
"pattern_9069",20,11,8,9,14,17,10
"pattern_9126",18,13,10,9,12,19,12
"pattern_9980",20,15,12,11,10,19,8
"pattern_10339",16,13,16,13,16,19,12
"pattern_10486",18,9,12,9,12,17,10
"pattern_10597",18,15,16,13,14,21,12
"pattern_11173",20,13,12,11,12,17,8
"pattern_11872",18,13,14,11,12,21,10
"pattern_11975",20,13,12,9,8,19,8
"pattern_12402",20,11,12,9,14,19,12
"pattern_12560",16,13,14,11,12,19,12
"pattern_12581",18,19,10,15,10,19,12
"pattern_13789",18,11,12,9,12,17,10
"pattern_13917",14,19,14,17,20,13,18
"pattern_14284",20,11,10,7,12,17,10
"pattern_17228",20,11,14,13,10,17,12
"pattern_288",20,11,14,11,12,19,10
"pattern_764",20,11,10,9,12,19,8
"pattern_845",20,15,14,13,10,21,12
"pattern_1469",20,11,14,11,10,19,10
"pattern_1487",16,13,10,11,6,17,10
"pattern_2315",22,11,10,9,10,19,12
"pattern_2385",20,11,10,9,12,17,10
"pattern_2440",17,16,7,12,9,18,11
"pattern_2464",20,11,14,11,10,21,8
"pattern_2915",18,15,10,11,10,19,8
"pattern_3028",22,11,10,9,16,19,10
"pattern_3241",16,13,12,15,16,13,14
"pattern_3695",20,15,8,11,12,21,6
"pattern_3751",18,11,8,7,14,17,10
"pattern_4026",10,9,12,15,8,11,16
"pattern_4072",20,11,12,11,12,19,12
"pattern_4105",18,11,16,11,10,17,10
"pattern_4134",18,17,10,13,8,19,10
"pattern_4176",20,15,12,11,10,19,8
"pattern_4201",24,11,14,11,10,21,12
"pattern_4409",20,11,12,11,12,17,12
"pattern_4676",18,13,14,9,10,17,10
"pattern_4747",20,11,14,9,8,19,8
"pattern_4755",10,13,8,13,10,13,14
"pattern_4902",16,15,12,13,10,17,8
"pattern_5744",20,11,14,11,14,19,12
"pattern_5875",20,11,10,9,10,19,10
"pattern_6115",20,15,12,11,10,19,8
"pattern_6159",22,11,14,11,10,19,8
"pattern_6417",20,13,12,9,14,21,14
"pattern_6472",19,12,13,10,13,20,7
"pattern_6876",16,17,14,13,12,21,8
