stage_dimension_id,participant_id,stage,technology,dimension_key,dimension,n_determinants_linked,n_determinants_filled,n_determinants_missing
665,337,Implementada,Electrodomésticos eficientes,AUTONOMY,Autonomía,4,3,1
666,337,Implementada,Electrodomésticos eficientes,MEANING,Significado,2,1,1
667,338,Implementada,Comunidad energética,RELATEDNESS,Vinculación,5,4,1
668,338,Implementada,Comunidad energética,STIMULATION,Estímulo,3,3,0
669,338,Implementada,Comunidad energética,MEANING,Significado,2,2,0
670,339,Implementada,Vehículo eléctrico,MEANING,Significado,2,1,1
671,340,Implementada,Comunidad energética,FINANCIAL,Seguridad financiera,5,2,3
672,340,Implementada,Comunidad energética,AUTONOMY,Autonomía,4,4,0
673,340,Implementada,Comunidad energética,RELATEDNESS,Vinculación,5,3,2
674,341,Implementada,Renovación de envolvente,COMPETENCE,Competencia,5,4,1
675,341,Implementada,Renovación de envolvente,PHYSIOLOGICAL,Materialidad,2,2,0
676,341,Implementada,Renovación de envolvente,MEANING,Significado,2,2,0
677,342,Implementada,Comunidad energética,PHYSIOLOGICAL,Materialidad,2,2,0
678,342,Implementada,Comunidad energética,RELATEDNESS,Vinculación,5,4,1
679,342,Implementada,Comunidad energética,MEANING,Significado,2,2,0
680,343,Implementada,Renovación de envolvente,AUTONOMY,Autonomía,4,4,0
681,344,Implementada,Electrodomésticos eficientes,MEANING,Significado,2,2,0
682,346,Implementada,Bomba de calor,AUTONOMY,Autonomía,4,4,0
683,346,Implementada,Bomba de calor,PHYSIOLOGICAL,Materialidad,2,2,0
684,346,Implementada,Bomba de calor,MEANING,Significado,2,2,0
685,348,Implementada,Cambio de tarifa eléctrica,COMPETENCE,Competencia,5,5,0
686,348,Implementada,Cambio de tarifa eléctrica,RELATEDNESS,Vinculación,5,5,0
687,348,Implementada,Cambio de tarifa eléctrica,MEANING,Significado,2,1,1
688,349,Implementada,Renovación de envolvente,MEANING,Significado,2,0,2
689,350,Implementada,Comunidad energética,RELATEDNESS,Vinculación,5,4,1
690,351,Implementada,Electrodomésticos eficientes,COMPETENCE,Competencia,5,2,3
691,351,Implementada,Electrodomésticos eficientes,AUTONOMY,Autonomía,4,4,0
692,352,Implementada,Electrodomésticos eficientes,MEANING,Significado,2,2,0
693,353,Implementada,Ventilación con recuperador,FINANCIAL,Seguridad financiera,5,4,1
694,353,Implementada,Ventilación con recuperador,PHYSIOLOGICAL,Materialidad,2,2,0
695,353,Implementada,Ventilación con recuperador,MEANING,Significado,2,2,0
696,354,Implementada,Ascensor,COMPETENCE,Competencia,5,5,0
697,356,Implementada,Renovación de envolvente,MEANING,Significado,2,2,0
698,357,Implementada,Comunidad energética,FINANCIAL,Seguridad financiera,5,3,2
699,357,Implementada,Comunidad energética,AUTONOMY,Autonomía,4,4,0
700,357,Implementada,Comunidad energética,MEANING,Significado,2,2,0
701,358,Implementada,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,2,3
702,358,Implementada,Renovación de envolvente,PHYSIOLOGICAL,Materialidad,2,0,2
703,358,Implementada,Renovación de envolvente,MEANING,Significado,2,2,0
704,360,Implementada,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,5,0
705,360,Implementada,Renovación de envolvente,AUTONOMY,Autonomía,4,4,0
706,360,Implementada,Renovación de envolvente,MEANING,Significado,2,2,0
707,361,Implementada,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,5,0
708,361,Implementada,Renovación de envolvente,MEANING,Significado,2,2,0
709,362,Implementada,Cambio de tarifa eléctrica,COMPETENCE,Competencia,5,5,0
710,362,Implementada,Cambio de tarifa eléctrica,STIMULATION,Estímulo,3,3,0
711,362,Implementada,Cambio de tarifa eléctrica,MEANING,Significado,2,2,0
712,363,Implementada,Cambio de tarifa eléctrica,MEANING,Significado,2,2,0
713,364,Implementada,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,5,0
714,364,Implementada,Renovación de envolvente,AUTONOMY,Autonomía,4,4,0
715,364,Implementada,Renovación de envolvente,MEANING,Significado,2,2,0
716,366,Implementada,Electrodomésticos eficientes,FINANCIAL,Seguridad financiera,5,3,2
717,366,Implementada,Electrodomésticos eficientes,AUTONOMY,Autonomía,4,2,2
718,366,Implementada,Electrodomésticos eficientes,STIMULATION,Estímulo,3,1,2
719,367,Implementada,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,5,0
720,367,Implementada,Renovación de envolvente,AUTONOMY,Autonomía,4,4,0
721,368,Implementada,Sistema de refrigeración,AUTONOMY,Autonomía,4,4,0
722,368,Implementada,Sistema de refrigeración,PHYSIOLOGICAL,Materialidad,2,2,0
723,369,Implementada,Cambio de tarifa eléctrica,FINANCIAL,Seguridad financiera,5,4,1
724,369,Implementada,Cambio de tarifa eléctrica,COMPETENCE,Competencia,5,5,0
725,369,Implementada,Cambio de tarifa eléctrica,AUTONOMY,Autonomía,4,4,0
726,371,Implementada,Medidas de microeficiencia,FINANCIAL,Seguridad financiera,5,5,0
727,371,Implementada,Medidas de microeficiencia,PHYSIOLOGICAL,Materialidad,2,2,0
728,372,Implementada,Sistemas inteligentes del hogar,FINANCIAL,Seguridad financiera,5,5,0
729,372,Implementada,Sistemas inteligentes del hogar,PHYSIOLOGICAL,Materialidad,2,2,0
730,372,Implementada,Sistemas inteligentes del hogar,MEANING,Significado,2,2,0
731,PROLIFIC_6136cb52db0f1cb2262bbf5d,Implementada,Cambio de tarifa eléctrica,FINANCIAL,Seguridad financiera,5,5,0
732,PROLIFIC_5fe328a0a53c57f645dc0b19,Implementada,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,5,0
733,PROLIFIC_6679a3da51eabfa768a8f350,Implementada,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,5,0
734,PROLIFIC_6679a3da51eabfa768a8f350,Implementada,Renovación de envolvente,SECURITY,Seguridad,4,4,0
735,PROLIFIC_6679a3da51eabfa768a8f350,Implementada,Renovación de envolvente,COMPETENCE,Competencia,5,5,0
736,PROLIFIC_696e3c3ad994d9435948d3d1,Implementada,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,5,0
737,PROLIFIC_696e3c3ad994d9435948d3d1,Implementada,Renovación de envolvente,PHYSIOLOGICAL,Materialidad,2,2,0
738,PROLIFIC_696e3c3ad994d9435948d3d1,Implementada,Renovación de envolvente,MEANING,Significado,2,2,0
739,PROLIFIC_6605852ff5914c22f592a372,Implementada,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,5,0
740,PROLIFIC_6605852ff5914c22f592a372,Implementada,Renovación de envolvente,RELATEDNESS,Vinculación,5,5,0
741,PROLIFIC_6605852ff5914c22f592a372,Implementada,Renovación de envolvente,MEANING,Significado,2,2,0
742,PROLIFIC_6984258cb12947550bff2d1a,Implementada,Electrodomésticos eficientes,FINANCIAL,Seguridad financiera,5,5,0
743,PROLIFIC_6984258cb12947550bff2d1a,Implementada,Electrodomésticos eficientes,COMPETENCE,Competencia,5,5,0
744,PROLIFIC_6984258cb12947550bff2d1a,Implementada,Electrodomésticos eficientes,PHYSIOLOGICAL,Materialidad,2,2,0
745,PROLIFIC_6310c063bd0cce86b0289d20,Implementada,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,5,0
746,PROLIFIC_6310c063bd0cce86b0289d20,Implementada,Renovación de envolvente,SECURITY,Seguridad,4,4,0
747,PROLIFIC_69b1d8fe4b310c4186bcbbcc,Implementada,Renovación de envolvente,COMPETENCE,Competencia,5,5,0
748,PROLIFIC_69b1d8fe4b310c4186bcbbcc,Implementada,Renovación de envolvente,AUTONOMY,Autonomía,4,4,0
749,PROLIFIC_69b1d8fe4b310c4186bcbbcc,Implementada,Renovación de envolvente,RELATEDNESS,Vinculación,5,5,0
750,PROLIFIC_5fbbc75f884010d82bf37532,Implementada,Cambio de tarifa eléctrica,FINANCIAL,Seguridad financiera,5,5,0
751,PROLIFIC_5fbbc75f884010d82bf37532,Implementada,Cambio de tarifa eléctrica,POPULARITY,Popularidad,2,2,0
752,PROLIFIC_69b0772afa3b7617ecf290d8,Implementada,Vehículo eléctrico,FINANCIAL,Seguridad financiera,5,5,0
753,PROLIFIC_69b0772afa3b7617ecf290d8,Implementada,Vehículo eléctrico,SECURITY,Seguridad,4,4,0
754,PROLIFIC_69b0772afa3b7617ecf290d8,Implementada,Vehículo eléctrico,AUTONOMY,Autonomía,4,4,0
755,PROLIFIC_6933207fdfdffc10571420a8,Implementada,Medidas de microeficiencia,FINANCIAL,Seguridad financiera,5,4,1
756,PROLIFIC_6933207fdfdffc10571420a8,Implementada,Medidas de microeficiencia,COMPETENCE,Competencia,5,5,0
757,PROLIFIC_6933207fdfdffc10571420a8,Implementada,Medidas de microeficiencia,PHYSIOLOGICAL,Materialidad,2,2,0
758,PROLIFIC_698e1fb406f80868c041565a,Implementada,Sistemas inteligentes del hogar,FINANCIAL,Seguridad financiera,5,5,0
759,PROLIFIC_698e1fb406f80868c041565a,Implementada,Sistemas inteligentes del hogar,PHYSIOLOGICAL,Materialidad,2,2,0
760,PROLIFIC_69836e23196469e9a4825346,Implementada,Cambio de tarifa eléctrica,FINANCIAL,Seguridad financiera,5,5,0
761,PROLIFIC_69836e23196469e9a4825346,Implementada,Cambio de tarifa eléctrica,AUTONOMY,Autonomía,4,4,0
762,PROLIFIC_69836e23196469e9a4825346,Implementada,Cambio de tarifa eléctrica,MEANING,Significado,2,2,0
763,PROLIFIC_697b30411f746b578812b981,Implementada,Cambio de tarifa eléctrica,FINANCIAL,Seguridad financiera,5,5,0
764,PROLIFIC_697b30411f746b578812b981,Implementada,Cambio de tarifa eléctrica,SECURITY,Seguridad,4,4,0
765,PROLIFIC_697b30411f746b578812b981,Implementada,Cambio de tarifa eléctrica,COMPETENCE,Competencia,5,5,0
766,PROLIFIC_63b3377ca1ccdfc7cc567503,Implementada,Agua caliente sanitaria,FINANCIAL,Seguridad financiera,5,5,0
767,PROLIFIC_63b3377ca1ccdfc7cc567503,Implementada,Agua caliente sanitaria,SECURITY,Seguridad,4,4,0
768,PROLIFIC_63b3377ca1ccdfc7cc567503,Implementada,Agua caliente sanitaria,COMPETENCE,Competencia,5,5,0
769,PROLIFIC_69809ce77983b24e7e0729b4,Implementada,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,5,0
770,PROLIFIC_69809ce77983b24e7e0729b4,Implementada,Renovación de envolvente,AUTONOMY,Autonomía,4,4,0
771,PROLIFIC_69809ce77983b24e7e0729b4,Implementada,Renovación de envolvente,MEANING,Significado,2,2,0
772,PROLIFIC_699e007dc8f8cbd074222f56,Implementada,Bomba de calor,FINANCIAL,Seguridad financiera,5,5,0
773,PROLIFIC_699e007dc8f8cbd074222f56,Implementada,Bomba de calor,SECURITY,Seguridad,4,4,0
774,PROLIFIC_699e007dc8f8cbd074222f56,Implementada,Bomba de calor,POPULARITY,Popularidad,2,2,0
775,PROLIFIC_56ab6fd869b24700065cbdbd,Implementada,Electrodomésticos eficientes,FINANCIAL,Seguridad financiera,5,5,0
776,PROLIFIC_56ab6fd869b24700065cbdbd,Implementada,Electrodomésticos eficientes,COMPETENCE,Competencia,5,5,0
777,PROLIFIC_56ab6fd869b24700065cbdbd,Implementada,Electrodomésticos eficientes,MEANING,Significado,2,2,0
778,PROLIFIC_66bf543c179dbc75f790396c,Implementada,Agua caliente sanitaria,FINANCIAL,Seguridad financiera,5,5,0
779,PROLIFIC_66bf543c179dbc75f790396c,Implementada,Agua caliente sanitaria,MEANING,Significado,2,2,0
780,PROLIFIC_654e38a9bd1961e9942af916,Implementada,Electrodomésticos eficientes,FINANCIAL,Seguridad financiera,5,5,0
781,PROLIFIC_654e38a9bd1961e9942af916,Implementada,Electrodomésticos eficientes,SECURITY,Seguridad,4,4,0
782,PROLIFIC_697f4a00c858108580e08f4b,Implementada,Ascensor,FINANCIAL,Seguridad financiera,5,5,0
783,PROLIFIC_697f4a00c858108580e08f4b,Implementada,Ascensor,SECURITY,Seguridad,4,4,0
784,PROLIFIC_697f4a00c858108580e08f4b,Implementada,Ascensor,MEANING,Significado,2,2,0
785,PROLIFIC_609077b2d5f119a0c819a6cd,Implementada,Cambio de tarifa eléctrica,FINANCIAL,Seguridad financiera,5,5,0
786,PROLIFIC_609077b2d5f119a0c819a6cd,Implementada,Cambio de tarifa eléctrica,SECURITY,Seguridad,4,4,0
787,PROLIFIC_609077b2d5f119a0c819a6cd,Implementada,Cambio de tarifa eléctrica,COMPETENCE,Competencia,5,5,0
788,CODE_MO125,Implementada,Medidas de microeficiencia,MEANING,Significado,2,2,0
789,CODE_VVVVV,Implementada,Bomba de calor,FINANCIAL,Seguridad financiera,5,5,0
790,CODE_VVVVV,Implementada,Bomba de calor,PHYSIOLOGICAL,Materialidad,2,2,0
791,CODE_VVVVV,Implementada,Bomba de calor,MEANING,Significado,2,2,0
792,CODE_HL990,Implementada,Bomba de calor,COMPETENCE,Competencia,5,3,2
793,CODE_HL990,Implementada,Bomba de calor,PHYSIOLOGICAL,Materialidad,2,2,0
794,CODE_aal81,Implementada,Cambio de tarifa eléctrica,STIMULATION,Estímulo,3,3,0
795,CODE_GAC00,Implementada,Bomba de calor,FINANCIAL,Seguridad financiera,5,5,0
796,CODE_GAC00,Implementada,Bomba de calor,COMPETENCE,Competencia,5,5,0
797,CODE_GAC00,Implementada,Bomba de calor,PHYSIOLOGICAL,Materialidad,2,2,0
798,CODE_eoclr,Implementada,Medidas de microeficiencia,FINANCIAL,Seguridad financiera,5,3,2
799,CODE_eoclr,Implementada,Medidas de microeficiencia,COMPETENCE,Competencia,5,5,0
800,CODE_eoclr,Implementada,Medidas de microeficiencia,MEANING,Significado,2,2,0
801,CODE_CEB83,Implementada,Sistema de refrigeración,FINANCIAL,Seguridad financiera,5,5,0
802,CODE_CEB83,Implementada,Sistema de refrigeración,PHYSIOLOGICAL,Materialidad,2,2,0
803,CODE_CEB83,Implementada,Sistema de refrigeración,MEANING,Significado,2,2,0
804,PROLIFIC_6a229a11e392c08625a712bd,La conoce / la consideraría,Medidas de microeficiencia,STIMULATION,Estímulo,3,3,0
805,PROLIFIC_69249f2bf89992510c44179e,La conoce / la consideraría,Kits solares de balcón,FINANCIAL,Seguridad financiera,5,5,0
806,PROLIFIC_69249f2bf89992510c44179e,La conoce / la consideraría,Kits solares de balcón,SECURITY,Seguridad,4,4,0
807,PROLIFIC_69249f2bf89992510c44179e,La conoce / la consideraría,Kits solares de balcón,COMPETENCE,Competencia,5,5,0
808,PROLIFIC_5f2dcc4c7989510ff7699cab,La conoce / la consideraría,Kits solares de balcón,AUTONOMY,Autonomía,4,4,0
809,PROLIFIC_5f2dcc4c7989510ff7699cab,La conoce / la consideraría,Kits solares de balcón,MEANING,Significado,2,2,0
810,CODE_6a1d9,La conoce / la consideraría,Kits solares de balcón,FINANCIAL,Seguridad financiera,5,5,0
811,PROLIFIC_5aeb24e22bd17300018779f2,La conoce / la consideraría,Kits solares de balcón,FINANCIAL,Seguridad financiera,5,5,0
812,PROLIFIC_5aeb24e22bd17300018779f2,La conoce / la consideraría,Kits solares de balcón,COMPETENCE,Competencia,5,5,0
813,PROLIFIC_5aeb24e22bd17300018779f2,La conoce / la consideraría,Kits solares de balcón,STIMULATION,Estímulo,3,3,0
814,PROLIFIC_698db045fae28c25c8879634,La conoce / la consideraría,Vehículo eléctrico,FINANCIAL,Seguridad financiera,5,5,0
815,PROLIFIC_698db045fae28c25c8879634,La conoce / la consideraría,Vehículo eléctrico,AUTONOMY,Autonomía,4,4,0
816,PROLIFIC_698db045fae28c25c8879634,La conoce / la consideraría,Vehículo eléctrico,MEANING,Significado,2,2,0
817,PROLIFIC_6597f6dc6f784e1f69bfadfa,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,5,0
818,PROLIFIC_6597f6dc6f784e1f69bfadfa,La conoce / la consideraría,Renovación de envolvente,COMPETENCE,Competencia,5,5,0
819,PROLIFIC_6597f6dc6f784e1f69bfadfa,La conoce / la consideraría,Renovación de envolvente,STIMULATION,Estímulo,3,3,0
820,PROLIFIC_698b10e112e204e2d1f0c126,La conoce / la consideraría,Sistema de refrigeración,FINANCIAL,Seguridad financiera,5,5,0
821,PROLIFIC_698b10e112e204e2d1f0c126,La conoce / la consideraría,Sistema de refrigeración,COMPETENCE,Competencia,5,5,0
822,PROLIFIC_698b10e112e204e2d1f0c126,La conoce / la consideraría,Sistema de refrigeración,PHYSIOLOGICAL,Materialidad,2,2,0
823,PROLIFIC_6a22e126f41c2f91aaf90b28,La conoce / la consideraría,Vehículo eléctrico,FINANCIAL,Seguridad financiera,5,5,0
824,PROLIFIC_6a22e126f41c2f91aaf90b28,La conoce / la consideraría,Vehículo eléctrico,AUTONOMY,Autonomía,4,4,0
825,PROLIFIC_6a22e126f41c2f91aaf90b28,La conoce / la consideraría,Vehículo eléctrico,MEANING,Significado,2,2,0
826,PROLIFIC_697b4452d0057be21360d8d6,La conoce / la consideraría,Vehículo eléctrico,FINANCIAL,Seguridad financiera,5,5,0
827,PROLIFIC_604dedd2805fe682c5bc51c0,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,5,0
828,PROLIFIC_604dedd2805fe682c5bc51c0,La conoce / la consideraría,Renovación de envolvente,SECURITY,Seguridad,4,4,0
829,PROLIFIC_604dedd2805fe682c5bc51c0,La conoce / la consideraría,Renovación de envolvente,AUTONOMY,Autonomía,4,4,0
830,PROLIFIC_5d1f54b95538e6001a843293,La conoce / la consideraría,Sistemas inteligentes del hogar,FINANCIAL,Seguridad financiera,5,5,0
831,PROLIFIC_5d1f54b95538e6001a843293,La conoce / la consideraría,Sistemas inteligentes del hogar,PHYSIOLOGICAL,Materialidad,2,2,0
832,PROLIFIC_5d1f54b95538e6001a843293,La conoce / la consideraría,Sistemas inteligentes del hogar,RELATEDNESS,Vinculación,5,5,0
833,PROLIFIC_69932173fe3deef35c4f7e70,La conoce / la consideraría,Vehículo eléctrico,FINANCIAL,Seguridad financiera,5,2,3
834,PROLIFIC_69edcc3c9f52558843ab7d99,La conoce / la consideraría,Vehículo eléctrico,FINANCIAL,Seguridad financiera,5,5,0
835,PROLIFIC_69edcc3c9f52558843ab7d99,La conoce / la consideraría,Vehículo eléctrico,COMPETENCE,Competencia,5,5,0
836,PROLIFIC_6a229976e46891722ff3f05f,La conoce / la consideraría,Vehículo eléctrico,FINANCIAL,Seguridad financiera,5,5,0
837,PROLIFIC_6a229976e46891722ff3f05f,La conoce / la consideraría,Vehículo eléctrico,MEANING,Significado,2,2,0
838,PROLIFIC_69eca1e06533d42ff1306a24,La conoce / la consideraría,Cambio de tarifa eléctrica,FINANCIAL,Seguridad financiera,5,5,0
839,PROLIFIC_69eca1e06533d42ff1306a24,La conoce / la consideraría,Cambio de tarifa eléctrica,AUTONOMY,Autonomía,4,4,0
840,PROLIFIC_69eca1e06533d42ff1306a24,La conoce / la consideraría,Cambio de tarifa eléctrica,MEANING,Significado,2,2,0
841,22,La conoce / la consideraría,Kits solares de balcón,RELATEDNESS,Vinculación,5,5,0
842,22,La conoce / la consideraría,Kits solares de balcón,STIMULATION,Estímulo,3,3,0
843,22,La conoce / la consideraría,Kits solares de balcón,POPULARITY,Popularidad,2,2,0
844,PROLIFIC_69d763affd0080c0bffcd367,La conoce / la consideraría,Almacenamiento energético,FINANCIAL,Seguridad financiera,5,5,0
845,PROLIFIC_69d763affd0080c0bffcd367,La conoce / la consideraría,Almacenamiento energético,PHYSIOLOGICAL,Materialidad,2,2,0
846,PROLIFIC_69d763affd0080c0bffcd367,La conoce / la consideraría,Almacenamiento energético,MEANING,Significado,2,2,0
847,PROLIFIC_6103a3ece71ab061d5624402,La conoce / la consideraría,Kits solares de balcón,FINANCIAL,Seguridad financiera,5,5,0
848,PROLIFIC_6103a3ece71ab061d5624402,La conoce / la consideraría,Kits solares de balcón,SECURITY,Seguridad,4,4,0
849,PROLIFIC_6103a3ece71ab061d5624402,La conoce / la consideraría,Kits solares de balcón,MEANING,Significado,2,2,0
850,PROLIFIC_69e213021f9224d147d5908b,La conoce / la consideraría,Almacenamiento energético,FINANCIAL,Seguridad financiera,5,5,0
851,PROLIFIC_69e213021f9224d147d5908b,La conoce / la consideraría,Almacenamiento energético,SECURITY,Seguridad,4,4,0
852,PROLIFIC_69e213021f9224d147d5908b,La conoce / la consideraría,Almacenamiento energético,STIMULATION,Estímulo,3,3,0
853,PROLIFIC_672b6f50809e58bcc13a57b4,La conoce / la consideraría,Comunidad energética,FINANCIAL,Seguridad financiera,5,5,0
854,PROLIFIC_672b6f50809e58bcc13a57b4,La conoce / la consideraría,Comunidad energética,SECURITY,Seguridad,4,4,0
855,PROLIFIC_699776549800aa3b0399d642,La conoce / la consideraría,Kits solares de balcón,FINANCIAL,Seguridad financiera,5,5,0
856,PROLIFIC_699776549800aa3b0399d642,La conoce / la consideraría,Kits solares de balcón,SECURITY,Seguridad,4,4,0
857,PROLIFIC_699776549800aa3b0399d642,La conoce / la consideraría,Kits solares de balcón,MEANING,Significado,2,2,0
858,PROLIFIC_6a229862a12b21ee07229d8a,La conoce / la consideraría,Vehículo eléctrico,FINANCIAL,Seguridad financiera,5,4,1
859,PROLIFIC_6a229862a12b21ee07229d8a,La conoce / la consideraría,Vehículo eléctrico,COMPETENCE,Competencia,5,5,0
860,PROLIFIC_6a229862a12b21ee07229d8a,La conoce / la consideraría,Vehículo eléctrico,AUTONOMY,Autonomía,4,4,0
861,PROLIFIC_66045ed49119e654e5454985,La conoce / la consideraría,Vehículo eléctrico,FINANCIAL,Seguridad financiera,5,5,0
862,PROLIFIC_66045ed49119e654e5454985,La conoce / la consideraría,Vehículo eléctrico,AUTONOMY,Autonomía,4,4,0
863,PROLIFIC_66045ed49119e654e5454985,La conoce / la consideraría,Vehículo eléctrico,STIMULATION,Estímulo,3,3,0
864,PROLIFIC_5d6558fa16871700012ea47b,La conoce / la consideraría,Ascensor,SECURITY,Seguridad,4,4,0
865,PROLIFIC_5d6558fa16871700012ea47b,La conoce / la consideraría,Ascensor,AUTONOMY,Autonomía,4,4,0
866,PROLIFIC_5d6558fa16871700012ea47b,La conoce / la consideraría,Ascensor,RELATEDNESS,Vinculación,5,5,0
867,PROLIFIC_6a0c5d35ab86f12c44875ea0,La conoce / la consideraría,Sistema de refrigeración,FINANCIAL,Seguridad financiera,5,4,1
868,PROLIFIC_6a0c5d35ab86f12c44875ea0,La conoce / la consideraría,Sistema de refrigeración,SECURITY,Seguridad,4,3,1
869,PROLIFIC_6a0c5d35ab86f12c44875ea0,La conoce / la consideraría,Sistema de refrigeración,PHYSIOLOGICAL,Materialidad,2,2,0
870,PROLIFIC_57e928630cb6700001dd8f8a,La conoce / la consideraría,Almacenamiento energético,FINANCIAL,Seguridad financiera,5,5,0
871,PROLIFIC_57e928630cb6700001dd8f8a,La conoce / la consideraría,Almacenamiento energético,COMPETENCE,Competencia,5,5,0
872,PROLIFIC_57e928630cb6700001dd8f8a,La conoce / la consideraría,Almacenamiento energético,AUTONOMY,Autonomía,4,4,0
873,PROLIFIC_698fa8ec85144121c0643338,La conoce / la consideraría,Almacenamiento energético,FINANCIAL,Seguridad financiera,5,5,0
874,PROLIFIC_698fa8ec85144121c0643338,La conoce / la consideraría,Almacenamiento energético,AUTONOMY,Autonomía,4,4,0
875,PROLIFIC_698fa8ec85144121c0643338,La conoce / la consideraría,Almacenamiento energético,POPULARITY,Popularidad,2,2,0
876,PROLIFIC_697907c3546949f10030ddf1,La conoce / la consideraría,Sistemas inteligentes del hogar,MEANING,Significado,2,2,0
877,PROLIFIC_5eda1423dd2241017d85fd44,La conoce / la consideraría,Kits solares de balcón,FINANCIAL,Seguridad financiera,5,5,0
878,PROLIFIC_698eea589bb7dd5212c5e3c9,La conoce / la consideraría,Kits solares de balcón,AUTONOMY,Autonomía,4,4,0
879,PROLIFIC_698eea589bb7dd5212c5e3c9,La conoce / la consideraría,Kits solares de balcón,STIMULATION,Estímulo,3,3,0
880,PROLIFIC_698eea589bb7dd5212c5e3c9,La conoce / la consideraría,Kits solares de balcón,MEANING,Significado,2,2,0
881,PROLIFIC_69b9bf5f0faac70cd0e24cf6,La conoce / la consideraría,Vehículo eléctrico,FINANCIAL,Seguridad financiera,5,4,1
882,PROLIFIC_69b9bf5f0faac70cd0e24cf6,La conoce / la consideraría,Vehículo eléctrico,AUTONOMY,Autonomía,4,3,1
883,PROLIFIC_6a0daf62ec01cd69c04d1da8,La conoce / la consideraría,Vehículo eléctrico,FINANCIAL,Seguridad financiera,5,5,0
884,PROLIFIC_6a0daf62ec01cd69c04d1da8,La conoce / la consideraría,Vehículo eléctrico,STIMULATION,Estímulo,3,3,0
885,PROLIFIC_6990691f5ced735f10ff3bba,La conoce / la consideraría,Vehículo eléctrico,FINANCIAL,Seguridad financiera,5,5,0
886,PROLIFIC_6990691f5ced735f10ff3bba,La conoce / la consideraría,Vehículo eléctrico,SECURITY,Seguridad,4,4,0
887,PROLIFIC_6990691f5ced735f10ff3bba,La conoce / la consideraría,Vehículo eléctrico,PHYSIOLOGICAL,Materialidad,2,2,0
888,PROLIFIC_61034f24da19cc56177b8b59,La conoce / la consideraría,Electrodomésticos eficientes,FINANCIAL,Seguridad financiera,5,4,1
889,PROLIFIC_61034f24da19cc56177b8b59,La conoce / la consideraría,Electrodomésticos eficientes,SECURITY,Seguridad,4,4,0
890,PROLIFIC_61034f24da19cc56177b8b59,La conoce / la consideraría,Electrodomésticos eficientes,COMPETENCE,Competencia,5,5,0
891,PROLIFIC_697b1a2669af0b3f24790e20,La conoce / la consideraría,Sistema de refrigeración,FINANCIAL,Seguridad financiera,5,5,0
892,PROLIFIC_697b1a2669af0b3f24790e20,La conoce / la consideraría,Sistema de refrigeración,PHYSIOLOGICAL,Materialidad,2,2,0
893,PROLIFIC_697b1a2669af0b3f24790e20,La conoce / la consideraría,Sistema de refrigeración,MEANING,Significado,2,2,0
894,PROLIFIC_698ef5093a80fcd19f394ab2,La conoce / la consideraría,Cambio de tarifa eléctrica,FINANCIAL,Seguridad financiera,5,5,0
895,PROLIFIC_698ef5093a80fcd19f394ab2,La conoce / la consideraría,Cambio de tarifa eléctrica,SECURITY,Seguridad,4,4,0
896,PROLIFIC_698ef5093a80fcd19f394ab2,La conoce / la consideraría,Cambio de tarifa eléctrica,STIMULATION,Estímulo,3,3,0
897,PROLIFIC_6a2287e1de4099ccf09eac69,La conoce / la consideraría,Sistema de refrigeración,FINANCIAL,Seguridad financiera,5,3,2
898,PROLIFIC_6a2287e1de4099ccf09eac69,La conoce / la consideraría,Sistema de refrigeración,SECURITY,Seguridad,4,4,0
899,PROLIFIC_6a2287e1de4099ccf09eac69,La conoce / la consideraría,Sistema de refrigeración,PHYSIOLOGICAL,Materialidad,2,2,0
900,PROLIFIC_64edf002c925fb837ee0a770,La conoce / la consideraría,Vehículo eléctrico,FINANCIAL,Seguridad financiera,5,5,0
901,PROLIFIC_64edf002c925fb837ee0a770,La conoce / la consideraría,Vehículo eléctrico,SECURITY,Seguridad,4,4,0
902,PROLIFIC_69f349141b7a57cdd52b671c,La conoce / la consideraría,Cambio de tarifa eléctrica,FINANCIAL,Seguridad financiera,5,5,0
903,PROLIFIC_69f349141b7a57cdd52b671c,La conoce / la consideraría,Cambio de tarifa eléctrica,AUTONOMY,Autonomía,4,4,0
904,PROLIFIC_69f732a6afef1c53157db063,La conoce / la consideraría,Kits solares de balcón,FINANCIAL,Seguridad financiera,5,4,1
905,PROLIFIC_69f732a6afef1c53157db063,La conoce / la consideraría,Kits solares de balcón,AUTONOMY,Autonomía,4,4,0
906,PROLIFIC_69f732a6afef1c53157db063,La conoce / la consideraría,Kits solares de balcón,MEANING,Significado,2,2,0
