stage_dimension_id,participant_id,stage,technology,dimension_key,dimension,added_value,adherence,agreement,approval,authority,autonomy,climate_protection,commitment,cost_efficiency,coziness,credit_score_access_to_funding,environmental_concerns,frugality,fun,knowledge,legal,novelty,own_competence,own_significance,peer_pressure,profits,recognition,rights_and_duties,risk_profile,safety,self_satisfaction,socialising,support,technical_fit,trends,trust,wellbeing
565,280,Implemented,Envelope renovation,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,95,NA,NA,100,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA
567,280,Implemented,Envelope renovation,MEANING,Meaning,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,280,Implemented,Envelope renovation,STIMULATION,Stimulation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2092,280,Unaware but curious,Energy community,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,95,NA,NA,100,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA
2093,280,Unaware but curious,Energy community,MEANING,Meaning,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2091,280,Unaware but curious,Energy community,SECURITY,Security,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,90,NA
1396,281,Aware / would consider,Energy-efficient appliances,MEANING,Meaning,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,281,Implemented,Heat pump,MEANING,Meaning,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2094,281,Unaware but curious,Envelope renovation,PHYSIOLOGICAL,Materiality,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
1397,282,Aware / would consider,Energy community,MEANING,Meaning,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2095,282,Unaware but curious,Energy storage systems,MEANING,Meaning,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1399,283,Aware / would consider,Domestic hot water system,AUTONOMY,Autonomy,NA,50,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1398,283,Aware / would consider,Domestic hot water system,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1400,283,Aware / would consider,Domestic hot water system,MEANING,Meaning,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2097,283,Unaware but curious,Domestic hot water system,AUTONOMY,Autonomy,NA,50,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2096,283,Unaware but curious,Domestic hot water system,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2098,283,Unaware but curious,Domestic hot water system,MEANING,Meaning,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1401,284,Aware / would consider,Electric vehicle,MEANING,Meaning,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2101,285,Unaware but curious,Heat recovery ventilation,AUTONOMY,Autonomy,NA,NA,NA,NA,NA,25,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA
2100,285,Unaware but curious,Heat recovery ventilation,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,75,NA,NA,100,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA
2099,285,Unaware but curious,Heat recovery ventilation,SECURITY,Security,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,0,NA
569,286,Implemented,Energy-efficient appliances,FINANCIAL,Financial security,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,29,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA
570,286,Implemented,Energy-efficient appliances,PHYSIOLOGICAL,Materiality,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76
1402,287,Aware / would consider,Envelope renovation,FINANCIAL,Financial security,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1404,288,Aware / would consider,Electric vehicle,AUTONOMY,Autonomy,NA,60,NA,NA,NA,80,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1403,288,Aware / would consider,Electric vehicle,FINANCIAL,Financial security,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,0,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA
1405,288,Aware / would consider,Electric vehicle,MEANING,Meaning,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,288,Implemented,Energy-efficient appliances,AUTONOMY,Autonomy,NA,60,NA,NA,NA,80,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,288,Implemented,Energy-efficient appliances,FINANCIAL,Financial security,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,0,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA
573,288,Implemented,Energy-efficient appliances,MEANING,Meaning,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1407,289,Aware / would consider,Envelope renovation,AUTONOMY,Autonomy,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1406,289,Aware / would consider,Envelope renovation,FINANCIAL,Financial security,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA
1408,289,Aware / would consider,Envelope renovation,PHYSIOLOGICAL,Materiality,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1410,290,Aware / would consider,Electric vehicle,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,69,NA,NA,90,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA
1409,290,Aware / would consider,Electric vehicle,FINANCIAL,Financial security,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1411,290,Aware / would consider,Electric vehicle,MEANING,Meaning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,290,Implemented,Envelope renovation,FINANCIAL,Financial security,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
575,290,Implemented,Envelope renovation,SECURITY,Security,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,95,NA
2103,290,Unaware but curious,Cooling system,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,69,NA,NA,90,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA
2102,290,Unaware but curious,Cooling system,FINANCIAL,Financial security,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1412,291,Aware / would consider,Fossil fuel or biomass heating,AUTONOMY,Autonomy,NA,99,NA,NA,NA,100,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA
1414,291,Aware / would consider,Fossil fuel or biomass heating,MEANING,Meaning,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1413,291,Aware / would consider,Fossil fuel or biomass heating,STIMULATION,Stimulation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,20,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,291,Implemented,Heat pump,MEANING,Meaning,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,291,Implemented,Heat pump,PHYSIOLOGICAL,Materiality,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
577,291,Implemented,Heat pump,STIMULATION,Stimulation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,20,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,292,Implemented,Micro-efficiency measures,MEANING,Meaning,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2104,292,Unaware but curious,Heat recovery ventilation,MEANING,Meaning,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1417,293,Aware / would consider,Envelope renovation,AUTONOMY,Autonomy,NA,NA,NA,NA,NA,50,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA
1416,293,Aware / would consider,Envelope renovation,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,74,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA
1415,293,Aware / would consider,Envelope renovation,FINANCIAL,Financial security,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA
581,293,Implemented,Envelope renovation,AUTONOMY,Autonomy,NA,NA,NA,NA,NA,50,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA
580,293,Implemented,Envelope renovation,FINANCIAL,Financial security,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA
582,293,Implemented,Envelope renovation,PHYSIOLOGICAL,Materiality,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68
583,294,Implemented,Micro-efficiency measures,MEANING,Meaning,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2105,294,Unaware but curious,Heat pump,SECURITY,Security,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,73,NA
1418,295,Aware / would consider,Energy-efficient appliances,MEANING,Meaning,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,295,Implemented,Envelope renovation,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,80,NA,NA,100,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA
584,295,Implemented,Envelope renovation,FINANCIAL,Financial security,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,20,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA
586,295,Implemented,Envelope renovation,MEANING,Meaning,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1420,296,Aware / would consider,Heat pump,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,90,NA,NA,90,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA
1419,296,Aware / would consider,Heat pump,FINANCIAL,Financial security,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,20,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA
1421,296,Aware / would consider,Heat pump,MEANING,Meaning,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,296,Implemented,Envelope renovation,AUTONOMY,Autonomy,NA,100,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA
2107,296,Unaware but curious,Heat pump,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,90,NA,NA,90,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA
2106,296,Unaware but curious,Heat pump,FINANCIAL,Financial security,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,20,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA
2108,296,Unaware but curious,Heat pump,MEANING,Meaning,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1424,297,Aware / would consider,Energy-efficient appliances,MEANING,Meaning,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1422,297,Aware / would consider,Energy-efficient appliances,PHYSIOLOGICAL,Materiality,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
1423,297,Aware / would consider,Energy-efficient appliances,STIMULATION,Stimulation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,41,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
590,297,Implemented,Electricity tariff change,MEANING,Meaning,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,297,Implemented,Electricity tariff change,PHYSIOLOGICAL,Materiality,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
589,297,Implemented,Electricity tariff change,RELATEDNESS,Relatedness,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,56,NA,NA,NA,15,44,NA,NA,NA,NA
1425,298,Aware / would consider,Electric vehicle,FINANCIAL,Financial security,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,60,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA
1427,298,Aware / would consider,Electric vehicle,MEANING,Meaning,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1426,298,Aware / would consider,Electric vehicle,STIMULATION,Stimulation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,60,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
593,298,Implemented,Envelope renovation,MEANING,Meaning,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
591,298,Implemented,Envelope renovation,PHYSIOLOGICAL,Materiality,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75
592,298,Implemented,Envelope renovation,STIMULATION,Stimulation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,60,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1429,299,Aware / would consider,Envelope renovation,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,75,NA,NA,80,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA
1428,299,Aware / would consider,Envelope renovation,FINANCIAL,Financial security,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,60,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA
1430,299,Aware / would consider,Envelope renovation,MEANING,Meaning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
595,299,Implemented,Envelope renovation,AUTONOMY,Autonomy,NA,67,NA,NA,NA,100,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA
594,299,Implemented,Envelope renovation,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,75,NA,NA,80,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA
596,299,Implemented,Envelope renovation,MEANING,Meaning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1433,300,Aware / would consider,Energy storage systems,AUTONOMY,Autonomy,NA,100,NA,NA,NA,86,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA
1431,300,Aware / would consider,Energy storage systems,FINANCIAL,Financial security,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,75,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA
1432,300,Aware / would consider,Energy storage systems,SECURITY,Security,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA
598,300,Implemented,Envelope renovation,AUTONOMY,Autonomy,NA,100,NA,NA,NA,86,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA
597,300,Implemented,Envelope renovation,FINANCIAL,Financial security,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,75,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA
599,300,Implemented,Envelope renovation,MEANING,Meaning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2110,300,Unaware but curious,Heat pump,AUTONOMY,Autonomy,NA,100,NA,NA,NA,86,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA
2109,300,Unaware but curious,Heat pump,FINANCIAL,Financial security,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,75,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA
2111,300,Unaware but curious,Heat pump,MEANING,Meaning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1436,301,Aware / would consider,Energy community,MEANING,Meaning,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1434,301,Aware / would consider,Energy community,RELATEDNESS,Relatedness,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,80,NA,NA,NA,0,20,NA,NA,NA,NA
1435,301,Aware / would consider,Energy community,STIMULATION,Stimulation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600,301,Implemented,Envelope renovation,AUTONOMY,Autonomy,NA,30,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA
602,301,Implemented,Envelope renovation,MEANING,Meaning,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
601,301,Implemented,Envelope renovation,PHYSIOLOGICAL,Materiality,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
1439,302,Aware / would consider,Energy community,AUTONOMY,Autonomy,NA,90,NA,NA,NA,40,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA
1438,302,Aware / would consider,Energy community,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,90,NA,NA,100,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA
1437,302,Aware / would consider,Energy community,SECURITY,Security,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA
603,302,Implemented,Envelope renovation,FINANCIAL,Financial security,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA
604,302,Implemented,Envelope renovation,PHYSIOLOGICAL,Materiality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65
1440,303,Aware / would consider,Envelope renovation,FINANCIAL,Financial security,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,50,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
605,303,Implemented,Heat recovery ventilation,PHYSIOLOGICAL,Materiality,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63
2112,303,Unaware but curious,Envelope renovation,FINANCIAL,Financial security,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,50,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
1442,304,Aware / would consider,Energy community,AUTONOMY,Autonomy,NA,60,NA,NA,NA,20,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA
1443,304,Aware / would consider,Energy community,MEANING,Meaning,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
