"","Early Adopter","Uninterested","Homo Economicus","Fearful","Stubborn","Influencer","Careful"
"pattern_8701",12,10,14,16,10,10,13
"pattern_8702",11,15,15,15,13,11,14
"pattern_8703",18,12,12,8,6,18,9
"pattern_8704",14,14,12,10,12,14,11
"pattern_8705",16,14,12,8,10,14,9
"pattern_8706",18,10,10,6,12,18,7
"pattern_8707",18,14,16,14,12,20,11
"pattern_8708",16,14,10,6,10,20,5
"pattern_8709",18,14,12,10,12,22,9
"pattern_8710",14,16,10,12,14,12,11
"pattern_8711",14,8,10,10,12,18,11
"pattern_8712",16,12,12,10,10,18,9
"pattern_8713",14,14,14,10,12,14,11
"pattern_8714",12,8,12,12,10,14,13
"pattern_8715",11,13,19,17,9,13,16
"pattern_8716",13,13,15,11,15,13,14
"pattern_8717",16,16,12,10,8,16,9
"pattern_8718",13,9,11,11,11,15,10
"pattern_8719",16,18,14,14,8,16,11
"pattern_8720",14,10,10,10,12,16,9
"pattern_8721",18,10,14,10,10,18,11
"pattern_8722",18,16,10,12,10,18,9
"pattern_8723",16,12,14,10,10,16,9
"pattern_8724",13,13,15,17,11,13,14
"pattern_8725",14,14,14,16,16,14,15
"pattern_8726",18,12,18,12,12,18,11
"pattern_8727",11,15,13,15,15,11,18
"pattern_8728",10,12,18,18,14,6,17
"pattern_8729",16,14,10,10,12,14,11
"pattern_8730",16,12,12,10,14,20,11
"pattern_8731",11,13,13,13,11,13,14
"pattern_8732",15,15,13,13,9,15,12
"pattern_8733",20,14,12,10,14,22,11
"pattern_8734",17,7,11,7,11,17,8
"pattern_8735",11,11,13,13,11,11,12
"pattern_8736",7,17,15,17,15,11,18
"pattern_8737",13,13,17,15,7,15,14
"pattern_8738",18,10,12,6,10,16,7
"pattern_8739",10,14,14,16,12,8,15
"pattern_8740",18,14,14,12,14,22,13
"pattern_8741",14,20,12,16,14,18,13
"pattern_8742",16,10,10,6,10,16,7
"pattern_8743",18,14,16,12,14,22,11
"pattern_8744",10,10,8,10,10,10,13
"pattern_8745",16,12,12,8,14,14,13
"pattern_8746",20,10,14,10,12,20,13
"pattern_8747",20,12,12,10,12,18,11
"pattern_8748",18,10,10,6,12,18,9
"pattern_8749",18,14,12,12,14,22,9
"pattern_8750",13,15,9,13,13,11,12
"pattern_8751",11,15,11,13,15,15,16
"pattern_8752",18,12,12,6,10,16,5
"pattern_8753",13,11,11,11,7,15,12
"pattern_8754",14,14,14,14,14,16,13
"pattern_8755",15,11,9,7,11,17,8
"pattern_8756",18,14,12,10,14,16,11
"pattern_8757",10,16,16,16,14,14,19
"pattern_8758",7,15,17,17,13,7,16
"pattern_8759",11,15,13,15,17,15,16
"pattern_8760",20,12,12,10,8,18,9
"pattern_8761",11,15,15,15,11,11,16
"pattern_8762",12,12,12,14,10,10,15
"pattern_8763",13,15,15,17,15,11,16
"pattern_8764",15,13,11,9,13,13,10
"pattern_8765",16,10,10,6,8,18,5
"pattern_8766",13,11,17,17,11,13,16
"pattern_8767",16,12,14,10,10,18,11
"pattern_8768",18,14,10,6,10,20,5
"pattern_8769",16,12,14,10,14,20,11
"pattern_8770",16,16,14,12,14,14,11
"pattern_8771",20,12,14,10,12,18,9
"pattern_8772",14,14,12,12,10,16,13
"pattern_8773",15,13,9,7,11,17,6
"pattern_8774",7,13,17,17,15,9,18
"pattern_8775",15,13,11,7,9,17,8
"pattern_8776",18,14,12,8,10,18,7
"pattern_8777",17,15,9,9,13,17,8
"pattern_8778",15,11,11,9,13,17,8
"pattern_8779",16,10,12,8,12,18,9
"pattern_8780",16,16,12,10,16,20,11
"pattern_8781",12,10,10,12,10,12,11
"pattern_8782",18,12,14,12,16,18,13
"pattern_8783",20,14,14,12,10,20,11
"pattern_8784",16,12,12,8,14,16,9
"pattern_8785",11,13,21,19,15,5,20
"pattern_8786",13,9,9,7,9,15,6
"pattern_8787",16,12,12,10,12,20,11
"pattern_8788",13,9,11,9,11,17,10
"pattern_8789",12,12,12,12,14,10,15
"pattern_8790",17,13,9,7,11,19,4
"pattern_8791",16,14,12,12,10,20,11
"pattern_8792",14,22,10,14,16,18,15
"pattern_8793",9,15,15,17,17,13,20
"pattern_8794",16,16,12,10,10,18,9
"pattern_8795",14,10,12,8,14,14,11
"pattern_8796",17,15,15,15,9,17,14
"pattern_8797",12,12,14,14,14,14,15
"pattern_8798",8,16,16,16,14,8,15
"pattern_8799",16,12,12,8,12,18,7
"pattern_8800",9,9,9,13,7,11,12
"pattern_8801",20,10,14,8,10,20,9
"pattern_8802",11,13,19,19,13,9,20
"pattern_8803",13,9,9,9,11,15,10
"pattern_8804",18,14,14,12,14,18,11
"pattern_8805",13,15,13,13,9,13,12
"pattern_8806",18,10,14,10,12,20,11
"pattern_8807",12,12,10,10,10,16,9
"pattern_8808",15,13,13,11,11,15,10
"pattern_8809",20,12,14,10,16,22,9
"pattern_8810",8,10,16,16,12,8,17
"pattern_8811",18,10,12,10,18,20,13
"pattern_8812",16,14,14,12,12,16,9
"pattern_8813",18,14,12,12,14,22,13
"pattern_8814",13,9,13,11,9,15,12
"pattern_8815",11,11,19,17,17,7,18
"pattern_8816",18,12,12,8,14,20,9
"pattern_8817",12,16,18,18,10,16,17
"pattern_8818",10,12,14,14,14,12,15
"pattern_8819",9,11,17,17,13,9,16
"pattern_8820",18,14,12,8,12,18,9
"pattern_8821",11,9,11,11,11,11,12
"pattern_8822",14,14,12,12,16,14,15
"pattern_8823",16,14,10,10,14,16,13
"pattern_8824",17,9,11,9,11,17,10
"pattern_8825",18,16,10,10,8,18,11
"pattern_8826",11,7,9,13,11,13,12
"pattern_8827",20,12,12,10,12,20,11
"pattern_8828",12,12,14,14,14,12,15
"pattern_8829",14,12,10,8,10,14,9
"pattern_8830",15,11,9,7,11,17,8
"pattern_8831",18,12,10,8,10,18,9
"pattern_8832",16,10,14,8,10,18,7
"pattern_8833",20,10,10,8,12,18,9
"pattern_8834",14,16,12,14,14,14,13
"pattern_8835",18,12,12,8,14,20,9
"pattern_8836",11,15,13,13,17,13,18
"pattern_8837",12,8,8,10,12,14,11
"pattern_8838",18,14,14,10,8,18,7
"pattern_8839",8,14,20,20,12,12,19
"pattern_8840",12,16,20,18,20,14,19
"pattern_8841",11,11,7,11,9,13,12
"pattern_8842",14,14,10,10,14,14,11
"pattern_8843",13,13,13,11,7,13,8
"pattern_8844",22,12,14,10,12,20,9
"pattern_8845",17,9,15,13,15,17,14
"pattern_8846",20,14,14,10,12,20,9
"pattern_8847",11,11,11,11,9,13,12
"pattern_8848",20,10,14,8,10,20,7
"pattern_8849",11,11,13,13,11,13,12
"pattern_8850",10,14,18,20,14,10,17
"pattern_8851",20,12,16,10,14,18,9
"pattern_8852",18,12,14,12,12,18,13
"pattern_8853",20,10,12,6,12,18,9
"pattern_8854",14,18,18,16,16,14,19
"pattern_8855",6,14,18,18,16,10,19
"pattern_8856",16,18,10,12,12,22,9
"pattern_8857",18,10,14,10,12,20,11
"pattern_8858",12,12,16,16,10,14,17
"pattern_8859",18,10,12,6,14,20,9
"pattern_8860",12,14,14,14,16,12,15
"pattern_8861",9,9,9,13,9,11,14
"pattern_8862",8,16,16,18,16,14,17
"pattern_8863",18,10,12,10,14,20,11
"pattern_8864",13,13,19,15,11,15,18
"pattern_8865",17,11,11,13,11,13,12
"pattern_8866",12,12,10,12,12,12,13
"pattern_8867",17,11,11,9,11,19,8
"pattern_8868",18,14,12,12,10,18,9
"pattern_8869",15,13,9,9,7,17,6
"pattern_8870",12,12,10,12,10,10,15
"pattern_8871",18,14,10,6,12,18,9
"pattern_8872",16,10,14,8,10,18,9
"pattern_8873",14,16,12,10,12,16,11
"pattern_8874",14,14,16,12,12,16,11
"pattern_8875",18,16,16,14,14,22,11
"pattern_8876",16,14,16,12,14,18,11
"pattern_8877",15,13,11,9,13,15,14
"pattern_8878",13,15,19,19,13,11,18
"pattern_8879",20,14,14,10,14,20,9
"pattern_8880",20,10,16,10,12,20,11
"pattern_8881",12,14,12,10,8,12,11
"pattern_8882",18,12,12,10,14,20,13
"pattern_8883",16,14,12,10,14,12,11
"pattern_8884",12,14,16,16,16,14,15
"pattern_8885",13,11,17,17,9,11,14
"pattern_8886",16,12,12,10,18,20,13
"pattern_8887",18,12,12,8,10,18,11
"pattern_8888",12,14,18,16,12,14,17
"pattern_8889",10,12,16,16,16,10,21
"pattern_8890",13,13,17,17,15,13,14
"pattern_8891",15,11,11,9,9,15,8
"pattern_8892",16,14,12,10,10,16,9
"pattern_8893",14,14,10,10,16,14,15
"pattern_8894",13,15,19,19,15,13,16
"pattern_8895",14,14,14,14,14,14,13
"pattern_8896",16,18,12,12,14,22,9
"pattern_8897",18,14,14,12,12,18,9
"pattern_8898",11,13,15,15,15,11,14
"pattern_8899",16,16,12,10,10,14,9
"pattern_8900",15,13,9,9,13,15,12
"pattern_8901",13,13,15,13,13,15,18
"pattern_8902",20,12,14,10,12,22,11
"pattern_8903",10,10,12,10,8,14,9
"pattern_8904",18,14,12,10,12,16,9
"pattern_8905",16,14,10,10,14,16,11
"pattern_8906",12,12,14,12,10,12,13
"pattern_8907",11,11,11,11,5,13,8
"pattern_8908",13,19,11,13,15,15,14
"pattern_8909",14,12,16,14,14,14,15
"pattern_8910",12,12,8,8,8,14,9
"pattern_8911",12,8,10,10,10,14,9
"pattern_8912",18,12,10,6,10,18,7
"pattern_8913",12,16,12,12,14,14,15
"pattern_8914",17,13,13,9,11,19,8
"pattern_8915",14,14,10,10,14,16,11
"pattern_8916",11,15,13,15,13,11,16
"pattern_8917",14,6,10,12,10,14,13
"pattern_8918",10,14,16,16,16,10,17
"pattern_8919",8,14,16,14,12,12,15
"pattern_8920",9,13,15,15,11,7,16
"pattern_8921",20,14,12,10,12,22,9
"pattern_8922",14,16,14,14,16,14,13
"pattern_8923",18,12,10,8,10,18,11
"pattern_8924",14,16,12,10,14,22,11
"pattern_8925",11,19,15,15,15,13,14
"pattern_8926",20,12,10,8,12,20,13
"pattern_8927",18,16,10,10,10,20,9
"pattern_8928",12,4,12,12,12,12,13
"pattern_8929",18,12,12,6,10,18,5
"pattern_8930",18,14,12,10,12,18,9
"pattern_8931",18,10,16,10,12,18,11
"pattern_8932",18,12,14,10,12,18,9
"pattern_8933",10,12,12,14,10,8,15
"pattern_8934",18,14,14,12,12,20,15
"pattern_8935",11,17,13,13,15,15,16
"pattern_8936",16,12,12,8,14,16,11
"pattern_8937",11,11,7,9,9,13,8
"pattern_8938",18,12,14,12,10,18,11
"pattern_8939",10,12,16,18,14,12,19
"pattern_8940",18,14,14,10,18,22,11
"pattern_8941",12,14,18,16,14,10,15
"pattern_8942",16,12,10,8,12,18,13
"pattern_8943",20,14,12,10,14,24,11
"pattern_8944",14,12,12,12,12,14,11
"pattern_8945",12,16,12,14,14,14,15
"pattern_8946",11,15,15,13,15,11,16
"pattern_8947",16,12,14,8,12,18,9
"pattern_8948",18,12,12,8,16,20,13
"pattern_8949",14,12,14,10,6,16,7
"pattern_8950",14,12,14,12,10,14,9
"pattern_8951",12,12,8,12,10,12,13
"pattern_8952",14,14,14,14,12,10,13
"pattern_8953",20,12,16,12,10,16,15
"pattern_8954",20,10,12,8,14,20,9
"pattern_8955",18,14,16,14,10,16,13
"pattern_8956",13,15,15,15,15,11,14
"pattern_8957",17,11,9,7,11,19,6
"pattern_8958",20,12,14,10,16,20,11
"pattern_8959",12,10,12,14,6,14,15
"pattern_8960",18,12,10,6,12,18,7
"pattern_8961",10,12,16,14,16,12,17
"pattern_8962",19,11,11,9,9,19,10
"pattern_8963",12,6,10,10,10,12,13
"pattern_8964",11,15,15,17,15,13,18
"pattern_8965",14,16,10,10,14,16,13
"pattern_8966",12,16,18,18,12,14,15
"pattern_8967",14,12,16,12,12,12,13
"pattern_8968",16,14,12,10,12,16,11
"pattern_8969",17,15,11,7,11,21,6
"pattern_8970",12,8,10,10,10,14,9
"pattern_8971",12,14,16,14,12,12,11
"pattern_8972",15,11,11,11,9,15,8
"pattern_8973",15,13,15,17,11,13,16
"pattern_8974",10,16,20,18,10,14,17
"pattern_8975",16,14,14,10,12,16,9
"pattern_8976",16,14,12,10,14,12,11
"pattern_8977",9,17,17,17,13,11,14
"pattern_8978",15,13,13,11,9,15,8
"pattern_8979",16,14,16,12,12,20,11
"pattern_8980",22,10,16,10,12,18,11
"pattern_8981",18,14,14,10,8,16,13
"pattern_8982",17,13,13,9,9,17,8
"pattern_8983",16,14,10,10,14,18,7
"pattern_8984",20,12,10,10,14,18,9
"pattern_8985",16,14,14,10,12,16,13
"pattern_8986",16,12,12,10,10,18,5
"pattern_8987",16,14,10,8,10,18,7
"pattern_8988",14,16,20,18,14,12,17
"pattern_8989",10,10,12,16,8,12,17
"pattern_8990",14,16,10,10,14,14,11
"pattern_8991",20,10,12,8,10,16,9
"pattern_8992",14,14,12,14,14,12,13
"pattern_8993",16,12,10,8,10,18,7
"pattern_8994",22,14,16,12,12,22,11
"pattern_8995",18,16,12,12,14,22,11
"pattern_8996",17,9,11,7,9,17,8
"pattern_8997",9,15,15,15,15,11,16
"pattern_8998",8,8,12,14,10,8,15
"pattern_8999",20,12,12,6,12,18,9
"pattern_9000",18,12,16,12,14,18,11
"pattern_9001",18,14,12,10,10,18,9
"pattern_9002",15,9,9,7,13,17,8
"pattern_9003",13,11,11,11,11,13,10
"pattern_9004",12,14,14,14,10,14,15
"pattern_9005",18,10,16,10,12,16,11
"pattern_9006",16,12,10,6,10,18,11
"pattern_9007",16,16,18,14,10,16,9
"pattern_9008",18,14,14,10,14,14,15
"pattern_9009",18,12,12,6,12,20,9
"pattern_9010",14,12,10,10,12,12,9
"pattern_9011",18,12,12,8,14,18,9
"pattern_9012",18,16,14,12,18,22,11
"pattern_9013",20,14,14,12,14,20,7
"pattern_9014",18,16,18,14,14,20,13
"pattern_9015",15,13,9,9,13,15,10
"pattern_9016",18,12,14,12,16,20,13
"pattern_9017",4,14,18,18,16,10,19
"pattern_9018",14,12,10,8,8,14,9
"pattern_9019",11,13,17,17,15,13,22
"pattern_9020",10,12,20,18,14,6,19
"pattern_9021",16,12,14,10,12,14,13
"pattern_9022",15,9,11,9,9,15,12
"pattern_9023",16,10,10,8,12,18,11
"pattern_9024",12,8,8,10,10,14,11
"pattern_9025",16,12,12,6,12,20,9
"pattern_9026",18,10,12,10,14,18,11
"pattern_9027",8,8,12,14,8,10,15
"pattern_9028",13,13,13,11,7,17,10
"pattern_9029",12,10,16,14,14,12,17
"pattern_9030",12,14,12,14,12,12,13
"pattern_9031",16,12,10,10,8,16,7
"pattern_9032",13,13,19,17,17,13,16
"pattern_9033",18,14,10,14,16,18,13
"pattern_9034",18,12,12,6,12,20,9
"pattern_9035",12,14,8,12,12,12,13
"pattern_9036",16,14,14,10,10,16,7
"pattern_9037",13,13,9,11,11,13,10
"pattern_9038",16,14,12,8,10,18,7
"pattern_9039",20,14,14,12,14,20,9
"pattern_9040",14,12,8,8,8,16,9
"pattern_9041",18,12,12,10,12,22,11
"pattern_9042",12,14,18,16,14,14,17
"pattern_9043",12,14,18,18,10,12,17
"pattern_9044",16,16,14,12,12,18,13
"pattern_9045",20,14,16,12,12,20,11
"pattern_9046",10,14,20,18,12,14,19
"pattern_9047",14,16,20,20,14,14,17
"pattern_9048",18,18,14,20,10,18,15
"pattern_9049",22,14,14,12,14,24,11
"pattern_9050",18,18,14,14,10,20,13
"pattern_9051",16,12,10,6,10,20,9
"pattern_9052",20,12,10,8,8,18,11
"pattern_9053",18,14,12,10,10,20,9
"pattern_9054",16,14,16,12,14,18,15
"pattern_9055",15,13,13,11,11,15,8
"pattern_9056",18,14,14,14,10,18,13
"pattern_9057",12,8,12,12,10,16,11
"pattern_9058",16,12,14,12,12,16,15
"pattern_9059",13,9,11,9,9,15,10
"pattern_9060",16,16,16,12,12,20,9
"pattern_9061",18,14,12,10,12,20,9
"pattern_9062",11,15,15,15,13,13,18
"pattern_9063",17,11,11,9,11,17,8
"pattern_9064",13,13,15,13,9,13,10
"pattern_9065",20,14,12,8,14,24,7
"pattern_9066",20,10,14,8,12,20,9
"pattern_9067",13,13,13,15,13,15,16
"pattern_9068",11,11,11,11,5,13,8
"pattern_9069",16,14,12,10,14,16,9
"pattern_9070",12,10,12,10,10,16,11
"pattern_9071",18,10,14,8,12,20,7
"pattern_9072",14,16,18,14,12,12,11
"pattern_9073",9,9,11,13,7,11,12
"pattern_9074",11,9,13,15,15,13,14
"pattern_9075",14,12,14,8,8,14,9
"pattern_9076",20,14,16,14,12,22,15
"pattern_9077",11,17,13,13,13,13,14
"pattern_9078",20,10,12,8,12,20,9
"pattern_9079",14,8,8,10,14,16,11
"pattern_9080",18,16,16,12,6,16,11
"pattern_9081",16,14,10,12,14,22,13
"pattern_9082",11,15,17,19,15,7,18
"pattern_9083",20,14,12,10,14,22,11
"pattern_9084",18,12,12,8,10,18,7
"pattern_9085",16,12,14,12,14,16,11
"pattern_9086",14,10,14,14,12,14,15
"pattern_9087",10,14,16,14,12,10,15
"pattern_9088",16,16,10,10,12,20,7
"pattern_9089",10,6,14,14,14,12,17
"pattern_9090",9,13,17,17,11,13,16
"pattern_9091",18,12,16,12,12,20,9
"pattern_9092",16,14,12,10,12,14,7
"pattern_9093",18,14,12,10,14,20,9
"pattern_9094",14,12,12,10,10,14,11
"pattern_9095",18,14,12,8,10,18,5
"pattern_9096",14,16,14,16,14,14,15
"pattern_9097",16,12,6,6,12,18,7
"pattern_9098",18,10,10,8,10,18,9
"pattern_9099",16,14,16,14,16,16,13
"pattern_9100",16,14,14,18,12,12,13
"pattern_9101",18,14,14,12,14,16,11
"pattern_9102",12,18,18,18,12,12,17
"pattern_9103",18,12,12,8,12,16,7
"pattern_9104",12,14,18,16,14,10,13
"pattern_9105",14,10,10,8,8,16,5
"pattern_9106",9,13,11,13,11,9,14
"pattern_9107",18,14,14,10,12,22,11
"pattern_9108",12,14,14,16,12,10,15
"pattern_9109",16,10,14,10,8,18,5
"pattern_9110",9,17,19,21,15,11,22
"pattern_9111",11,15,13,15,15,11,16
"pattern_9112",18,12,8,8,10,20,9
"pattern_9113",12,14,12,14,14,12,15
"pattern_9114",18,14,14,10,10,18,5
"pattern_9115",16,14,14,10,12,20,13
"pattern_9116",16,14,12,10,12,14,9
"pattern_9117",18,12,12,6,12,18,5
"pattern_9118",16,18,14,14,12,22,11
"pattern_9119",13,9,11,13,7,15,12
"pattern_9120",14,18,16,16,8,14,13
"pattern_9121",20,12,14,10,12,20,9
"pattern_9122",9,11,17,17,11,9,18
"pattern_9123",16,12,14,10,14,20,11
"pattern_9124",11,11,11,11,11,15,10
"pattern_9125",12,16,16,16,10,14,13
"pattern_9126",16,14,16,14,12,18,13
"pattern_9127",18,14,12,12,16,20,11
"pattern_9128",16,14,10,10,16,22,11
"pattern_9129",14,8,12,12,10,16,9
"pattern_9130",16,14,14,12,12,16,9
"pattern_9131",10,14,14,16,10,10,13
"pattern_9132",18,12,10,10,10,20,7
"pattern_9133",14,12,12,10,14,12,13
"pattern_9134",14,14,14,16,12,14,15
"pattern_9135",16,12,10,8,12,20,9
"pattern_9136",16,14,12,8,10,16,7
"pattern_9137",12,14,12,12,8,16,11
"pattern_9138",11,17,15,17,17,11,18
"pattern_9139",12,18,16,16,14,20,13
"pattern_9140",16,12,14,10,8,18,5
"pattern_9141",10,14,14,16,16,14,17
"pattern_9142",11,9,11,13,9,9,14
"pattern_9143",16,14,12,10,12,22,11
"pattern_9144",16,16,14,12,12,20,13
"pattern_9145",13,7,11,9,9,13,10
"pattern_9146",15,15,13,11,7,15,10
"pattern_9147",16,14,14,10,10,14,13
"pattern_9148",18,10,12,6,12,16,9
"pattern_9149",14,20,12,18,20,16,17
"pattern_9150",10,12,12,12,8,12,11
"pattern_9151",18,14,10,8,14,22,7
"pattern_9152",15,11,7,5,11,17,6
"pattern_9153",20,12,10,8,14,22,9
"pattern_9154",18,12,12,10,10,18,9
"pattern_9155",13,11,13,11,11,13,12
"pattern_9156",10,14,18,18,10,12,17
"pattern_9157",15,11,17,17,11,15,16
"pattern_9158",14,16,12,16,16,12,15
"pattern_9159",18,12,14,8,14,20,9
"pattern_9160",13,13,11,9,11,17,8
"pattern_9161",18,12,10,8,10,18,9
"pattern_9162",11,9,9,11,7,11,10
"pattern_9163",18,14,10,16,10,18,15
"pattern_9164",17,13,15,11,11,15,14
"pattern_9165",14,16,18,18,12,12,15
"pattern_9166",11,11,17,17,15,11,14
"pattern_9167",10,14,18,18,14,10,17
"pattern_9168",16,12,12,14,14,12,13
"pattern_9169",16,12,16,12,12,16,13
"pattern_9170",13,9,11,11,11,17,8
"pattern_9171",18,10,16,10,12,16,13
"pattern_9172",18,10,14,8,14,20,9
"pattern_9173",15,9,13,9,11,17,8
"pattern_9174",16,12,10,10,12,20,9
"pattern_9175",18,12,12,10,10,20,7
"pattern_9176",10,8,12,16,10,12,15
"pattern_9177",18,12,12,10,10,18,9
"pattern_9178",11,13,15,17,11,11,16
"pattern_9179",16,14,10,8,12,20,7
"pattern_9180",11,13,17,17,15,13,18
"pattern_9181",16,14,12,8,8,16,7
"pattern_9182",16,12,14,10,14,16,13
"pattern_9183",16,12,12,10,10,16,9
"pattern_9184",10,12,14,16,14,12,17
"pattern_9185",14,10,8,8,10,16,7
"pattern_9186",18,14,14,10,10,20,7
"pattern_9187",11,9,9,11,11,15,10
"pattern_9188",13,9,9,9,13,17,10
"pattern_9189",18,14,14,14,10,16,15
"pattern_9190",11,15,13,11,15,11,16
"pattern_9191",14,14,12,10,8,14,9
"pattern_9192",11,11,13,15,9,13,14
"pattern_9193",12,10,18,18,16,12,19
"pattern_9194",16,12,16,12,14,18,13
"pattern_9195",12,16,16,16,16,12,15
"pattern_9196",14,14,14,12,12,16,13
"pattern_9197",12,12,12,14,12,14,13
"pattern_9198",15,13,11,11,15,17,12
"pattern_9199",20,12,10,8,12,18,11
"pattern_9200",18,14,16,12,10,16,11
"pattern_9201",20,14,14,10,12,20,7
"pattern_9202",16,10,12,8,12,18,11
"pattern_9203",16,14,14,12,10,18,9
"pattern_9204",14,12,14,12,14,14,15
"pattern_9205",16,14,14,14,10,16,13
"pattern_9206",14,16,14,14,16,20,15
"pattern_9207",15,13,11,9,13,15,8
"pattern_9208",14,10,10,8,10,16,9
"pattern_9209",16,8,12,10,10,16,9
"pattern_9210",16,14,14,12,10,16,13
"pattern_9211",12,8,12,12,6,12,11
"pattern_9212",18,12,12,12,14,20,13
"pattern_9213",18,14,12,10,10,18,11
"pattern_9214",9,13,17,17,13,9,18
"pattern_9215",13,15,17,19,19,13,18
"pattern_9216",19,11,9,7,13,21,6
"pattern_9217",13,17,11,13,13,13,12
"pattern_9218",6,14,16,16,14,10,17
"pattern_9219",14,12,14,12,14,14,11
"pattern_9220",13,9,11,11,9,15,12
"pattern_9221",17,9,9,9,11,17,10
"pattern_9222",14,16,14,14,10,16,13
"pattern_9223",14,8,10,10,12,18,9
"pattern_9224",9,11,15,17,15,9,20
"pattern_9225",18,14,10,10,10,20,9
"pattern_9226",20,12,10,12,14,16,15
"pattern_9227",6,14,18,18,14,6,17
"pattern_9228",15,11,11,9,11,19,6
"pattern_9229",22,12,16,12,14,20,13
"pattern_9230",20,16,12,12,12,18,9
"pattern_9231",14,12,10,8,8,16,7
"pattern_9232",12,12,14,12,10,12,11
"pattern_9233",8,12,18,18,12,12,17
"pattern_9234",12,16,16,16,10,12,13
"pattern_9235",15,15,9,11,15,15,12
"pattern_9236",18,16,10,8,10,18,7
"pattern_9237",18,12,18,12,14,20,13
"pattern_9238",15,5,11,9,11,15,12
"pattern_9239",16,18,14,16,12,20,15
"pattern_9240",12,8,10,12,8,14,13
"pattern_9241",17,13,9,9,13,17,12
"pattern_9242",18,10,12,8,12,18,9
"pattern_9243",16,12,14,12,14,20,11
"pattern_9244",16,16,12,12,12,20,9
"pattern_9245",15,15,11,9,11,17,12
"pattern_9246",17,13,11,5,9,17,6
"pattern_9247",14,12,10,10,12,14,11
"pattern_9248",18,12,12,8,10,18,7
"pattern_9249",18,12,12,8,12,16,9
"pattern_9250",15,15,15,15,11,17,14
"pattern_9251",18,14,12,12,14,22,11
"pattern_9252",12,16,20,22,14,10,19
"pattern_9253",11,13,17,15,13,13,14
"pattern_9254",16,16,14,14,16,14,11
"pattern_9255",18,12,14,12,12,20,11
"pattern_9256",14,16,12,12,14,12,11
"pattern_9257",8,10,16,14,16,8,19
"pattern_9258",20,12,14,10,10,20,13
"pattern_9259",8,12,18,18,14,8,19
"pattern_9260",14,16,14,16,18,14,15
"pattern_9261",13,13,11,9,11,15,10
"pattern_9262",14,16,14,16,14,12,15
"pattern_9263",13,15,17,21,15,11,20
"pattern_9264",16,8,10,8,14,18,11
"pattern_9265",18,10,12,10,12,18,13
"pattern_9266",14,16,12,14,16,14,13
"pattern_9267",14,12,12,10,10,16,9
"pattern_9268",15,13,15,13,13,17,16
"pattern_9269",18,12,12,8,12,16,9
"pattern_9270",18,14,14,10,12,16,13
"pattern_9271",15,11,13,9,7,17,4
"pattern_9272",16,12,12,8,12,20,9
"pattern_9273",10,18,16,16,14,12,13
"pattern_9274",13,5,11,13,9,13,10
"pattern_9275",11,15,17,17,11,13,16
"pattern_9276",19,13,11,7,11,15,10
"pattern_9277",10,10,10,12,10,14,11
"pattern_9278",11,13,15,15,13,11,12
"pattern_9279",16,10,12,6,12,18,7
"pattern_9280",12,14,12,10,12,14,11
"pattern_9281",11,11,11,11,7,13,12
"pattern_9282",16,14,10,10,12,18,9
"pattern_9283",18,16,10,10,14,16,9
"pattern_9284",10,10,8,12,10,12,11
"pattern_9285",20,12,14,10,14,20,13
"pattern_9286",8,18,14,18,16,12,19
"pattern_9287",9,11,11,13,11,11,14
"pattern_9288",7,9,13,13,9,9,14
"pattern_9289",14,14,16,12,12,14,9
"pattern_9290",13,9,9,9,11,15,10
"pattern_9291",12,14,16,16,10,8,13
"pattern_9292",18,10,12,8,10,18,11
"pattern_9293",18,10,10,8,14,16,11
"pattern_9294",15,13,9,9,9,17,4
"pattern_9295",20,16,12,12,12,22,9
"pattern_9296",18,12,12,10,10,18,7
"pattern_9297",15,15,7,9,11,15,10
"pattern_9298",14,10,14,10,8,16,9
"pattern_9299",12,14,14,16,12,14,17
"pattern_9300",18,10,14,8,12,20,9
"pattern_9301",15,13,13,9,11,17,10
"pattern_9302",18,16,14,12,8,20,11
"pattern_9303",17,15,11,9,7,19,6
"pattern_9304",18,10,12,8,12,16,9
"pattern_9305",16,12,10,8,10,20,9
"pattern_9306",16,12,10,8,10,20,9
"pattern_9307",13,11,9,7,7,15,8
"pattern_9308",14,14,10,10,8,16,7
"pattern_9309",10,18,18,18,12,14,19
"pattern_9310",16,16,12,8,10,16,7
"pattern_9311",22,10,14,10,12,20,9
"pattern_9312",15,13,9,7,9,17,8
"pattern_9313",18,14,16,14,14,18,11
"pattern_9314",18,12,10,8,12,18,7
"pattern_9315",17,13,11,9,9,17,12
"pattern_9316",9,13,15,17,13,9,18
"pattern_9317",14,16,12,16,14,12,15
"pattern_9318",13,13,9,9,9,13,8
"pattern_9319",9,17,13,13,13,11,14
"pattern_9320",20,14,12,8,12,20,7
"pattern_9321",19,13,11,7,13,21,8
"pattern_9322",18,14,16,12,14,20,13
"pattern_9323",16,12,12,10,12,12,13
"pattern_9324",10,12,14,16,12,8,17
"pattern_9325",11,11,15,15,9,11,16
"pattern_9326",18,12,14,12,12,16,11
"pattern_9327",18,16,10,10,12,20,9
"pattern_9328",11,11,13,11,7,11,10
"pattern_9329",8,14,16,20,16,12,19
"pattern_9330",17,11,13,9,9,17,12
"pattern_9331",10,8,10,10,10,14,9
"pattern_9332",12,14,18,18,16,14,21
"pattern_9333",14,18,12,12,16,16,13
"pattern_9334",18,18,14,16,12,22,13
